hanzi,pinyin,english,thai_current,freq,level
江,jiāng,river,แม่น้ำ,2,5
沉思,chén sī,to contemplate; to ponder,ครุ่นคิด,2,5
沉着,chén zhuó,steady; calm and collected,"ใจเย็น, มั่นคง, สงบเสงี่ยม",2,5
沉重,chén zhòng,heavy; hard,"หนัก, น้ำหนักมาก",2,5
没错,méi cuò,that's right; sure!,ถูกต้องแล้ว,2,4
河流,hé liú,river,แม่น้ำ,2,5
治,zhì,to rule; to govern,"ปกครอง, ปืนปกครอง, ปกครองดูแล",2,5
治愈,zhì yù,to cure; to restore to health,"รักษาให้หาย, หายจากการรักษา, ทำให้หาย",2,6
注视,zhù shì,to look attentively at,"จ้องมอง, มองอย่างมั่นคง, จ้องมองเขาว่า",2,6
流畅,liú chàng,flowing; fluent,"ไหลลื่น, ราบเรียบ, ไม่ติดขัด",2,6
流血,liú xiě,to bleed; to shed blood,"ออกเลือด, เลือดไหลออก, ตกเลือด",2,5
流通,liú tōng,to circulate; to distribute,หมุนเวียน,2,5
浑身,hún shēn,all over; from head to foot,ทั้งตัว,2,5
浮力,fú lì,buoyancy,"แรงลอยตัว, พลังยกตัว, กำลังลอยตัว",2,6
海绵,hǎi mián,zoology sea sponge; esp. dried sea sponge,"ฟองน้ำ, ฟองน้ำสีม่วง, สิ่งที่ซึมซับ",2,6
海面,hǎi miàn,the surface of the sea; ocean surface,"ผิวน้ำทะเล, พื้นผิวทะเล, ผิวทะเล",2,6
涉及,shè jí,to involve,"เกี่ยวข้อง, ศึกษา, เป็นส่วนหนึ่ง",2,6
涨,zhǎng,to rise,สูงขึ้น,2,5
淘汰,táo tài,to wash out,"ล้างออก, คัดออก, ตัดออก",2,5
深度,shēn dù,depth; of a speech etc profundity,ความลึก,2,6
混乱,hùn luàn,confused; chaotic,"ความสับสน, ความยุ่งเหยิง, เนื่องจากความสับสน",2,6
混淆,hùn xiáo,to obscure; to confuse,สับสนหรือทำให้วุ่นวายกัน,2,6
清理,qīng lǐ,to clear up; to tidy up,ทำความสะอาด,2,5
清除,qīng chú,to clear away; to eliminate,"ทำความสะอาด, ลบออก, กำจัด",2,6
温和,wēn hé,mild; gentle,"อ่อนโยน, อ่อน, ท่าทีอ่อน",2,5
温柔,wēn róu,gentle and soft; tender,อ่อนโยนและนุ่มนวล,2,6
温泉,wēn quán,hot spring,น้ำพุร้อน,2,6
游玩,yóu wán,to amuse oneself; to have fun,"เล่น, สนุกสนาน, ท่องเที่ยวเพื่อความสุข",2,4
游览,yóu lǎn,to go sightseeing; to tour,ท่องเที่ยว,2,5
渺小,miǎo xiǎo,minute; tiny,เล็กมาก,2,5
湿度,shī dù,humidity level,"ความชื้น, ระดับความชื้น, ปริมาณความชื้น",2,6
溶解,róng jiě,to dissolve,"ละลาย, ทำให้ละลาย, ละลายหายไป",2,6
滑,huá,slippery; to slide,ลื่น,2,5
滑冰,huá bīng,to skate; skating,สเก็ต,2,5
漏,lòu,to leak; to divulge,"รั่ว, รั่วไหล, ออกไป",2,5
演奏,yǎn zòu,to perform on a musical instrument,บรรเลงดนตรี,2,6
潜力,qián lì,potential; latent capacity,ศักยภาพ,2,5
潮,cháo,tide; damp,น้ำขึ้น,2,5
潮流,cháo liú,tide; current,"กระแสน้ำขึ้นลง, แนวโน้ม, จังหวะเวลา",2,6
火灾,huǒ zāi,serious fire,ไฟไหม้อาคาร,2,6
灭,miè,to extinguish or put out; to go out,"ดับ, ดับไป, ปิดไฟ",2,6
灭亡,miè wáng,to be destroyed; to destroy,"ล่มสลาย, เสื่อมเทพ, ถูกทำลาย",2,6
灾难,zāi nàn,disaster; catastrophe,ภัยพิบัติ,2,6
炎热,yán rè,blistering hot; sizzling hot,ร้อนแรง,2,5
炸药,zhà yào,explosive; blasting agent,วัตถุระเบิด,2,6
烟,yān,cigarette or pipe tobacco; smoke,"บุหรี่, หมอก, มูกไฟ",2,6
热门,rè mén,popular; hot,"เป็นที่นิยม, นิยม, ประเด็นร้อน",2,6
焦点,jiāo diǎn,focal point; focus,"จุดรวมมิติ, จุดมาบรรจบกัน, จุดสนใจ",2,5
焦虑,jiāo lǜ,anxious; worried,"วิตกกังวล, เป็นห่วง, ตื่นใจ",2,5
照明,zhào míng,lighting; illumination,การให้แสง,2,6
熟,shú,ripe; mature,สุก,2,5
燃料,rán liào,fuel,เชื้อเพลิง,2,6
爆炸,bào zhà,explosion; to explode,ระเบิด,2,6
爱心,ài xīn,compassion; kindness,"เมตตา, ความเห็นใจ",2,5
爱惜,ài xī,to cherish; to treasure,ดูแลรักษา,2,5
片面,piàn miàn,unilateral; one-sided,ด้านเดียว,2,5
牙刷,yá shuā,toothbrush,แปรงสีฟัน,2,4
牛仔裤,niú zǎi kù,jeans,กางเกงยีนส์,2,5
牧场,mù chǎng,pasture; grazing land,"ทุ่งหญ้าเลี้ยงสัตว์, สนามเลี้ยงสัตว์",2,6
牵,qiān,to lead along; to pull,"นำเข้า, ลากไป, ลัดลวง",2,6
特征,tè zhēng,characteristic; diagnostic property,"ลักษณะเฉพาะ, สมบัติเฉพาะ, ลักษณ์จำเพาะ",2,6
特性,tè xìng,property; characteristic,"คุณลักษณะ, ลักษณะ, ลักษณะเฉพาะ",2,6
独自,dú zì,alone,คนเดียว,2,5
狭小,xiá xiǎo,narrow,"แคบ, แคบเล็ก, อับแคบ",2,6
猎人,liè rén,hunter,นักล่า,2,5
率,lǜ,rate; ratio,"อัตรา, ความถี่",2,6
现场,xiàn chǎng,the scene; on the spot,สถานที่เกิดเหตุ,2,5
玻璃,bō lí,glass,กระจก,2,5
球员,qiú yuán,ball sports player; team member,นักกีฬา,2,4
理性,lǐ xìng,reason; rationality,"เหตุผล, สติปัญญา",2,6
理智,lǐ zhì,reason; intellect,"เหตุผล, สติ",2,5
生动,shēng dòng,"of descriptions, writing etc vivid; lively","ชีวชีวะ, มีชีวิตชีวา",2,5
用心,yòng xīn,diligent; attentive; with concentration,ตั้งใจ; เอาใจใส่,2,4
电台,diàn tái,transmitter-receiver; broadcasting station,สถานีวิทยุ,2,5
电视机,diàn shì jī,television set,โทรทัศน์,2,5
