hanzi,pinyin,english,thai_current,freq,level
傻,shǎ,foolish,งี่เง่า,1,5
元首,yuán shǒu,head of state,หัวหน้าประเทศ,1,6
充沛,chōng pèi,abundant; plentiful,"มากมาย, อุดมสมบูรณ์",1,6
先前,xiān qián,before; previously,"ก่อนหน้านี้, เมื่อครั้งก่อน",1,6
先后,xiān hòu,early or late; first and last,"เรียงลำดับ, ก่อนหลัง",1,6
光彩,guāng cǎi,luster; splendor,"ความสดใส, ความเจิดจรัส",1,6
光明,guāng míng,light; radiance,"แสง, ความสว่าง",1,6
光滑,guāng huá,glossy; sleek,เรียบเงา,1,5
光辉,guāng huī,radiance; glory,"ความจ้า, ความเจิดจรัส",1,6
克制,kè zhì,to restrain; to control,"ยับยั้ง, ควบคุม",1,6
免不了,miǎn bù liǎo,unavoidable; can't be avoided,หลีกเลี่ยงไม่ได้,1,5
入侵,rù qīn,to invade,บุกรุก,1,5
入门,rù mén,entrance door; to enter a door,"เข้าประตู, เริ่มต้น",1,6
全体,quán tǐ,all; entire,"ทั้งหมด, ทุกคน",1,6
全力,quán lì,with all one's strength; full strength,"กำลังทั้งหมด, ท่อนพลัง",1,6
全力以赴,quán lì yǐ fù,to do at all costs; to make an all-out effort,"ลงแรงเต็มที่, สุดความเพียร",1,6
全年,quán nián,the whole year; all year long,ตลอดทั้งปี,1,6
全心全意,quán xīn quán yì,idiom heart and soul; wholeheartedly,เต็มใจเต็มหัวใจ,1,5
全程,quán chéng,the whole distance; from beginning to end,"ตลอดระยะทาง, จากต้นจนจบ",1,6
全能,quán néng,omnipotent; all-round,รอบด้าน,1,5
公主,gōng zhǔ,princess,เจ้าหญิง,1,6
公交车,gōng jiāo chē,public transport vehicle; town bus,รถประจำทาง,1,5
公告,gōng gào,post; announcement,"ประกาศ, ข่าวสาร",1,6
公平,gōng píng,fair; impartial,ยุติธรรม,1,5
公开,gōng kāi,open; overt,เปิดเผย,1,5
公式,gōng shì,formula,"สูตร, กฎเกณฑ์",1,6
公顷,gōng qǐng,hectare,เฮกตาร์,1,6
共,gòng,common; general,ร่วม,1,4
共有,gòng yǒu,in total there are ...; to own jointly,มีทั้งสิ้น,1,3
关上,guān shàng,to close; to turn off,ปิด,1,3
关头,guān tóu,juncture; moment,จังหวะสำคัญ,1,5
关怀,guān huái,care; solicitude,ห่วงใย,1,5
关掉,guān diào,to switch off; to shut off,"ปิด, ดับ",1,6
关机,guān jī,to turn off; to finish shooting a film,ปิดเครื่อง,1,5
关闭,guān bì,to close; to shut,ปิด,1,5
兴建,xīng jiàn,to build; to construct,"สร้าง, ก่อสร้าง",1,6
兴致,xìng zhì,mood; spirits,สภาวะจิตใจ,1,5
兴起,xīng qǐ,to rise; to spring up,เกิดขึ้น,1,5
其余,qí yú,the rest; the others,"ที่เหลือ, คนอื่นๆ",1,6
其后,qí hòu,next; later,"หลังจากนั้น, ต่อจากนั้น",1,6
兼职,jiān zhí,to hold concurrent posts; concurrent job,งานเสริม,1,5
兼顾,jiān gù,to juggle multiple tasks/duties,ดูแลหลายอย่างควบคู่กัน,1,6
内向,nèi xiàng,reserved; introverted,มีนิสัยขี้อายและเก็บตัว,1,6
内外,nèi wài,inside and outside; domestic and foreign,"ข้างใน และข้างนอก, ในและนอก",1,6
内衣,nèi yī,undergarment; underwear,ชุดชั้นใน,1,6
再也,zài yě,not ever again; any longer,ไม่เคยอีก,1,5
再现,zài xiàn,to recreate; to reconstruct,"สร้างใหม่, แสดงผ่านการสร้าง",1,6
再生,zài shēng,to be reborn; to regenerate,เกิดใหม่,1,5
军人,jūn rén,serviceman; soldier,"ทหาร, นักรบ",1,6
农产品,nóng chǎn pǐn,agricultural produce,ผลิตภัณฑ์เกษตร,1,6
冲突,chōng tū,conflict; to conflict,"ความขัดแย้ง, ปะทะ",1,6
决心,jué xīn,determination; resolution,ความมุ่งมั่น,1,5
决策,jué cè,strategic decision; decision-making,การตัดสินใจที่กำหนดนโยบาย,1,6
况且,kuàng qiě,moreover; besides,"นอกจากนั้น, ยิ่งไปกว่านั้น",1,6
冷气,lěng qì,cold air; air conditioning,"อากาศเย็น, แอร์",1,6
冷水,lěng shuǐ,cold water; unboiled water,"น้ำเย็น, น้ำไม่ต้ม",1,6
冷淡,lěng dàn,cold; indifferent,"ห่างไกล, เฉยชาสัมพันธ์",1,6
冷漠,lěng mò,cold; indifferent,เย็นชา,1,5
冷酷,lěng kù,unfeeling; callous,"หนาว, ไร้เมตตา",1,6
冷酷无情,lěng kù wú qíng,cold-hearted; unfeeling,"ไร้เมตตา, โหดร้าย",1,6
冻,dòng,to freeze; to feel very cold,แข็ง,1,5
准则,zhǔn zé,norm; standard,"หลักเกณฑ์, บรรทัดฐาน",1,6
减压,jiǎn yā,to reduce pressure; to relax,ลดแรงดัน,1,5
凝固,níng gù,to freeze; to solidify,"แข็งตัว, เป็นของแข็ง",1,6
凭借,píng jiè,to rely on; to depend on,"อาศัย, พึ่งพา",1,6
凭着,píng zhe,relying on; on the basis of,อาศัยตัว,1,5
凶,xiōng,terrible; fearful,น่ากลัว,1,5
凶手,xiōng shǒu,murderer; assassin,"อาชญากร, ผู้ร้ายฆาตกรรม",1,6
凶猛,xiōng měng,fierce; violent,ดุร้าย,1,5
出人意料,chū rén yì liào,unexpected; surprising,"คาดไม่ถึง, น่าประหลาดใจ",1,6
出入,chū rù,to go out and come in; entrance and exit,"เข้าและออก, ทางเข้าออก",1,6
出厂,chū chǎng,to leave the factory,ออกจากโรงงาน,1,5
出口,chū kǒu,an exit; to speak,ทางออก,1,4
出土,chū tǔ,to dig up; to appear in an excavation,ขุดพบ,1,5
出息,chū xī,prospects; promise,"ให้ผลตอบแทน, หายใจออก",1,6
出手,chū shǒu,to dispose of; to spend,"นำออกจำหน่าย, ใช้เงิน",1,6
出游,chū yóu,to go on a tour; to have an outing,"ไปเที่ยว, ออกจาก",1,6
出血,chū xiě,to bleed; bleeding,ออกเลือด,1,4
出行,chū xíng,to go out somewhere; to set off on a journey,เดินทาง,1,4
出身,chū shēn,to be born of; to come from,"เกิดจาก, มาจาก",1,6
分外,fèn wài,especially; outside one's duty,อย่างไม่คาดหมายอย่างมาก,1,6
分寸,fēn cùn,propriety; appropriate behavior,"ความเหมาะสม, การรู้จักขอบเขต",1,6
分成,fēn chéng,to divide; to split a bonus,แบ่งเป็น,1,5
分数,fēn shù,exam grade; mark,คะแนน,1,4
分配,fēn pèi,to distribute; to assign,แจกจ่าย,1,5
分量,fèn liàng,weight; heft; importance,"ส่วนประกอบ, ปริมาณ",1,6
切割,qiē gē,to cut,ตัดแยก,1,5
切实,qiè shí,feasible; realistic,"เป็นไปได้, มีเหตุผล",1,6
切断,qiē duàn,to cut off; to sever,ตัดขาด,1,5
刊登,kān dēng,to carry a story; to publish,ตีพิมพ์,1,5
列入,liè rù,to include on a list,เพิ่มเข้าในรายการ,1,6
创伤,chuāng shāng,wound; injury,"บาดแผล, อาการเจ็บปวด",1,6
初期,chū qī,initial stage; beginning period,"ขั้นเริ่มต้น, ช่วงต้น",1,6
初级,chū jí,junior; primary,ระดับพื้นฐาน,1,5
删,shān,to delete,ลบ,1,5
判,pàn,to judge; to sentence,พิพากษา,1,5
利息,lì xī,interest,ดอกเบี้ย,1,5
别致,bié zhì,unusual; unique,"แปลกใจ, พิเศษ",1,6
到期,dào qī,to fall due; to expire,ครบกำหนด,1,5
制品,zhì pǐn,products; goods,ผลิตภัณฑ์,1,6
制止,zhì zhǐ,to curb; to put a stop to,"ยับยั้ง, ห้ามปราม",1,6
制约,zhì yuē,to restrict; condition,"ควบคุม, เงื่อนไข",1,6
刷,shuā,a brush; to paint,แปรง,1,3
刻意,kè yì,intentionally; deliberately,ตั้งใจ,1,5
剂,jì,dose; preparation (medicine),"ค่ายา, หน่วยการแบ่ง",1,6
前年,qián nián,the year before last,ปีที่แล้ว,1,3
前者,qián zhě,the former,ผู้ก่อนหน้า,1,5
前辈,qián bèi,senior; older generation,"รุ่นเก่า, คนที่มีวุฒิกว่า",1,6
剧本,jù běn,script; screenplay,"บทละคร, สคริปต์",1,6
剪刀,jiǎn dāo,scissors,กรรไกร,1,5
副,fù,secondary; auxiliary,"อย่างพิเศษ, ทุติยภูมิ",1,6
割,gē,to cut; to cut apart,ตัด,1,5
力求,lì qiú,to strive to; try hard,"พยายามสุดความเพียร, ทำให้ดีที่สุด",1,6
劝阻,quàn zǔ,to advise against; to dissuade,ห้าม,1,5
办公,bàn gōng,to handle official business; to do work,ทำงานสำนักงาน,1,4
功劳,gōng láo,contribution; meritorious service,"ความสำเร็จ, การมีส่วนสนับสนุน",1,6
加热,jiā rè,to heat,ให้ความร้อน,1,5
动人,dòng rén,touching; moving,สะเทือนใจ,1,5
动向,dòng xiàng,trend; tendency,"แนวโน้ม, การเคลื่อนไหว",1,6
动感,dòng gǎn,sense of movement; dynamic,การเคลื่อนไหว,1,5
动手,dòng shǒu,to set about; to raise a hand to hit someone,"เริ่มทำ, หน้ามือ",1,6
动荡,dòng dàng,unrest; turmoil,"ความวุ่นวาย, การปั่นป่วน",1,6
势力,shì lì,power; influence,"พลัง, อิทธิพล",1,6
勇往直前,yǒng wǎng zhí qián,to advance bravely,ก้าวหน้าด้วยความกล้า,1,5
勤劳,qín láo,hardworking; industrious,"ขยัน, หนักแน่น",1,6
包围,bāo wéi,to surround; to encircle,ล้อม,1,5
包装,bāo zhuāng,to wrap; to package,บรรจุ,1,5
匆匆,cōng cōng,hurriedly,เร่งรีบ,1,5
化解,huà jiě,to dissolve; to resolve,"ละลาย, ยุติข้อพิพาท",1,6
化身,huà shēn,incarnation; reincarnation,"ตัวตน, ปรากฏรูป",1,6
医药,yī yào,medical care and medicines; medicine,"การแพทย์และยา, ยา",1,6
十字路口,shí zì lù kǒu,crossroads; intersection,สี่แยก,1,4
十足,shí zú,ample; complete,"เพียงพอ, สมบูรณ์",1,6
千,qiān,thousand,พัน,1,2
千变万化,qiān biàn wàn huà,countless changes; constant permutation,เปลี่ยนแปลงนับไม่ถ้วน,1,6
半路,bàn lù,halfway; midway,กึ่งกลางทาง,1,3
协助,xié zhù,to provide assistance; to aid,"ช่วยเหลือ, ให้ความช่วยเหลือ",1,6
协同,xié tóng,to cooperate; in coordination with,"ร่วมมือ, ประสานงาน",1,6
协调,xié tiáo,to coordinate; to harmonize,ประสานงาน,1,5
单,dān,bill; list,"บิล, รายการ",1,6
单纯,dān chún,simple; pure,บริสุทธิ์,1,5
单薄,dān bó,weak; frail,"อ่อนแอ, ปราศจาก",1,6
南边,nán biān,south; south side,ด้านใต้,1,4
占据,zhàn jù,to occupy; to hold,"ยึดครอง, ครอบครอง",1,6
卫生,wèi shēng,hygienic; sanitary,"อนามัย, สุขาภิบาล",1,6
印刷,yìn shuā,to print; printing,พิมพ์,1,5
危急,wēi jí,critical; desperate,"วิกฤต, อันตราย",1,6
即可,jí kě,equivalent to; can then,ก็ได้,1,4
卵,luǎn,egg; ovum,"ไข่, ไข่เซลล์",1,6
厂,chǎng,factory; yard,โรงงาน,1,5
厂长,chǎng zhǎng,factory director,ผู้อำนวยการโรงงาน,1,5
历来,lì lái,always; throughout,"เสมอมา, ตลอด",1,6
压制,yā zhì,to suppress; to inhibit,กดดัน,1,5
压缩,yā suō,to compress; compression,"บีบอัด, อัด",1,6
厌倦,yàn juàn,to be weary of,"เบื่อ, หนักใจ",1,6
厚度,hòu dù,thickness,ความหนา,1,6
原有,yuán yǒu,original; former,เดิม,1,4
原材料,yuán cái liào,raw and semifinished materials,"วัตถุดิบ, วัสดุสด",1,6
去向,qù xiàng,whereabouts; where one has gone,"ที่ไป, ทิศทางที่ไป",1,5
去处,qù chù,place; destination,"สถานที่, ปลายทาง",1,6
去除,qù chú,to remove; to dislodge,ลบออก,1,5
参赛,cān sài,to compete; to take part in a competition,เข้าร่วมการแข่งขัน,1,4
