hanzi,pinyin,english,thai_current,freq,level
只顾,zhǐ gù,to focus solely on,"มุ่งแต่, สนใจอย่างเดียว",1,5
可信,kě xìn,trustworthy,น่าเชื่อถือ,1,6
可想而知,kě xiǎng ér zhī,idiom goes without saying,"ไม่ต้องบอกก็รู้, คาดได้ไม่ยาก",1,6
可耻,kě chǐ,shameful; disgraceful,"น่าอาย, ทำให้อับอาย",1,6
可观,kě guān,worth seeing; considerable,"น่าสนใจ, มีมูลค่า",1,6
可贵,kě guì,to be treasured; praiseworthy,"น่าค่า, มีค่า",1,6
台风,tái fēng,typhoon; stage presence,"บทบาทที่น่าสนใจ, พายุ",1,6
号称,hào chēng,to be known as; to be nicknamed,เรียกว่า,1,5
叼,diāo,to hold with one's mouth,"กัด, ชก",1,6
吃不上,chī bù shàng,unable to get anything to eat; to miss a meal,"ไม่มีอะไรกิน, พลาดมื้อ",1,6
合情合理,hé qíng hé lǐ,idiom reasonable; fair,สมควรและสมเหตุสมผล,1,6
合成,hé chéng,to compose; to constitute,"ประกอบ, ประสมขึ้น",1,6
吉祥,jí xiáng,lucky; auspicious,สิริมงคล,1,5
同步,tóng bù,synchronous; to synchronize,"พร้อมกัน, ประสานเวลา",1,6
名人,míng rén,personage; celebrity,บุคคลมีชื่อเสียง,1,3
名单,míng dān,list of names,รายชื่อ,1,3
名声,míng shēng,reputation,"ชื่อเสียง, เกียรติยศ",1,6
名气,míng qì,reputation; fame,ชื่อเสียง,1,4
后代,hòu dài,descendant; progeny,"ลูกหลาน, ศิษย์",1,6
后退,hòu tuì,to recoil,ถอยหลัง,1,5
后遗症,hòu yí zhèng,medicine sequelae; residual effects,อาการคงค้าง,1,5
吐,tǔ,to spit; to send out,"คาย, บ่งบอก",1,6
向前,xiàng qián,forward; onward,ไปข้างหน้า,1,4
向往,xiàng wǎng,to yearn for; to look forward to,"ปรารถนา, อยากจะ",1,6
向来,xiàng lái,always,"เสมอมา, ตั้งแต่เดิม",1,6
向着,xiàng zhe,towards; facing,หันไปยัง,1,4
否决,fǒu jué,to veto; to overrule,"ยับยั้ง, ปฏิเสธ",1,6
否认,fǒu rèn,to declare to be untrue; to deny,ปฏิเสธ,1,5
听从,tīng cóng,to listen and obey; to comply with,เชื่อฟังคำสั่ง,1,5
听见,tīng jiàn,to hear,ได้ยิน,1,1
启动,qǐ dòng,to start,"เริ่มต้น, สั่งการ",1,6
