hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
实习,shí xí,to practice; field work,ฝึกงาน,1,5,ฝึกงาน,
实地,shí dì,on-site,ณ สถานที่จริง,1,6,ณ สถานที่จริง,
实惠,shí huì,tangible benefit; material advantages,ประโยชน์ที่แท้จริง,1,6,ผลประโยชน์ที่จับต้องได้,
实物,shí wù,material object; concrete object,วัตถุจริง,1,6,ของจริง,
实话,shí huà,truth,ความจริง,1,5,ความจริง,
实验室,shí yàn shì,laboratory,ห้องปฏิบัติการ,1,5,ห้องปฏิบัติการ,
客机,kè jī,passenger plane,เครื่องบินโดยสาร,1,6,เครื่องบินโดยสาร,
宣泄,xuān xiè,to drain; to unburden oneself,ระบาย,1,5,ระบาย,
宣称,xuān chēng,to assert; to claim,อ้างว่า,1,6,อ้างว่า,
害虫,hài chóng,injurious insect; pest,แมลงศัตรูพืช,1,6,แมลงศัตรูพืช,
家园,jiā yuán,home; homeland,บ้านเกิด,1,5,บ้านเกิด,
宽厚,kuān hòu,tolerant; generous,ใจกว้างเมตตา,1,4,โอบอ้อมอารี,
宽敞,kuān chǎng,spacious; wide,กว้างขวาง,1,6,กว้างขวาง,
寂静,jì jìng,quiet,นิ่งเสียง,1,6,เงียบสงบ,
寄托,jì tuō,to entrust; to place in,มอบให้,1,6,ฝากความหวังไว้,
密,mì,dense; secret,ลับ,1,5,หนาแน่น; ลับ,
密集,mì jí,concentrated; crowded together,รวมกันหนาแน่น,1,5,รวมกันหนาแน่น,
寓意,yù yì,moral; lesson to be learned,ข้อคิด,1,5,ข้อคิด,
寓言,yù yán,fable; allegory,นิทาน,1,5,นิทานสอนใจ,
察看,chá kàn,to watch; to look carefully at,สังเกตการณ์,1,6,สังเกตการณ์,
对外,duì wài,external; foreign,ต่างประเทศ,1,5,ภายนอก; ต่างประเทศ,
对应,duì yìng,to correspond,สอดคล้องกัน,1,6,สอดคล้องกัน,
对白,duì bái,dialogue,บทสนทนา,1,6,บทสนทนา,
对联,duì lián,rhyming couplet,บทประพันธ์คู่,1,6,บทประพันธ์คู่,
寻求,xún qiú,to seek; to look for,แสวงหา,1,6,แสวงหา,
导向,dǎo xiàng,to be oriented towards; orientation,ทิศทาง,1,6,ทิศทาง,
导师,dǎo shī,tutor; teacher,ครูสอน,1,5,อาจารย์ที่ปรึกษา,
封闭,fēng bì,to close; to seal off,ปิด,1,6,ปิดตาย,
射击,shè jī,to shoot; to fire,ยิง,1,6,ยิง,
将要,jiāng yào,will; shall,จะ,1,4,จะ,
将近,jiāng jìn,almost; nearly,เกือบ,1,5,เกือบ,
尊贵,zūn guì,respected; respectable,มีเกียรติ,1,6,มีเกียรติ,
小学,xiǎo xué,elementary school; primary school,โรงเรียนประถมศึกษา,1,2,โรงเรียนประถมศึกษา,
小学生,xiǎo xué shēng,primary school student; schoolchild,นักเรียนชั้นประถมศึกษา,1,2,นักเรียนชั้นประถมศึกษา,
小心翼翼,xiǎo xīn yì yì,idiom cautious; careful,ระมัดระวังอย่างระวัง,1,6,ระมัดระวังอย่างยิ่ง,
小朋友,xiǎo péng yǒu,child; kid,เด็ก,1,3,เด็ก,
小看,xiǎo kàn,to look down on; to underestimate,ดูหมิ่น,1,4,ดูถูก,
小贩,xiǎo fàn,peddler; hawker,พ่อค้าเร่ร้าน,1,6,พ่อค้าเร่,
小路,xiǎo lù,minor road; lane,ทางเล็ก,1,6,ทางเล็ก,
小麦,xiǎo mài,wheat,ข้าวสาลี,1,6,ข้าวสาลี,
少女,shào nǚ,girl; young lady,สาวน้อย,1,6,สาวน้อย,
少见,shǎo jiàn,rare; seldom seen,หายากเห็น,1,3,พบเห็นได้ยาก,
少量,shǎo liàng,a smidgen; a little bit,จำนวนน้อย,1,6,จำนวนน้อย,
尖,jiān,pointed; tapering,แหลม,1,5,แหลม,
尖端,jiān duān,sharp pointed end; the tip,ปลายแหลม,1,6,ปลายแหลม,
尚,shàng,still; yet; even,ยัง,1,6,ยัง,
就医,jiù yī,to receive medical treatment,รับการรักษา,1,6,ไปหาหมอ,
就是说,jiù shì shuō,in other words; that is,กล่าวอีกนัยว่า,1,6,ก็คือ,
尽力,jìn lì,to strive one's hardest,พยายามเต็มที่,1,5,พยายามเต็มที่,
尽头,jìn tóu,end; extremity,ปลาย,1,6,สุดทาง,
尽早,jǐn zǎo,as early as possible,เร็วที่สุด,1,6,เร็วที่สุด,
局限,jú xiàn,to limit; to confine,จำกัด,1,6,จำกัด,
局面,jú miàn,aspect; phase,สถานการณ์,1,5,สถานการณ์,
层出不穷,céng chū bù qióng,more and more emerge; innumerable succession,ออกมาเรื่อยๆไม่รู้จบ,1,6,ออกมาเรื่อยๆไม่รู้จบ,
屏幕,píng mù,screen,จอภาพ,1,5,จอภาพ,
展开,zhǎn kāi,to unfold; to spread out,คลี่คลาย,1,5,กางออก,
展览会,zhǎn lǎn huì,exhibition; show,นิทรรศการ,1,6,นิทรรศการ,
属,shǔ,category; genus,หมวดหมู่,1,5,หมวดหมู่,
屡次,lǚ cì,repeatedly; time and again,หลายครั้ง,1,5,หลายครั้ง,
山谷,shān gǔ,valley; ravine,หุบเขา,1,5,หุบเขา,
山路,shān lù,mountain road,เส้นทางภูเขา,1,3,เส้นทางภูเขา,
岁月,suì yuè,years; time,เวลา,1,6,กาลเวลา,
岗位,gǎng wèi,a post; a job,ตำแหน่ง,1,6,ตำแหน่ง,
岛屿,dǎo yǔ,island,เกาะ,1,6,เกาะ,
岩石,yán shí,geology rock,หิน,1,5,หิน,
岸,àn,bank; shore,ชายฝั่ง,1,5,ชายฝั่ง,
崇拜,chóng bài,to worship; adoration,บูชา,1,6,บูชา,
崛起,jué qǐ,to rise abruptly; to tower over,ลุกขึ้น,1,6,ผงาดขึ้น,
崭新,zhǎn xīn,brand new,ใหม่สะวะ,1,6,ใหม่เอี่ยม,
川流不息,chuān liú bù xī,the stream flows without stopping,ไหลอย่างไม่หยุด,1,6,ไหลไม่ขาดสาย,
工业,gōng yè,industry,อุตสาหกรรม,1,5,อุตสาหกรรม,
工作日,gōng zuò rì,workday; working day,วันทำงาน,1,4,วันทำงาน,
工序,gōng xù,working procedure; process,กระบวนการทำงาน,1,6,กระบวนการทำงาน,
工整,gōng zhěng,fine work; carefully and neatly done,งานเรียบร้อย,1,6,เรียบร้อยประณีต,
差距,chā jù,disparity; gap,ช่องว่าง,1,5,ช่องว่าง,
布,bù,to announce; to spread,ประกาศ,1,6,ประกาศ,
布满,bù mǎn,to be covered with; to be filled with,เต็มไปด้วย,1,6,เต็มไปด้วย,
布置,bù zhì,to arrange; to set up,จัดเรียง,1,6,จัดวาง,
师傅,shī fù,master; qualified worker,ช่างฝีมือ,1,4,ช่างฝีมือ,
带动,dài dòng,to spur; to provide impetus,ขับเคลื่อน,1,6,ขับเคลื่อน,
常人,cháng rén,ordinary person,คนธรรมดา,1,4,คนธรรมดา,
常理,cháng lǐ,common sense; normal reasoning,เหตุผลทั่วไป,1,6,เหตุผลทั่วไป,
常识,cháng shí,common sense; general knowledge,"สามัญสำนึก, ความรู้ทั่วไป",1,5,ความรู้ทั่วไป; สามัญสำนึก,
幢,chuáng,banner; pennant,"ธง, ธงชัย",1,6,"ธง, ธงชัย","Second opinion: glossed as chuang=banner, but 幢 (zhuang) is far more common as a measure word for buildings; verify intended sense."
平和,píng hé,gentle; mild,"อ่อนโยน, ใจเย็น",1,6,"อ่อนโยน, ใจเย็น",
平坦,píng tǎn,level; even,เรียบ,1,5,เรียบ,
平常心,píng cháng xīn,levelheadedness; calmness,จิตใจปกติ,1,6,ใจที่สงบเป็นปกติ,
平方米,píng fāng mǐ,square meter,ตารางเมตร,1,5,ตารางเมตร,
平民,píng mín,ordinary people; commoner,ราษฎรธรรมดา,1,6,สามัญชน,
平等,píng děng,equal; equality,เท่าเทียม,1,5,เท่าเทียม,
年度,nián dù,year; annual,ประจำปี,1,6,ประจำปี,
年画,nián huà,New Year picture,ภาพปีใหม่,1,6,ภาพปีใหม่,
幸亏,xìng kuī,fortunately; luckily,โชคดี,1,5,ยังดีที่,
