hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
到来,dào lái,to arrive; arrival,มาถึง,3,3,มาถึง,
制度,zhì dù,system; institution,ระบบ,3,5,ระบบ,
刻,kè,quarter; moment,นาที,3,5,ชั่วขณะ,刻 = a moment / quarter-hour (15 min); current นาที (minute) was imprecise
前台,qián tái,front desk; reception,แผนกต้อนรับ; เคาน์เตอร์ต้อนรับ,3,5,"เคาน์เตอร์ต้อนรับ, แผนกต้อนรับ",
前方,qián fāng,ahead; the front,ข้างหน้า,3,4,ข้างหน้า,
副作用,fù zuò yòng,side effect,ผลข้างเคียง,3,6,ผลข้างเคียง,
加工,jiā gōng,to process; processing,โปรเซส,3,6,แปรรูป,current โปรเซส is an English loan; แปรรูป is the natural Thai for processing materials
加强,jiā qiáng,to reinforce; to strengthen,เสริมแข็งแกร่ง,3,5,เสริมสร้างความแข็งแกร่ง,
加速,jiā sù,to accelerate; to speed up,เพิ่มความเร็ว,3,6,เพิ่มความเร็ว,
劳累,láo lèi,tired; exhausted,เหนื่อย,3,5,เหนื่อยล้า,
勇于,yǒng yú,to dare to; to be brave enough to,กล้าหาญ,3,5,กล้าที่จะ,
勤奋,qín fèn,hardworking; diligent,ขยัน,3,5,ขยัน,
北,běi,north,เหนือ,3,3,ทิศเหนือ,matched 南=ทิศใต้ for direction consistency
北极,běi jí,the North Pole; the north magnetic pole,ขั้วโลกเหนือ,3,6,ขั้วโลกเหนือ,
区域,qū yù,area; region,เขต,3,6,เขต,
升,shēng,to ascend; to rise,ขึ้น,3,5,ขึ้น,
升高,shēng gāo,to raise; to ascend,ยกสูง,3,5,สูงขึ้น,升高 is intransitive (rise); current ยกสูง = lift up (transitive)
南,nán,south,ทิศใต้,3,3,ทิศใต้,
南部,nán bù,southern part,ภาคใต้,3,6,ภาคใต้,
卫生间,wèi shēng jiān,bathroom; toilet,ห้องน้ำ,3,4,ห้องน้ำ,
即将,jí jiāng,about to; on the point of,กำลัง,3,5,กำลังจะ; ใกล้จะ,current กำลัง = progressive 'currently'; 即将 = about to (imminent)
原则,yuán zé,principle; doctrine,หลักการ,3,5,หลักการ,
原始,yuán shǐ,first; original,เดิม,3,6,ดั้งเดิม; แรกเริ่ม,EN-GLOSS-BUG: 原始 means primitive/original/raw; 'first' alone is misleading
去掉,qù diào,to get rid of; to exclude,ลบออก,3,5,เอาออก; กำจัด,
参考,cān kǎo,consultation; reference,อ้างอิง,3,5,อ้างอิง,
