hanzi,pinyin,english,thai_current,freq,level
精益求精,jīng yì qiú jīng,idiom to constantly seek to improve,ต่อเนื่องพัฒนา,3,6
纠纷,jiū fēn,dispute,ข้อพิพาท,3,6
红,hóng,red,สีแดง,3,2
纤维,xiān wéi,fiber,เส้นใย,3,6
纪录,jì lù,record (e.g. world record),สถิติ,3,6
组,zǔ,group; to organize,หมู่,3,6
细胞,xì bāo,cell,เซลล์,3,6
终点,zhōng diǎn,the end; end point,จุดสิ้นสุด,3,5
经典,jīng diǎn,the classics; scriptures,คลาสสิก,3,5
经营,jīng yíng,to engage in; to run,ดำเนินการ,3,5
结,jié,to tie; to conclude,"ผูก, สิ้นสุด",3,4
结构,jié gòu,structure; composition,โครงสร้าง,3,5
结论,jié lùn,conclusion; verdict,บทสรุป,3,5
维修,wéi xiū,maintenance; to protect and maintain,ซ่อมแซม,3,5
维持,wéi chí,to keep; to maintain,รักษา,3,6
绽放,zhàn fàng,to blossom,"บาน, เบ่งบาน",3,6
编辑,biān jí,to edit; to compile,แก้ไข,3,5
罕见,hǎn jiàn,rare; rarely seen,หายาก,3,5
罚,fá,to punish; to penalize,ลงโทษ,3,5
美女,měi nǚ,beautiful woman,สาวสวย,3,6
老百姓,lǎo bǎi xìng,"ordinary people; the ""person in the street""",ประชาชนธรรมดา,3,5
考,kǎo,to test; to examine,สอบ,3,2
而已,ér yǐ,that's all; nothing more,เท่านั้น,3,5
耳光,ěr guāng,a slap on the face,การตบหน้า,3,5
肢体,zhī tǐ,limb; limbs and trunk,แขนขา,3,6
胃,wèi,stomach,กระเพาะอาหาร,3,5
背着,bēi zhe,carrying on one's back,หว่างบ่า,3,5
能干,néng gàn,capable; competent,"ทำได้, เก่ง",3,5
脂肪,zhī fáng,fat,ไขมัน,3,5
脆,cuì,brittle; fragile,เปราะบาง,3,5
脆弱,cuì ruò,weak; frail,อ่อนแอ,3,6
脱离,tuō lí,to separate oneself from; to break away from,แยกตัว,3,5
自然而然,zì rán ér rán,idiom natural; unforced,โดยธรรมชาติ,3,6
至于,zhì yú,as for; as to,เกี่ยวกับ,3,5
致使,zhì shǐ,to cause; to result in,ทำให้,3,6
致力于,zhì lì yú,to be dedicated to,อุทิศให้,3,6
舒适,shū shì,cozy; snug,สะดวกสบาย,3,5
舞,wǔ,to dance; to wield,เต้นรำ,3,3
艰苦,jiān kǔ,difficult; hard,ยากลำบาก,3,5
苦恼,kǔ nǎo,vexed; distressed,ทุกข์ใจ,3,6
茶叶,chá yè,tea; tea leaves,ชา,3,4
营业,yíng yè,to do business; to trade,ประกอบการค้า,3,5
落,luò,to fall or drop; of the sun to set,สูญหาย,3,4
落后,luò hòu,to fall behind; to lag,ล้าหลัง,3,5
蔓延,màn yán,to extend; to spread,แผ่ขยาย,3,6
血管,xuè guǎn,vein; artery,เส้นเลือด,3,6
行人,xíng rén,pedestrian; traveler on foot,คนเดิน,3,5
行走,xíng zǒu,to walk,เดิน,3,4
补充,bǔ chōng,to replenish; to supplement,เติมเต็ม,3,5
袭击,xí jī,attack; raid,โจมตี,3,6
装饰,zhuāng shì,to decorate; decoration,ตกแต่ง,3,5
要是,yào shì,if,ถ้า,3,4
覆盖,fù gài,to cover,ปกคลุม,3,5
见解,jiàn jiě,opinion; view,ความเห็น,3,6
视线,shì xiàn,line of sight,เส้นสายตา,3,6
计算,jì suàn,to calculate; to compute,คำนวณ,3,5
计较,jì jiào,to bother about; to haggle,คำนึง,3,5
讲课,jiǎng kè,to give a lecture; to teach a class,บรรยายชั้น,3,5
设,shè,to set up; to put in place,ตั้ง,3,5
设备,shè bèi,equipment; facilities,เครื่องมือ,3,5
设计师,shè jì shī,designer; architect,นักออกแบบ,3,5
访问,fǎng wèn,to visit; to call on,เยี่ยมชม,3,4
识,shí,to know; knowledge,รู้จัก,3,6
识别,shí bié,to distinguish,จำแนก,3,6
诗人,shī rén,bard; poet,กวี,3,5
话题,huà tí,subject; topic,หัวข้อ,3,5
说服,shuō fú,to persuade; to convince,ชักชวน,3,5
说道,shuō dào,to state; to say,กล่าว,3,5
谅解,liàng jiě,to understand; to make allowances for,เข้าใจ,3,6
豪华,háo huá,luxurious,หรู,3,5
货,huò,goods; merchandise,สินค้า,3,4
货币,huò bì,currency; monetary,เงินตรา,3,5
质疑,zhì yí,to call into question; to challenge,สงสัย,3,6
费,fèi,fee; to waste,ค่าใช้จ่าย,3,5
赞赏,zàn shǎng,to admire; to praise,ชื่นชม,3,5
走廊,zǒu láng,corridor,ทางเดิน,3,6
赶上,gǎn shàng,to keep up with; to catch up with,ทันตัว,3,5
起源,qǐ yuán,origin; to originate,ที่มา,3,5
超越,chāo yuè,to surpass; to exceed,เกินกว่า,3,6
足,zú,foot; enough,มาก,3,5
跨,kuà,to step across; to stride over,"ก้าวข้าม, คร่อม",3,6
路口,lù kǒu,crossing; intersection,ทางแยก,3,5
路边,lù biān,curb; roadside,ริมทาง,3,4
跳动,tiào dòng,to throb; to pulse,เต้น,3,6
身份证,shēn fèn zhèng,identity card; ID,บัตรประชาชน,3,5
身材,shēn cái,stature; build,สัดส่วนตัว,3,5
躲,duǒ,to hide; to dodge,ซ่อน,3,5
转移,zhuǎn yí,to shift; to relocate,เปลี่ยนแปลง,3,5
辛勤,xīn qín,hardworking; industrious,ขยัน,3,6
辞退,cí tuì,to dismiss; to discharge,ให้ออก,3,5
过度,guò dù,excessive; over-,เกินหนึ่ง,3,6
近年来,jìn nián lái,for the past few years,ในปีสุดท้าย,3,5
返回,fǎn huí,to return to; to come back,"กลับ, กลับมา",3,5
进而,jìn ér,and then; and thereby,จากนั้นจึง (คำช่วย),3,6
远远,yuǎn yuǎn,distant; by far,ไกล,3,4
连忙,lián máng,promptly; at once,เร็วๆนี้,3,5
迷人,mí rén,fascinating; enchanting,เสน่ห์,3,5
迷惑,mí huò,to puzzle; to confuse,สับสน,3,6
退,tuì,to retreat; to withdraw,ถอย,3,5
逃跑,táo pǎo,to flee from something; to run away,หนีไป,3,5
选项,xuǎn xiàng,option; alternative,ตัวเลือก,3,6
透彻,tòu chè,penetrating; thorough,ทะลุลึก,3,6
通用,tōng yòng,universal; commonly used,ใช้ได้ทั่วไป,3,6
造型,zào xíng,to model; to shape,รูปแบบ,3,6
造就,zào jiù,to bring up; to train,สร้าง,3,6
遗址,yí zhǐ,ruins; historic relics,สถานที่โบราณ,3,6
遗忘,yí wàng,to forget; to cease to think about anymore,ลืมเสียไป,3,5
遭受,zāo shòu,to suffer; to sustain,ประสบ,3,6
那时,nà shí,then; at that time,ตอนนั้น,3,3
那边,nà biān,over there; yonder,ทางนั้น,3,2
部队,bù duì,army; armed forces,กองทัพ,3,6
配,pèi,to join; to fit,เข้ากับ,3,5
配合,pèi hé,matching; fitting in with,ประสานงาน,3,5
酒吧,jiǔ bā,bar,บาร์,3,5
重大,zhòng dà,great; important,สำคัญ,3,6
重量级,zhòng liàng jí,sports heavyweight class; major; influential,"รุ่นเฮฟวี่เวท, ระดับหนัก (เปรียบเทียบ)",3,5
钙,gài,calcium,แคลเซียม,3,5
销量,xiāo liàng,sales volume,ปริมาณขาย,3,5
错过,cuò guò,to miss,พลาด,3,3
键,jiàn,key; button,ปุ่ม,3,6
问路,wèn lù,to ask for directions; to ask the way,ถามทาง,3,3
阵,zhèn,burst; wave,แถว,3,5
陌生,mò shēng,strange; unfamiliar,แปลกใหม่,3,5
除,chú,to get rid of; to remove,กำจัด,3,5
难度,nán dù,degree of difficulty,ความยาก,3,5
难道,nán dào,don't tell me ...; could it be that...?,ใช่หรือ,3,4
集体,jí tǐ,collective; joint,ร่วมกัน,3,5
零,líng,zero,ศูนย์,3,1
