hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
鄙视,bǐ shì,to despise; to disdain,ดูถูก,1,6,ดูถูก,
配备,pèi bèi,to allocate; to provide,จัดเตรียม,1,6,จัดหา; จัดสรร,
配音,pèi yīn,dubbing,ดับบิ้ง,1,5,การพากย์เสียง,
酗酒,xù jiǔ,heavy drinking; to get drunk,ดื่มสุรามาก,1,6,ดื่มเหล้าหนัก,
酝酿,yùn niàng,to ferment; to brew (plans),หมักเหล้า,1,6,บ่มเพาะ; หมัก,lead is figurative 'brew (plans)'; หมัก = literal ferment
酱油,jiàng yóu,soy sauce,ซีอิ๊ว,1,5,ซีอิ๊ว,
酸甜苦辣,suān tián kǔ là,joys and sorrows of life,เปรี้ยว หวาน ขม เผ็ด,1,4,"สุขทุกข์ของชีวิต, รสชาติชีวิต",idiom = joys and sorrows of life; current is literal flavors
酿造,niàng zào,to brew; to make by fermentation,"หมักขึ้น, คิดค้น",1,5,หมักบ่ม,
醉,zuì,intoxicated,"เมา, ชึ่มเชื่อ",1,5,เมา; หลงใหล,current 'ชึ่มเชื่อ' looks like a typo
醒目,xǐng mù,eye-grabbing; striking,โดดเด่น,1,6,"สะดุดตา, โดดเด่น",
采,cǎi,to pick; to pluck,เก็บ,1,6,"เก็บ, เด็ด",
采集,cǎi jí,to gather; to collect,รวบรวม,1,6,รวบรวม,
释放,shì fàng,to release; to set free,"ปล่อย, คลายตัว",1,5,"ปล่อย, ปลดปล่อย",
里程碑,lǐ chéng bēi,milestone,"ก้าวสำคัญ, เหตุสำคัญ",1,5,"ก้าวสำคัญ, เหตุสำคัญ",
里边,lǐ biān,inside,"ข้างใน, ด้านใน",1,5,"ข้างใน, ด้านใน",
野生,yě shēng,wild; undomesticated,ป่า,1,6,ป่า,
金,jīn,gold; metal,ทอง,1,6,ทอง; โลหะ,
金牌,jīn pái,gold medal,เหรียญทอง,1,5,เหรียญทอง,
金融,jīn róng,banking; finance,การเงิน,1,6,การเงิน,
鉴于,jiàn yú,in view of; seeing that,เพราะ,1,6,"เนื่องจาก, เมื่อพิจารณาจาก",
鉴别,jiàn bié,to differentiate; to distinguish,"แยกแยะ, จำแนก",1,5,"แยกแยะ, จำแนก",
钉,dīng,nail; to follow closely,"ตะปู, ติดตาม",1,5,ตะปู; ติดตามอย่างใกล้ชิด,
钩,gōu,hook; to hook,เบ็ด,1,6,ตะขอ; เกี่ยว,
钻,zuān,to drill; to bore,"เจาะ, ทะลุ",1,5,"เจาะ, ทะลุ",
钻研,zuān yán,to study meticulously; to delve into,ศึกษาลึก,1,6,ศึกษาอย่างลึกซึ้ง,
铁路,tiě lù,railroad; railway,ทางรถไฟ,1,4,ทางรถไฟ,
铃声,líng shēng,ring; ringtone,"เสียงระฆัง, เสียงเรียก",1,5,เสียงกริ่ง; เสียงเรียกเข้า,
铝,lǚ,aluminum,อะลูมิเนียม,1,6,อะลูมิเนียม,
铭记,míng jì,to engrave in one's memory,"จดจำลึก, ยึดมั่น",1,5,"จดจำไว้ไม่ลืม, จารึกในใจ",
银行卡,yín háng kǎ,bank card,บัตรธนาคาร,1,4,บัตรธนาคาร,
铺,pù,store,"ร้าน, ปูลง",1,5,ร้านค้า,current ปูลง is the pū 'to spread' reading; pinyin here is pù = shop
销,xiāo,to sell; to cancel,"ขาย, ยกเลิก",1,6,ขาย; ยกเลิก,
错觉,cuò jué,misconception; illusion,ภาพหลวง,1,6,ภาพลวงตา; ความเข้าใจผิด,current 'ภาพหลวง' typo for ภาพลวงตา
镇定,zhèn dìng,calm; unperturbed,ใจเย็น,1,6,ใจเย็น,
镜头,jìng tóu,camera lens; camera shot,เลนส์กล้อง,1,6,เลนส์กล้อง; ช็อตภาพ,
长度,cháng dù,length,ความยาว,1,4,ความยาว,
长期以来,cháng qī yǐ lái,for a long time,มาเป็นเวลานาน,1,5,มาเป็นเวลานาน,
长跑,cháng pǎo,long-distance running,วิ่งไกล,1,5,วิ่งระยะไกล,
长远,cháng yuǎn,long-term; long-range,ระยะยาว,1,6,ระยะยาว,
门槛,mén kǎn,doorstep; sill,เกณฑ์เข้า,1,6,ธรณีประตู; เกณฑ์ขั้นต่ำ,EN gloss literal only; figurative 'threshold/barrier' added as 2nd sense
门票,mén piào,ticket,ตั๋วเข้า,1,3,ตั๋วเข้า,
门诊,mén zhěn,outpatient service,คลินิก,1,6,แผนกผู้ป่วยนอก,
闭幕式,bì mù shì,closing ceremony,พิธีปิด,1,5,พิธีปิด,
问世,wèn shì,to be published; to come out,ตีพิมพ์,1,6,ออกสู่สาธารณะ; ตีพิมพ์,
间隔,jiàn gé,gap; interval,ระยะห่าง,1,6,ระยะห่าง,
闻名,wén míng,well-known; famous,มีชื่อเสียง,1,5,มีชื่อเสียง,
阅览室,yuè lǎn shì,reading room,ห้องอ่านหนังสือ,1,5,ห้องอ่านหนังสือ,
队,duì,team; group,กองหรือทีม,1,4,"ทีม, กอง",
防,fáng,to protect; to defend,ป้องกัน,1,6,ป้องกัน,
防治,fáng zhì,to prevent and cure; prevention and cure,ป้องกันรักษา,1,6,ป้องกันและรักษา,
