hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
套,tào,to cover; a set,"ครอบ, สวม; ชุด",4,6,"ครอบ, สวม; ชุด",
女朋友,nǚ péng yǒu,girlfriend,แฟนสาว,4,2,แฟนสาว,
好好,hǎo hǎo,well; carefully,"ให้ดีๆ, อย่างเต็มที่",4,2,"ให้ดีๆ, อย่างเต็มที่",
好看,hǎo kàn,good-looking; nice-looking,"ดูดี, สวยงาม, น่าดู",4,2,"ดูดี, สวยงาม, น่าดู",
姓名,xìng míng,full name,ชื่อและนามสกุล,4,4,ชื่อและนามสกุล,
媒体,méi tǐ,"media, esp. news media",สื่อมวลชน,4,5,สื่อมวลชน,
字典,zì diǎn,dictionary,พจนานุกรม,4,3,พจนานุกรม,
安装,ān zhuāng,to install; to erect,ติดตั้ง,4,5,ติดตั้ง,
定价,dìng jià,to set a price; to fix a price,กำหนดราคา,4,6,กำหนดราคา,
审美,shěn měi,esthetics; appreciating the arts,ศิลปบัญชา,4,6,สุนทรียภาพ,Thai fix: 'ศิลปบัญชา' is not a standard word; 审美=aesthetics=สุนทรียภาพ
客户,kè hù,client; customer,ลูกค้า,4,5,ลูกค้า,
宽容,kuān róng,lenient; tolerant,ใจกว้าง,4,5,ใจกว้าง,
寂寞,jì mò,lonely; lonesome,โดดเดี่ยว,4,5,"เหงา, โดดเดี่ยว",เหงา is the natural lead for lonely
寄,jì,to mail; to send; to post,ส่งไปรษณีย์,4,4,ส่งไปรษณีย์,
密切,mì qiè,close; intimate,ใกล้ชิด,4,5,ใกล้ชิด,
寺,sì,Buddhist temple; mosque,วัด,4,5,วัด,
寺庙,sì miào,temple; monastery,วัด,4,6,วัด,
导演,dǎo yǎn,to direct; director,"ผู้กำกับ, กำกับ",4,5,"ผู้กำกับ, กำกับ",
少数,shǎo shù,small number; few,"ส่วนน้อย, จำนวนน้อย",4,5,"ส่วนน้อย, จำนวนน้อย",
尽,jǐn,to the utmost; the very (extreme),ให้มากที่สุด,4,5,ให้มากที่สุด,
尽快,jǐn kuài,as quickly as possible,ให้เร็วที่สุด,4,5,ให้เร็วที่สุด,
尽量,jǐn liàng,as much as possible; to the greatest extent,"ให้มากที่สุด, เท่าที่จะทำได้",4,5,"ให้มากที่สุด, เท่าที่จะทำได้",
尾巴,wěi ba,tail; colloquial pr.,หาง,4,5,หาง,EN-GLOSS-BUG: stray 'colloquial pr.' dictionary artifact in the English gloss
层面,céng miàn,aspect; facet,ด้าน,4,6,ด้าน,
居住,jū zhù,to reside; to dwell,"พำนัก, อาศัยอยู่",4,5,"พำนัก, อาศัยอยู่",
工厂,gōng chǎng,factory,โรงงาน,4,5,โรงงาน,
工程师,gōng chéng shī,engineer,วิศวกร,4,5,วิศวกร,
巨大,jù dà,huge; immense,ใหญ่โตมหาศาล,4,5,ใหญ่โตมหาศาล,
干脆,gān cuì,candid; direct and to the point,"เด็ดขาด, ตรงไปตรงมา",4,5,"เด็ดขาด, ตรงไปตรงมา",
平衡,píng héng,balance; equilibrium,ความสมดุล,4,5,ความสมดุล,
幻想,huàn xiǎng,to fantasize; to imagine,จินตนาการเพ้อฝัน,4,5,"เพ้อฝัน, จินตนาการ",
延续,yán xù,to continue; to go on,ต่อเนื่อง,4,6,ต่อเนื่อง,
建造,jiàn zào,to construct; to build,สร้าง,4,6,สร้าง,
开幕式,kāi mù shì,opening ceremony,พิธีเปิด,4,5,พิธีเปิด,
引导,yǐn dǎo,to guide; to lead,คำแนะนำ,4,6,"ชี้นำ, นำทาง",current คำแนะนำ is a noun; 引导 is a verb (to guide/lead)
弱,ruò,weak; feeble,อ่อนแอ,4,5,อ่อนแอ,
强大,qiáng dà,big and strong; formidable,"แข็งแกร่ง, ทรงพลัง",4,5,"แข็งแกร่ง, ทรงพลัง",
彩虹,cǎi hóng,rainbow,สายรุ้ง,4,5,สายรุ้ง,
得天独厚,dé tiān dú hòu,having inherent advantages,ได้เปรียบโดยธรรมชาติ,4,6,ได้เปรียบโดยธรรมชาติ,
微型,wēi xíng,miniature; micro-,ขนาดเล็ก,4,6,ขนาดเล็ก,
必定,bì dìng,to be bound to; to be sure to,ต้อง,4,6,แน่นอน,current ต้อง reads as 'must'; 必定 is adverbial 'certainly/bound to'
忽略,hū lüè,to neglect; to overlook,"ละเลย, มองข้าม",4,6,"ละเลย, มองข้าม",
总之,zǒng zhī,in a word; in short,กล่าวโดยสรุป,4,5,กล่าวโดยสรุป,
恨,hèn,to hate; to regret,เกลียด,4,5,เกลียด,
恰到好处,qià dào hǎo chù,it's just perfect; it's just right,พอดี,4,5,พอดี,
悬崖,xuán yá,precipice; overhanging cliff,หน้าผาสูง,4,6,หน้าผาสูง,
悲伤,bēi shāng,sad; sorrowful,สเศร้า,4,5,"เศร้า, เศร้าโศก",typo fix: สเศร้า -> เศร้า
