hanzi,pinyin,english,thai_current,freq,level
惊慌,jīng huāng,to panic; to be alarmed,ตื่นตระหนก,1,5
惊慌失措,jīng huāng shī cuò,to lose one's head out of fear,ตื่นตระหนกจนทำอะไรไม่ถูก,1,5
惊醒,jīng xǐng,to rouse; to be woken by something,สะดุ้งตื่น,1,5
惯,guàn,accustomed to; used to,คุ้นเคย,1,6
惯性,guàn xìng,physics inertia,ความเฉื่อย,1,6
想念,xiǎng niàn,to miss; to remember with longing,ขาดคน,1,5
想方设法,xiǎng fāng shè fǎ,to try every possible way,คิดหาวิธีทั้งสิ้น,1,6
愁眉苦脸,chóu méi kǔ liǎn,to look anxious; to look miserable,หน้านิ่วคิ้วขมวด,1,5
意向,yì xiàng,intention; purpose,ความมุ่งหมาย,1,6
意想不到,yì xiǎng bù dào,unexpected; previously unimagined,ไม่คาดคิด,1,6
意愿,yì yuàn,aspiration; wish,ความปรารถนา,1,6
愚蠢,yú chǔn,silly; stupid,โง่,1,5
慌乱,huāng luàn,frenetic; hurried,ลนลาน,1,5
慢性,màn xìng,slow and patient; chronic,เรื้อรัง,1,6
慢慢来,màn màn lái,take your time; take it easy,ไปเรื่อยๆ,1,3
慷慨,kāng kǎi,generous; magnanimous,ใจกว้าง,1,5
戏曲,xì qǔ,Chinese opera,ละครจีน,1,6
成人,chéng rén,to reach adulthood; an adult,ผู้ใหญ่,1,6
成型,chéng xíng,to become shaped; to become formed,สร้างเป็นรูป,1,6
成效,chéng xiào,effect; result,ผลลัพธ์,1,6
战斗,zhàn dòu,to fight; to engage in combat,สู้รบ,1,6
截止,jié zhǐ,to end; to close,สิ้นสุด,1,6
戳,chuō,to jab; to poke,แทง,1,6
户,hù,a household; door,"ครัวเรือน, ประตู",1,5
房价,fáng jià,house price; cost of housing,ราคาบ้าน,1,5
房地产,fáng dì chǎn,real estate,อสังหาริมทรัพย์,1,6
扁,biǎn,flat,แบน,1,6
扇子,shàn zi,fan,พัดลม,1,5
手势,shǒu shì,gesture; sign,"ท่าทางมือ, สัญญาณมือ",1,5
手臂,shǒu bì,arm; assistant,แขน,1,5
打交道,dǎ jiāo dào,to come into contact with; to have dealings,ติดต่อ,1,5
打仗,dǎ zhàng,to fight a battle; to go to war,สู้รบ,1,5
打听,dǎ tīng,to ask about; to make some inquiries,"สอบถาม, สืบถาม",1,5
打工,dǎ gōng,to work a temporary or casual job,ทำงานพิเศษ,1,5
打招呼,dǎ zhāo hū,to greet; to say hello,ทักทาย,1,4
打断,dǎ duàn,to interrupt; to break off,ขัดจังหวะ,1,4
打猎,dǎ liè,to go hunting,ล่าสัตว์,1,5
打通,dǎ tōng,to open access; to establish contact,เปิดเส้นทาง,1,5
打造,dǎ zào,to forge,สร้างสรรค์,1,5
打雷,dǎ léi,to rumble with thunder; clap of thunder,ฟ้าร้อง,1,5
托,tuō,to entrust; to request a favor,"ฝากฝัง, ขอร้อง",1,6
执照,zhí zhào,license; permit,ใบอนุญาต,1,5
执着,zhí zhuó,dedicated; devoted,ติดยึด,1,6
扩张,kuò zhāng,expansion; dilation,ขยาย,1,6
扭,niǔ,to turn; to twist,บิด,1,6
扭头,niǔ tóu,to turn one's head; to turn around,หันหัว,1,6
扶持,fú chí,to help; to assist,ช่วยเหลือ,1,6
批,pī,to criticize; to approve,"วิจารณ์, อนุมัติ",1,5
找出,zhǎo chū,to find; to search out,หาออกมา,1,4
承包,chéng bāo,to contract; to undertake,รับจ้าง,1,6
承载,chéng zài,to bear the weight; to sustain,ยืน,1,6
