hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
打倒,dǎ dǎo,to overthrow; to knock down,โค่นล้ม,3,6,โค่นล้ม,
抓住,zhuā zhù,to grab hold of; to capture,จับได้,3,5,คว้าไว้; จับตัว,
折,zhé,to break; to fold,หัก,3,4,หัก; พับ,
拔,bá,to pull up; to pull out,ถอน,3,6,ถอน,
拟,nǐ,to draft; to plan,คร่าวๆ,3,6,ร่าง; วางแผน,
拨打,bō dǎ,to call; to dial,โทรหา,3,6,โทรหา,
指出,zhǐ chū,to indicate; to point out,ชี้ให้เห็น,3,5,ชี้ให้เห็น,
指标,zhǐ biāo,production target; quota,"เป้าหมาย, โควตา",3,6,เป้าหมาย; โควตา,
指点,zhǐ diǎn,to point out; to indicate,ชี้แนะ,3,5,ชี้แนะ,
指着,zhǐ zhe,pointing at,ชี้ไปที่,3,5,ชี้ไปที่,
挑,tiāo,to carry on a shoulder pole; to choose,เลือก,3,6,หาบ; เลือก,
挑剔,tiāo tī,picky; fussy,เคร่งครัด,3,6,จู้จี้; ชอบจับผิด,
损失,sǔn shī,loss; damage,ขาดทุน,3,5,ความสูญเสีย; ความเสียหาย,
捡,jiǎn,to pick up; to collect,เก็บ,3,5,เก็บ,
授予,shòu yǔ,to award; to confer,มอบให้,3,6,มอบให้,
掌声,zhǎng shēng,applause,ตบมือ,3,4,เสียงปรบมือ,
排列,pái liè,to arrange in order; math. permutation,จัดเรียง,3,4,จัดเรียง,
探索,tàn suǒ,to explore; to probe,สำรวจ,3,6,สำรวจ,
探险,tàn xiǎn,to explore; to go on an expedition,ผจญภัย,3,6,ผจญภัย,
接下来,jiē xià lái,next; up next; coming up,ต่อไป,3,3,ต่อไป,
推动,tuī dòng,to push; to promote,ผลักดัน,3,6,ผลักดัน,
描写,miáo xiě,to describe; to depict,บรรยาย,3,5,บรรยาย,
提起,tí qǐ,to mention; to bring up,กล่าวถึง,3,6,กล่าวถึง,
携带,xié dài,to carry; to support,ถือ,3,5,พกพา; นำติดตัว,EN-GLOSS-BUG: 携带 means to carry/bring along; 'to support' is not a real sense.
撞击,zhuàng jī,to strike; to hit,ชน,3,6,ชน,
撤,chè,to remove; to take away,ถอนออก,3,5,ถอนออก,
支出,zhī chū,to spend; to pay out,จ่าย,3,6,จ่าย,
收,shōu,to receive; to accept,รับ,3,4,รับ,
收集,shōu jí,to gather; to collect,รวบรวม,3,5,รวบรวม,
改良,gǎi liáng,to improve; to reform,ปรับปรุง,3,6,ปรับปรุง,
放下,fàng xià,to lay down; to put down,วางลง,3,4,วางลง,
效应,xiào yìng,effect,ผลกระทบ,3,5,ผลกระทบ,
敌人,dí rén,enemy,ศัตรู,3,5,ศัตรู,
敏捷,mǐn jié,nimble; quick,ว่องไว,3,6,ว่องไว,
教学,jiào xué,to teach,การสอน,3,4,การสอน,
教材,jiào cái,teaching material,สื่อการสอน,3,5,สื่อการสอน,
敢于,gǎn yú,to dare to (do something),กล้า,3,4,กล้า,
散,sàn,scattered; loose,กระจัด,3,6,กระจัดกระจาย,
散文,sǎn wén,broadly prose,"ร้อยแก้ว, ความเรียง",3,6,"ร้อยแก้ว, ความเรียง",
敲,qiāo,to hit; to strike,"เคาะ, ตอก",3,4,"เคาะ, ตอก",
整,zhěng,whole; orderly,"เรียบร้อย, ถูกต้อง",3,6,ทั้งหมด; เรียบร้อย,
整体,zhěng tǐ,whole; entirety,ทั้งหมด,3,5,ทั้งหมด,
斤,jīn,catty (500 g),ชั่ง (500 กรัม),3,2,ชั่ง (500 กรัม),"斤 (jin) = 500g; Thai ชั่ง is ~600g, so unit is approximate — kept for lack of an exact equivalent."
方,fāng,direction; side; method; (medicinal prescription),"ทิศทาง, วิธี",3,5,ทิศทาง; วิธี,
旁,páng,one side; other,ข้าง,3,6,ข้าง,
无疑,wú yí,undoubtedly; without doubt,ไม่ต้องสงสัย,3,6,ไม่ต้องสงสัย,
无限,wú xiàn,unlimited; unbounded,ไม่มีที่สิ้นสุด,3,6,ไม่มีที่สิ้นสุด,
早已,zǎo yǐ,for a long time; long since,นานมาแล้ว,3,5,นานมาแล้ว,
时机,shí jī,opportunity; opportune moment,เวลาที่เหมาะสม,3,5,เวลาที่เหมาะสม,
明星,míng xīng,star; celebrity,"ดารา, คนดัง",3,6,"ดารา, คนดัง",
星期日,xīng qī rì,Sunday,วันอาทิตย์,3,1,วันอาทิตย์,
晒,shài,to dry in the sun,ตากแดด,3,5,ตากแดด,
智商,zhì shāng,IQ,ไอคิว,3,5,ไอคิว,
暑假,shǔ jià,summer vacation,วันหยุดฤดูร้อน,3,4,ปิดเทอมฤดูร้อน,
暗,àn,dark; to turn dark,มืด,3,4,มืด,
暗示,àn shì,to hint; to suggest,บ่งชี้,3,6,บอกใบ้; บ่งบอกเป็นนัย,
暴雨,bào yǔ,torrential rain; rainstorm,ฝนหนัก,3,6,ฝนหนัก,
暴露,bào lù,to expose; to reveal,เปิดเผย,3,6,เปิดเผย,
曾经,céng jīng,once; already,เคยมี,3,4,เคย,
有事,yǒu shì,to have something to do,มีธุระ,3,3,มีธุระ,
有利,yǒu lì,advantageous; favorable,มีประโยชน์,3,6,เป็นผลดี; ได้เปรียบ,
有没有,yǒu méi yǒu,before a noun Do have ...?; Is there a ...?,มีหรือไม่,3,3,มีหรือไม่,
有用,yǒu yòng,useful,มีประโยชน์,3,4,มีประโยชน์,
机器,jī qì,machine,เครื่องจักร,3,5,เครื่องจักร,
机智,jī zhì,quick-witted; resourceful,สติปัญญา,3,6,มีไหวพริบ; เฉลียวฉลาด,
机遇,jī yù,opportunity,โอกาส,3,6,โอกาส,
束缚,shù fù,to bind; to tie up,จำกัด,3,6,ผูกมัด; พันธนาการ,
来源于,lái yuán yú,to originate in,มาจาก,3,6,มาจาก,
杰出,jié chū,outstanding; distinguished,เด่นเทพ,3,6,โดดเด่น; ดีเด่น,
构造,gòu zào,structure; composition,โครงสร้าง,3,6,โครงสร้าง,
果然,guǒ rán,really; sure enough,แน่นอน,3,4,เป็นอย่างที่คาดไว้จริงๆ,
架,jià,to support; frame,กรอบ,3,6,ค้ำ; โครง,
柱子,zhù zi,pillar,เสา,3,6,เสา,
树叶,shù yè,tree leaves,ใบไม้,3,4,ใบไม้,
树木,shù mù,tree,ต้นไม้,3,6,ต้นไม้,
树立,shù lì,to set up; to establish,ตั้ง,3,5,สร้าง,
核心,hé xīn,core; nucleus,ศูนย์กลาง,3,5,แก่น; ศูนย์กลาง,
根源,gēn yuán,origin; root,ต้นตอ,3,6,ต้นตอ,
框,kuāng,frame; casing,กรอบ,3,6,กรอบ,
桶,tǒng,bucket; trash can,ถัง,3,5,ถัง,
棵,kē,"classifier for trees, plants",ต้น,3,4,ต้น,
楼下,lóu xià,downstairs,ชั้นล่าง,3,3,ชั้นล่าง,
概念,gài niàn,concept; idea,แนวคิด,3,5,แนวคิด,
模仿,mó fǎng,to imitate; to copy,เลียนแบบ,3,5,เลียนแบบ,
正义,zhèng yì,justice; righteousness,ความยุติธรรม,3,6,ความยุติธรรม,
此,cǐ,this; these,นี้,3,5,นี้,
此时,cǐ shí,now; this moment,บัดนี้,3,6,ขณะนี้,
步行,bù xíng,to go on foot; to walk,เดินเท้า,3,4,เดินเท้า,
殿堂,diàn táng,palace; hall,พระราชวัง,3,6,พระราชวัง,
每当,měi dāng,whenever; every time,ทุกครั้งที่,3,4,ทุกครั้งที่,
毕竟,bì jìng,after all; all in all,ท้ายที่สุด,3,5,ยังไงเสีย; ก็,Function-word 'after all'; ยังไงเสีย captures it but is register-loose — second opinion welcome.
毛病,máo bìng,fault; defect,ข้อบกพร่อง,3,5,ข้อบกพร่อง,
毛笔,máo bǐ,writing brush,แปรงเขียน,3,5,พู่กันจีน,
毫无,háo wú,not in the least; to completely lack,ไม่เลย,3,6,ไม่เลย,
水温,shuǐ wēn,water temperature,"อุณหภูมิน้ำ, ความร้อนของน้ำ, อุณหภูมิ",3,5,อุณหภูมิของน้ำ,
沉默,chén mò,taciturn; uncommunicative,เงียบสงบ,3,5,เงียบขรึม; นิ่งเงียบ,
没想到,méi xiǎng dào,didn't expect,"ไม่คาดคิด, นึกไม่ถึง",3,3,"ไม่คาดคิด, นึกไม่ถึง",
沾,zhān,to moisten; to be infected by,"ระเสือ, ติดเชื้อ",3,6,ทำให้เปียก; ติดเชื้อ,Current 'ระเสือ' was garbled/non-Thai; replaced with sense-accurate Thai.
沿,yán,along; to follow,ตาม,3,5,ตาม,
沿途,yán tú,along the sides of the road; by the wayside,ตลอดทาง,3,6,ตลอดทาง,
泥土,ní tǔ,earth; soil,ดิน,3,6,ดิน,
注,zhù,to pour; to focus (attention),เท,3,4,เท; จดจ่อ,
活儿,huó er,work; lots of things to do,งาน,3,5,งาน,
流,liú,to flow; to disseminate,ไหล,3,6,ไหล,
流动,liú dòng,to flow,ไหล,3,4,ไหล,
浅,qiǎn,shallow; light,ตื้น,3,6,ตื้น; อ่อน,
浏览,liú lǎn,to skim over; to browse,อ่านคร่าว ๆ,3,5,อ่านคร่าว ๆ,
浓,nóng,concentrated; dense,เข้มข้น,3,5,เข้มข้น,
海鲜,hǎi xiān,seafood,อาหารทะเล,3,5,อาหารทะเล,
消,xiāo,to diminish; to subside,หายไป,3,5,หายไป,
液体,yè tǐ,liquid,ของเหลว,3,5,ของเหลว,
淘气,táo qì,naughty; mischievous,"ซน, ซุกซน",3,5,"ซน, ซุกซน",
淡,dàn,insipid; diluted,จืด,3,5,จืด,
深入,shēn rù,to penetrate deeply; thorough,ลึกซึ้ง,3,6,เจาะลึก; ลงลึก,
添,tiān,to add; to increase,เพิ่ม,3,5,เพิ่ม,
清晰,qīng xī,clear; distinct,ชัดเจน,3,5,ชัดเจน,
清淡,qīng dàn,light; insipid,"จืด, อ่อน",3,5,"จืด, อ่อน",
渴,kě,thirsty,หิวน้ำ,3,3,หิวน้ำ,
渴望,kě wàng,to thirst for; to long for,อยากได้,3,5,โหยหา; ปรารถนา,
湖,hú,lake,ทะเลสาบ,3,5,ทะเลสาบ,
源于,yuán yú,has its origins in,มาจาก,3,5,มาจาก,
演讲,yǎn jiǎng,to give a lecture; to make a speech,บรรยาย,3,5,กล่าวสุนทรพจน์,
潜在,qián zài,hidden; potential,ซ่อนเร้น,3,5,แฝงอยู่; ซ่อนเร้น,
潜能,qián néng,potential; hidden capability,ความสามารถซ่อนเร้น,3,5,ศักยภาพ,
潮湿,cháo shī,damp; moist,ชื้น,3,5,ชื้น,
激情,jī qíng,passion; fervor,"ความหลงใหล, อารมณ์เร่าร้อน",3,6,"ความหลงใหล, อารมณ์เร่าร้อน",
激烈,jī liè,of competition or fighting intense; fierce,รุนแรง,3,5,รุนแรง,
火花,huǒ huā,spark; sparkle,ประกายไฟ,3,6,ประกายไฟ,
灵魂,líng hún,soul; spirit,วิญญาณ,3,6,วิญญาณ,
炫耀,xuàn yào,dazzling; to show off,โอ่อวด,3,6,โอ่อวด,
点头,diǎn tóu,to nod,พยักหน้า,3,5,พยักหน้า,
点缀,diǎn zhuì,to decorate; to adorn,ประดับ,3,6,ประดับ,
热烈,rè liè,enthusiastic; ardent,กระตือรือร้น,3,5,กระตือรือร้น,
焦躁,jiāo zào,fretful; impatient,"กระวนกระวาย, หงุดหงิด",3,6,"กระวนกระวาย, หงุดหงิด",
煤,méi,coal,ถ่านหิน,3,6,ถ่านหิน,
照常,zhào cháng,as usual,ตามปกติ,3,5,ตามปกติ,
熬夜,áo yè,to stay up late or all night,นอนดึก,3,5,นอนดึก,
爱人,ài rén,spouse; lover,"คนรัก, สามี",3,4,คู่สมรส; คนรัก,
牙齿,yá chǐ,tooth; dental,ฟัน,3,5,ฟัน,
物资,wù zī,goods; supplies,สิ่งของ,3,6,วัสดุสิ่งของ,
特制,tè zhì,specially made; custom-made,พิเศษ,3,6,ทำขึ้นเป็นพิเศษ,
特有,tè yǒu,specific; characteristic,เป็นเอกลักษณ์,3,5,เป็นเอกลักษณ์,
犯,fàn,to violate; to offend,กระทำ,3,6,ละเมิด; ก่อความผิด,
狡猾,jiǎo huá,crafty; cunning,"เจ้าเล่ห์, มีเล่ห์เหลี่ยม",3,5,"เจ้าเล่ห์, มีเล่ห์เหลี่ยม",
狭窄,xiá zhǎi,narrow,แคบ,3,6,แคบ,
猩猩,xīng xīng,orangutan,ลิงอุรังอุตัง,3,5,ลิงอุรังอุตัง,
玉,yù,jade,หยก,3,6,หยก,
现有,xiàn yǒu,currently existing; currently available,มีอยู่,3,4,มีอยู่,
珍珠,zhēn zhū,pearl,ไข่มุก,3,6,ไข่มุก,
理念,lǐ niàn,idea; concept,ความคิด,3,5,แนวคิด; อุดมการณ์,
理由,lǐ yóu,reason; grounds,เหตุผล,3,5,เหตุผล,
琴,qín,guqin; musical instrument,"กู่ฉิน, เครื่องดนตรี",3,5,"กู่ฉิน, เครื่องดนตรี",
用户,yòng hù,user; consumer,ผู้ใช้,3,5,ผู้ใช้,
由此可见,yóu cǐ kě jiàn,"from this, it can be seen that...",เห็นได้จาก,3,6,จากนี้จะเห็นได้ว่า,
甲,jiǎ,first (in a series); grade A,ตัวอักษรแรก,3,6,ลำดับที่หนึ่ง; เกรดเอ,
电影院,diàn yǐng yuàn,cinema; movie theater,โรงภาพยนตร์,3,1,โรงภาพยนตร์,
电池,diàn chí,battery; electric cell,แบตเตอรี่,3,5,แบตเตอรี่,
电视剧,diàn shì jù,TV series; TV drama,ละครโทรทัศน์,3,4,ละครโทรทัศน์,
画面,huà miàn,scene; tableau,ฉาก,3,4,ภาพ; ฉาก,
画龙点睛,huà lóng diǎn jīng,the crucial finishing touch,วาดมังกรลงตา,3,5,จุดเติมเต็มที่ทำให้สมบูรณ์แบบ,"Idiom rendered by meaning (crucial finishing touch), not literal 'draw dragon, dot the eye'."
疑惑,yí huò,to doubt; to distrust,สงสัย,3,5,สงสัย,
疲倦,pí juàn,to tire; tired,เหนื่อยล้า,3,6,เหนื่อยล้า,
登,dēng,to scale; to ascend,ขึ้น,3,5,ขึ้น,
百,bǎi,hundred,ร้อย,3,2,ร้อย,
盆,pén,basin; flower pot,หม้อดอกไม้,3,5,อ่าง; กระถาง,
盒子,hé zi,box; case,กล่อง,3,4,กล่อง,
盛开,shèng kāi,blooming; in full flower,บานออก,3,6,บานสะพรั่ง,
直观,zhí guān,intuitive; visual,โดยตรง,3,6,เข้าใจได้ง่าย; เห็นภาพชัดเจน,
