hanzi,pinyin,english,thai_current,freq,level
翅膀,chì bǎng,wing,ปีก,4,5
老字号,lǎo zì hào,time-honored brand; old shop,ห้างค้าเก่าแก่,4,6
聊,liáo,to chat,"คุย, พูดคุย",4,4
联合,lián hé,to combine; to join,"รวมกัน, ร่วมกัน",4,6
背,bèi,back (of body); to memorize,"หลัง, ท่องจำ",4,5
背景,bèi jǐng,background; backdrop,"ภูมิหลัง, ฉากหลัง",4,5
胜利,shèng lì,victory,ชัยชนะ,4,5
航天,háng tiān,space flight,การสำรวจอวกาศ,4,6
著作,zhù zuò,to write; literary work,"ผลงานเขียน, ประพันธ์",4,5
葡萄酒,pú táo jiǔ,grape wine,"ไวน์, เหล้าองุ่น",4,4
融入,róng rù,to blend into; to integrate,ผสมผสาน,4,6
融洽,róng qià,harmonious; friendly relations,"กลมเกลียว, เข้ากันได้ดี",4,5
街,jiē,street,ถนน,4,3
街道,jiē dào,street; subdistrict,ถนน,4,3
衬衫,chèn shān,shirt; blouse,เสื้อเชิ้ต,4,3
西边,xī biān,west; west side,ทิศตะวันตก,4,3
见到,jiàn dào,to see,"ได้พบ, ได้เจอ",4,2
观念,guān niàn,notion; thought,"แนวคิด, ทัศนคติ",4,5
观赏,guān shǎng,to view for pleasure; ornamental,ชมดู,4,6
规划,guī huà,to draw up a plan; to map out a program,วางแผน,4,6
规则,guī zé,rule; regulation,กฎเกณฑ์,4,5
规矩,guī jǔ,rules; norms,กฎเกณฑ์,4,5
触摸,chù mō,to touch,แตะ,4,6
认同,rèn tóng,to approve of; to endorse,"ยอมรับ, เห็นพ้อง",4,6
记号,jì hào,mark; symbol,สัญลักษณ์,4,5
记忆,jì yì,to remember; to recall,ความจำ,4,5
讲座,jiǎng zuò,course of lectures; lecture series,บรรยายชุด,4,5
诗,shī,poem; poetry,บทกวี,4,4
说明书,shuō míng shū,technical manual; book of directions,คู่มือการใช้งาน,4,4
请帖,qǐng tiě,invitation card; written invitation,บัตรเชิญ,4,5
谈判,tán pàn,to negotiate; negotiation,เจรจา,4,5
谈话,tán huà,to talk; to have a conversation,สนทนา,4,5
贡献,gòng xiàn,to contribute; to dedicate,"อุทิศ, ทำคุณประโยชน์",4,6
责任,zé rèn,responsibility; duty,ความรับผิดชอบ,4,4
贴,tiē,to stick; to paste,ติด,4,5
贵族,guì zú,lord; nobility,ชนชั้นสูง,4,5
