hanzi,pinyin,english,thai_current,freq,level
获取,huò qǔ,to gain; to get,"ได้มา, ได้รับ",2,5
获奖,huò jiǎng,to win an award,ได้รางวัล,2,5
营造,yíng zào,to build; to construct,"สร้าง, ก่อสร้าง",2,5
蓝,lán,blue,สีน้ำเงิน,2,3
蓝天,lán tiān,blue sky,ท้องฟ้าสีคราม,2,3
藏,cáng,to conceal; to hide away,"ซ่อน, ปิดบัง",2,5
虚伪,xū wěi,false; hypocritical,"ปลอมแปลง, หลอกลวง",2,6
虚幻,xū huàn,imaginary; illusory,เกิดจากจินตนาการ,2,6
蛋白质,dàn bái zhì,protein,โปรตีน,2,5
融化,róng huà,to melt; to thaw,ละลาย,2,6
行程,xíng chéng,journey; travel route,เส้นทาง,2,5
衡量,héng liáng,to weigh; to examine,"ชั่งนึก, วิเคราะห์",2,6
补救,bǔ jiù,to remedy,"แก้ไข, ช่วยเหลือ",2,6
衰老,shuāi lǎo,to age; to deteriorate with age,"สูงอายุ, เสื่อมสภาพ",2,6
被动,bèi dòng,passive,เชิงรับ,2,6
西北,xī běi,northwest,ทิศตะวันตกเฉียงเหนือ,2,6
西方,xī fāng,the West; the Occident,ตะวันตก,2,4
西装,xī zhuāng,suit; Western-style clothes,ชุดสูท,2,5
西部,xī bù,western part,ภูมิภาคตะวันตก,2,4
要点,yào diǎn,main point; essential,"ประเด็นสำคัญ, สิ่งจำเป็น",2,6
见识,jiàn shí,to gain experience; exposure,"ได้รู้, ประสบการณ์",2,6
观测,guān cè,to observe; to survey,"สังเกต, สำรวจ",2,5
观看,guān kàn,to watch; to view,ชมดู,2,4
视力,shì lì,eyesight; visual acuity,ความสามารถในการมองเห็น,2,6
视野,shì yě,field of view,"สนามสายตา, ขอบเขตการมอง",2,6
言行,yán xíng,words and actions,คำพูดและการกระทำ,2,6
言语,yán yǔ,words; speech,คำพูด,2,5
警告,jǐng gào,to warn; to admonish,เตือน,2,5
警惕,jǐng tì,to be on the alert; vigilant,"ระมัดระวัง, ตื่นตัวระวังภัย",2,6
计,jì,to calculate; to plan,"คำนวณ, ทำการนับ",2,5
计算机,jì suàn jī,computer,คอมพิวเตอร์,2,5
订单,dìng dān,purchase order,ใบสั่งซื้อ,2,5
讲述,jiǎng shù,to talk about,"บรรยาย, เล่าเรื่อง",2,6
论证,lùn zhèng,to prove a point; to expound on,"พิสูจน์ข้อมูล, อ้างเหตุผล",2,6
讽刺,fěng cì,to satirize; to mock,เยาะหยัน,2,5
设想,shè xiǎng,to imagine; to assume,สมมุติ,2,5
评,píng,to discuss; to comment,พูดคุยและแสดงความเห็น,2,6
评委,píng wěi,evaluation committee; judging panel,คณะลูกขุน,2,5
试图,shì tú,to attempt; to try,"พยายาม, ลอง",2,5
诚恳,chéng kěn,sincere; honest,จริงใจ,2,5
语气,yǔ qì,tone; manner of speaking,บรรยากาศการพูด,2,5
误,wù,mistake; error,"ความผิดพลาด, ข้อผิดพลาด",2,6
诱人,yòu rén,attractive; alluring,"น่าดึงดูด, น่าอกหัก",2,6
诱惑,yòu huò,to entice; to lure,"ล่อ, ยั่วยวน",2,6
课堂,kè táng,classroom; class session,ห้องเรียน,2,5
课程,kè chéng,course; academic program,"หลักสูตร, วิชา",2,6
调皮,tiáo pí,naughty; mischievous,"ซ่าบ, ขี้เล่น",2,5
调解,tiáo jiě,to mediate; to bring parties to an agreement,ไกล่เกลี่ย,2,6
负面,fù miàn,negative; the negative side,เชิงลบ,2,6
财产,cái chǎn,property; assets,ทรัพย์สิน,2,5
败,bài,to lose; to defeat,พ่าย,2,5
货物,huò wù,goods; commodity,"สินค้า, สิ่งของ",2,6
贪,tān,greedy; to covet,โลภ,2,5
贯彻,guàn chè,to implement; to put into practice,"นำมาปฏิบัติ, ดำเนินการจนสิ้นสุด",2,6
贴近,tiē jìn,to press close to; to snuggle close,"ยึดติด, ติดกัน",2,6
贵宾,guì bīn,honored guest; distinguished guest,แขกรูปใหญ่,2,6
赋予,fù yǔ,to assign; to entrust,"มอบหมาย, ให้กำลัง",2,6
赛场,sài chǎng,racetrack; field,สนามแข่งขัน,2,5
赛跑,sài pǎo,race; to race,การวิ่งแข่ง,2,6
赛车,sài chē,auto race; cycle race,การแข่งรถ,2,4
赞叹,zàn tàn,to exclaim in admiration,"ชื่นชม, อุทิศความชื่นชม",2,6
赞同,zàn tóng,to approve of; to agree with,"เห็นด้วย, สนับสนุน",2,6
赞扬,zàn yáng,to praise; to approve of,"สรรเสริญ, ชื่นชม",2,6
走过,zǒu guò,to walk past; to pass by,เดินผ่าน,2,4
赶紧,gǎn jǐn,hurriedly; without delay,"เร็วๆ, โดยด่วน",2,5
起初,qǐ chū,originally; at first,"ตั้งแต่แรก, เริ่มแรก",2,6
跑道,pǎo dào,athletic track; track,ทางวิ่ง,2,5
距,jù,distance; apart,ระยะห่าง,2,6
跨越,kuà yuè,to step across; step over,ก้าวข้ามไป,2,6
踏实,tà shí,firmly-based; steady,"มั่นคง, เชื่อถือได้",2,6
身影,shēn yǐng,silhouette; figure,"เงาตัว, รูปร่าง",2,6
车站,chē zhàn,rail station; bus stop,สถานีรถ,2,3
车轮,chē lún,wheel,"ล้อ, วงล้อ",2,6
车辆,chē liàng,vehicle,ยานพาหนะ,2,5
转变,zhuǎn biàn,to change; to transform,เปลี่ยนแปลง,2,5
轮,lún,wheel; disk,"ล้อ, วงล้อ",2,6
辆,liàng,classifier for vehicles,คัน (ลักษณนามยานพาหนะ),2,3
辞,cí,to resign; to dismiss,"ลาออก, ปลดออก",2,5
辨别,biàn bié,to distinguish,"แยกแยะ, เปรียบเทียบ",2,6
辨认,biàn rèn,to recognize; to identify,"รู้จำ, ระบุตัวตน",2,6
达成,dá chéng,to reach; to accomplish,"ทำให้สำเร็จ, บรรลุ",2,6
过分,guò fèn,excessive; undue,เกินไป,2,5
过年,guò nián,to celebrate the Chinese New Year,ฉลองปีใหม่จีน,2,4
过时,guò shí,old-fashioned; out of date,ล้าสมัย,2,5
迎,yíng,to welcome; to meet,ต้อนรับ,2,6
迎接,yíng jiē,to welcome; to greet,ต้อนรับ,2,5
运行,yùn xíng,to operate; to run,ดำเนินการ,2,5
运输,yùn shū,to transport; to carry,ขนส่ง,2,5
近期,jìn qī,near in time; in the near future,ในอนาคตอันใกล้,2,6
这时候,zhè shí hòu,at this moment,ในขณะนี้,2,4
这样一来,zhè yàng yī lái,thus; if this happens then,แบบนี้ก็เลย,2,4
这边,zhè biān,this side; here,ทางนี้,2,2
进攻,jìn gōng,to attack; to assault,โจมตีหรือรุกราน,2,6
进来,jìn lái,to come in,เข้ามา,2,6
远离,yuǎn lí,to be far from; to keep away from,"ห่างไกล, อยู่ห่างจาก",2,4
连接,lián jiē,to link; to join,เชื่อมต่อ,2,5
迷惑不解,mí huò bù jiě,to feel puzzled,"งุนงงสงสัย, สับสนไม่เข้าใจ",2,5
退役,tuì yì,of military personnel or athletes to retire,"เกษียณ, ออกจากงาน",2,6
适宜,shì yí,suitable; appropriate,"เหมาะสม, สมควร",2,5
适量,shì liàng,appropriate amount,จำนวนที่เหมาะสม,2,6
