hanzi,pinyin,english,thai_current,freq,level
引入,yǐn rù,to draw into; to pull into,"ดึงเข้า, นำเข้า, นำมาใช้",2,6
弯曲,wān qū,to bend; to curve around,"โค้ง, งอ, ไม่เป็นเส้นตรง",2,6
强化,qiáng huà,to strengthen; to intensify,"เสริมแรง, เข้มแข็งขึ้น, ทำให้แข็งแรง",2,6
彼此,bǐ cǐ,each other; one another,ซึ่งกันและกัน,2,5
征服,zhēng fú,to conquer; to subdue,"พิชิต, ยึดครอง, ชนะเอา",2,5
得知,dé zhī,to find out; to learn of,"ทราบ, รู้ได้, เรียนรู้",2,5
循序渐进,xún xù jiàn jìn,"in sequence, step by step","ทีละขั้น, ก้าวต่อก้าว, ค่อย ๆ ก้าวหน้า",2,6
循环,xún huán,to cycle; to circulate,"วนรอบ, หมุนเวียน, ซ้ำซ้อน",2,6
心目,xīn mù,mind,"จิตใจ, ใจ, ความคิด",2,6
心胸,xīn xiōng,heart; mind,ใจ,2,6
必不可少,bì bù kě shǎo,absolutely necessary; indispensable,"ขาดไม่ได้, ต้องมี, จำเป็นอย่างยิ่ง",2,4
必将,bì jiāng,inevitably,"ย่อมจะ, หลีกไม่พ้น, แน่นอน",2,6
必然,bì rán,inevitable; certain,"แน่นอน, หลีกเลี่ยงไม่ได้",2,5
忘掉,wàng diào,to forget,ลืม,2,4
忙碌,máng lù,busy; bustling,"ยุ่งอย่างมาก, ไม่มีเวลาว่าง, ติดงาน",2,6
忠实,zhōng shí,faithful,"จริงใจ, ซื่อสัตย์, เที่ยงธรรม",2,6
忧虑,yōu lǜ,to worry; anxiety,"วิตกกังวล, เป็นห่วง, กังวลใจ",2,6
快要,kuài yào,nearly at the point of; about to,เกือบจะ,2,4
快速,kuài sù,fast; high-speed,"รวดเร็ว, เร็ว, ไปอย่างรวดเร็ว",2,4
急忙,jí máng,hastily,โดยรีบเร่ง,2,5
性命,xìng mìng,life,"ชีวิต, เนื้อชีวิต, ลมหายใจ",2,6
怪,guài,odd; strange,แปลกประหลาด,2,4
怪异,guài yì,monstrous; strange,"แปลกประหลาด, ประหลาด, แปลกใจ",2,6
总的来说,zǒng de lái shuō,generally speaking; to sum up,โดยทั่วไป,2,4
总裁,zǒng cái,chairman; director-general,ประธานบริษัท,2,5
恐龙,kǒng lóng,dinosaur; old ugly person,"ไดโนเสาร์, สัตว์ยุคก่อน",2,6
恶劣,è liè,vile; nasty,"ชั่ว, ร้ายแรง",2,5
