hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
一无所有,yī wú suǒ yǒu,have nothing at all,ไม่มีอะไรเลย,1,6,ไม่มีอะไรเลย,
一早,yī zǎo,early in the morning; at dawn,เช้าเรือนแรก,1,6,เช้าตรู่,
一晃,yī huǎng,in a flash; in an instant,ในพริบตา,1,6,ในพริบตา,
一次性,yí cì xìng,one-off; one-time,ครั้งเดียว,1,4,ครั้งเดียว,
一目了然,yī mù liǎo rán,obvious at a glance,เห็นได้ชัดเจน,1,6,เห็นแวบเดียวก็เข้าใจ,
一路,yī lù,the whole journey; all the way,ตลอดทาง,1,6,ตลอดทาง,
一路上,yī lù shàng,along the way; the whole way,ตลอดทาง,1,3,ตลอดทาง,
一辈子,yī bèi zi,for a lifetime,ตลอดชีวิต,1,5,ตลอดชีวิต,
一连,yī lián,in a row; in succession,เรียงต่อเนื่อง,1,6,ติดต่อกัน,
万一,wàn yī,just in case; if by any chance,เผื่อว่า,1,5,เผื่อว่า,
三维,sān wéi,three-dimensional; 3D,สามมิติ,1,6,สามมิติ,
上下,shàng xià,"up and down; about, or so",ขึ้นลง,1,3,ขึ้นลง; ประมาณ,
上个月,shàng gè yuè,last month,เดือนที่แล้ว,1,3,เดือนที่แล้ว,
上岗,shàng gǎng,to take up one's post; to go on duty,มารายงานตัวที่งาน,1,6,เข้าประจำการ,
上市,shàng shì,to hit the market; to float,ลิสต์ในตลาด,1,5,ออกวางตลาด; เข้าตลาดหุ้น,
上当,shàng dàng,taken in; to be fooled,ตกหลุมพราง,1,5,โดนหลอก,
上方,shàng fāng,place above; upper part,ด้านบน,1,6,ด้านบน,
上楼,shàng lóu,to go upstairs,ขึ้นไปบน,1,3,ขึ้นชั้นบน,
上游,shàng yóu,upper reaches; upper level,ตอนบน,1,6,ต้นน้ำ; ระดับสูง,
上边,shàng biān,the top; above,ด้านบน,1,3,ด้านบน,
上述,shàng shù,aforementioned; above-mentioned,กล่าวข้างต้น,1,5,ที่กล่าวมาข้างต้น,
下令,xià lìng,to give an order; to issue an order,สั่งการ,1,5,สั่งการ,
下意识,xià yì shí,subconscious mind,จิตใจสำนึกใต้สำนึก,1,6,จิตใต้สำนึก,
下旬,xià xún,last third of the month,ปลายเดือน,1,5,ปลายเดือน,
下游,xià yóu,lower reaches; lower level,ตอนล่าง,1,6,ปลายน้ำ; ระดับล่าง,
下课,xià kè,to finish class; to get out of class,เลิกเรียน,1,2,เลิกเรียน,
下调,xià tiáo,to adjust downwards; to lower,ปรับลด,1,5,ปรับลด,
不一会儿,bù yī huì er,in a little while,ไม่นาน,1,5,ไม่นาน,
不予,bù yǔ,to withhold; to refuse,"ไม่ให้, ปฏิเสธ",1,6,ไม่ยอมให้; ปฏิเสธ,
不假思索,bù jiǎ sī suǒ,idiom to act without taking time to think,ไม่คิดไตร่ตรองก่อน,1,5,ไม่ต้องคิดเลย,EN-GLOSS-BUG: 'idiom' meta-label leaked into gloss; sense = without hesitation
不免,bù miǎn,inevitably,หลีกเลี่ยงไม่ได้,1,5,หลีกเลี่ยงไม่ได้,
不在乎,bù zài hū,not to care,ไม่ใส่ใจ,1,6,ไม่แคร์,
不已,bù yǐ,used after a verb endlessly; incessantly,อย่างไม่หยุด,1,5,อย่างไม่หยุดหย่อน,EN-GLOSS-BUG: gloss embeds a grammar note ('used after a verb'); sense = endlessly/incessantly
不得了,bù dé le,desperately serious; disastrous,"น่ากลัว, น่าเป็นห่วง",1,6,แย่มาก,
不怎么,bù zěn me,not very; not particularly,"ไม่มาก, ไม่เป็นพิเศษ",1,6,ไม่ค่อย,
不慎,bù shèn,incautious; inattentive,"ประมาท, เลินเล่อ",1,6,"ประมาท, เลินเล่อ",
不懈,bù xiè,untiring; unremitting,อย่างไม่ยอมแพ้,1,5,ไม่ย่อท้อ,
不料,bù liào,unexpectedly; to one's surprise,"คาดมิได้, ไม่คาดคิด",1,6,ไม่คาดคิด,
不服,bù fú,to not accept; to disagree,ไม่ยินยอม,1,5,ไม่ยอมรับ,
不服气,bù fú qì,unwilling to concede; defiant,ไม่ยอมรับ,1,6,ไม่ยอมง่ายๆ,
不用说,bú yòng shuō,needless to say; it goes without saying,"ไม่ต้องพูด, เห็นได้ชัด",1,6,ไม่ต้องพูดก็รู้,
不相上下,bù xiāng shàng xià,equally matched; about the same,"เทียมกัน, คล้อยคลึง",1,6,"พอๆ กัน, สูสี",
不算,bù suàn,to not calculate; to not count,ไม่นับ,1,4,ไม่นับ,
不约而同,bù yuē ér tóng,to coincidentally act the same,บังเอิญตรงกัน,1,6,บังเอิญตรงกัน,
不至于,bù zhì yú,unlikely to go so far as to; not as bad as,"ไม่น่าจะ, ไม่ถึง",1,6,ไม่ถึงขนาดนั้น,
不起眼,bù qǐ yǎn,unremarkable; nothing out of the ordinary,ไม่น่าสนใจ,1,5,ไม่สะดุดตา,
不顾,bù gù,in spite of; regardless of,"ไม่สนใจ, ละเลิง",1,6,ไม่คำนึงถึง,
与众不同,yǔ zhòng bù tóng,idiom to stand out from the crowd,แตกต่างจากคนอื่น,1,6,ไม่เหมือนใคร,EN-GLOSS-BUG: 'idiom' meta-label leaked into gloss; sense = unique/unlike others
与否,yǔ fǒu,whether or not,หรือไม่,1,6,หรือไม่,
丑,chǒu,ugly,หน้าตาไม่ดี,1,6,น่าเกลียด,
丑闻,chǒu wén,scandal,เรื่องอื้อฉาว,1,5,เรื่องอื้อฉาว,
专人,zhuān rén,specially assigned person,"ผู้เชี่ยวชาญ, บุคลากรพิเศษ",1,6,คนที่ได้รับมอบหมายเฉพาะ,
专长,zhuān cháng,specialty; special knowledge or ability,ความเชี่ยวชาญเฉพาะด้าน,1,5,ความเชี่ยวชาญเฉพาะด้าน,
世界杯,shì jiè bēi,World Cup,สนามโลก,1,4,ฟุตบอลโลก,
业余,yè yú,in one's spare time; outside working hours,"ในเวลาว่าง, นอกเวลา",1,6,"ในเวลาว่าง, นอกเวลางาน",
业绩,yè jì,achievement; accomplishment,"ผลการปฏิบัติ, ความสำเร็จ",1,6,ผลงาน; ผลประกอบการ,
丛林,cóng lín,jungle; thicket,"ป่า, ป่าไม้หนาแน่น",1,6,ป่าทึบ,
东北,dōng běi,northeast; Northeast China,ตะวันออกเฉียงเหนือ,1,4,ตะวันออกเฉียงเหนือ,
东部,dōng bù,the east; eastern part,ส่วนตะวันออก,1,4,ภาคตะวันออก,
丝毫,sī háo,the slightest amount or degree; a bit,สักเล็กน้อย,1,5,แม้แต่นิดเดียว,
丝绸,sī chóu,silk,ผ้าไหม,1,5,ผ้าไหม,
丢脸,diū liǎn,to lose face; humiliation,เสียหน้า,1,5,เสียหน้า,
严密,yán mì,tight,"เข้มงวด, ไม่มีช่องว่าง",1,6,รัดกุม,
丧失,sàng shī,to lose; to forfeit,สูญเสีย,1,6,สูญเสีย,
个儿,gè ér,size; height,สูง ส่วนสูง,1,4,ส่วนสูง; ขนาดตัว,
中医,zhōng yī,Chinese medicine; TCM doctor,การแพทย์จีน,1,5,แพทย์แผนจีน; หมอจีน,
中学,zhōng xué,middle school,โรงเรียนมัธยมศึกษา,1,2,โรงเรียนมัธยมศึกษา,
中断,zhōng duàn,to cut short; to break off,หยุดพูดกลางคัน,1,5,หยุดชะงัก,
中药,zhōng yào,traditional Chinese medicine,ยาจีน,1,4,ยาจีน,
中餐,zhōng cān,Chinese food; Chinese meal,อาหารจีน,1,5,อาหารจีน,
丰厚,fēng hòu,generous; ample,"ค่อนข้างมาก, หนา",1,6,มากมาย; หนา,
丰富多彩,fēng fù duō cǎi,richly colorful,หลากหลายและสมบูรณ์,1,5,หลากหลายสีสัน,
丰满,fēng mǎn,ample; well developed,"อวบอิ่ม, สมบูรณ์",1,6,"อวบอิ่ม, สมบูรณ์",
串,chuàn,to string together; to skewer,โยงถ้อยความเข้าด้วยกัน,1,5,ร้อยเข้าด้วยกัน; เสียบไม้,
临,lín,to face; to overlook,"หันไป, มองเห็น",1,6,หันหน้าเข้าหา,second opinion: EN restricts to face/overlook; 临 also = approach a time/place
丸,wán,ball; pellet,"ลูกกลม, เม็ด",1,6,"ลูกกลม, เม็ด",
为期,wéi qī,to be done by; lasting,ใช้เวลาไป,1,5,เป็นเวลา,
为止,wéi zhǐ,until,จนกว่า,1,5,จนกว่า,
为难,wéi nán,awkward; to put in a bind,อึดอัดใจหรือสร้างปัญหา,1,5,ลำบากใจ; ทำให้ลำบากใจ,
主导,zhǔ dǎo,leading; dominant,"นำ, เป็นอันดับแรก",1,6,"นำ, เป็นหลัก",
主流,zhǔ liú,main stream,"กระแสหลัก, ทางมาตรฐาน",1,6,กระแสหลัก,
主演,zhǔ yǎn,to play the leading role; to star,เล่นบทนำ,1,4,เล่นบทนำ,
主管,zhǔ guǎn,in charge; responsible for,หัวหน้า,1,4,ดูแลรับผิดชอบ,
主角,zhǔ jué,leading role; lead,บทบาทหลัก,1,5,ตัวเอก,
举动,jǔ dòng,act; action,การกระทำ,1,5,การกระทำ,
举手,jǔ shǒu,to raise a hand; to put up one's hand,ยกมือขึ้น,1,5,ยกมือขึ้น,
义务,yì wù,duty; obligation,หน้าที่,1,5,หน้าที่,
之类,zhī lèi,and so on; and such,และสิ่งอื่นๆ,1,6,อะไรทำนองนั้น,
乐器,yuè qì,musical instrument,เครื่องดนตรี,1,6,เครื่องดนตรี,
乐意,lè yì,willing; happy to do,เต็มใจยินดี,1,5,"เต็มใจ, ยินดี",
乖,guāi,obedient; well-behaved,เชื่องหรือฉลาด,1,5,"เชื่อฟัง, ว่านอนสอนง่าย",
九,jiǔ,nine; 9,เก้า,1,1,เก้า,
书桌,shū zhuō,desk,โต๊ะเรียน,1,5,โต๊ะเขียนหนังสือ,
买卖,mǎi mài,to buy and sell,ซื้อขาย,1,3,ซื้อขาย,
争先恐后,zhēng xiān kǒng hòu,idiom to compete to be first,แข่งขันและกระตุ้นใจ,1,5,แย่งกันเป็นที่หนึ่ง,EN-GLOSS-BUG: 'idiom' meta-label leaked into gloss; sense = scramble to be first
争分夺秒,zhēng fēn duó miǎo,lit; making every second count,"แข่งกับเวลา, ฉวยทุกวินาที",1,5,"แข่งกับเวลา, ฉวยทุกวินาที",EN-GLOSS-BUG: 'lit;' meta-label leaked into gloss; sense = race against time
争夺,zhēng duó,to fight over; to contest,แย่งชิง,1,5,แย่งชิง,
争气,zhēng qì,to strive to excel; to try hard,"พยายามให้ดีขึ้น, มีจิตสำนึก",1,6,พยายามทำให้ภูมิใจ,
争议,zhēng yì,controversy; dispute,"ข้อโต้แย้ง, วิวาท",1,6,"ข้อถกเถียง, ข้อโต้แย้ง",
事后,shì hòu,after the event; in hindsight,หลังเรื่องจบ,1,3,หลังเกิดเหตุ,
事迹,shì jì,notable deeds; exploits,"ผลงาน, วีรกรรม",1,6,"ผลงาน, วีรกรรม",
互信,hù xìn,mutual trust,ความเชื่อถือซึ่งกันและกัน,1,6,ความไว้ใจซึ่งกันและกัน,
互补,hù bǔ,complementary; to complement each other,เสริมเติมเช่นกัน,1,5,เสริมกันและกัน,
五,wǔ,five; 5,ห้า,1,5,ห้า,
五花八门,wǔ huā bā mén,myriad; all kinds of,"หลากหลายชนิด, มีหลายชนิด",1,6,สารพัด,
五颜六色,wǔ yán liù sè,multicolored; every color under the sun,เรียงสี,1,3,หลากสีสัน,
交界,jiāo jiè,common boundary; common border,ชายแดน,1,5,รอยต่อ,
产物,chǎn wù,product; result,"ผลผลิต, ผลลัพธ์",1,6,"ผลผลิต, ผลลัพธ์",
产量,chǎn liàng,output,ผลผลิต,1,5,ผลผลิต,
亲,qīn,parent; one's own,"ผู้ปกครอง, ตัวเองในที่นี้",1,4,สายเลือดเดียวกัน,second opinion: 亲 standalone glossed 'parent' is weak; usually blood relation / dear
亲爱,qīn ài,dear; beloved,ที่รัก,1,5,ที่รัก,
亲近,qīn jìn,of people or relationships close; intimate,"ใกล้ชิด, เข้าใจเป็นอย่างดี",1,6,"สนิทสนม, ใกล้ชิด",
人力,rén lì,manpower; labor power,กำลังแรงงาน,1,5,กำลังแรงงาน,
人性,rén xìng,human nature; humanity,"ลักษณะนิสัยมนุษย์, มนุษยธรรม",1,6,ธรรมชาติของมนุษย์; มนุษยธรรม,
人民,rén mín,the people,ประชาชน,1,6,ประชาชน,
人选,rén xuǎn,choice of person; candidate,ผู้ที่ได้รับการเลือก,1,5,ตัวเลือกที่เหมาะสม,
仍旧,réng jiù,still; to remain,ยังคงเป็นเช่นเดิม,1,5,"ยังคง, เหมือนเดิม",
从早到晚,cóng zǎo dào wǎn,from morning till night; from dawn to dusk,ตั้งแต่เช้าถึงเย็น,1,6,ตั้งแต่เช้าถึงเย็น,
以内,yǐ nèi,within; less than,"ภายใน, น้อยกว่า",1,6,"ภายใน, ไม่เกิน",
以往,yǐ wǎng,in the past; formerly,"ในอดีต, สมัยก่อน",1,6,"ในอดีต, สมัยก่อน",
以至于,yǐ zhì yú,down to; up to,จนกระทั่ง,1,5,จนกระทั่ง,
以致,yǐ zhì,to such an extent as to; down to,ถึงจุดที่,1,5,จนทำให้,
仪器,yí qì,instrument; apparatus,เครื่องมือ,1,5,เครื่องมือวัด,
休想,xiū xiǎng,don't think; don't imagine,อย่าคิดสักนิดหน่อย,1,6,อย่าหวังเลย,
休眠,xiū mián,biology dormant; of a volcano dormant,"สงบนิ่ง (ภูเขาไฟ), จำศีล (สิ่งมีชีวิต)",1,5,จำศีล (สิ่งมีชีวิต); สงบนิ่ง (ภูเขาไฟ),
优质,yōu zhì,excellent quality,คุณภาพดี,1,5,คุณภาพเยี่ยม,
优越,yōu yuè,superior; superiority,"ชั้นดี, ความโดดเด่น",1,6,เหนือกว่า,
会场,huì chǎng,meeting place; place where people gather,สถานที่ประชุม,1,4,สถานที่ประชุม,
会诊,huì zhěn,consultation; to meet for diagnosis,"ปรึกษากับแพทย์อื่น, พูดคุยเพื่อหาข้อสรุป",1,6,ปรึกษาวินิจฉัยร่วมกัน,
传承,chuán chéng,to pass on; passed on,"ส่งต่อให้คนรุ่นต่อไป, สืบทอด",1,6,"ส่งต่อให้คนรุ่นต่อไป, สืบทอด",
传染病,chuán rǎn bìng,infectious disease,โรคติดต่อ,1,5,โรคติดต่อ,
传记,zhuàn jì,biography,"ประวัติย่าว, ชีวประวัติ",1,6,ชีวประวัติ,
伪装,wěi zhuāng,to pretend to be; to disguise oneself as,"แอบปกปิด, ตัวตนเท็จ",1,6,"ปลอมตัว, อำพราง",
伯父,bó fù,father's elder brother,พี่ชายของพ่อ,1,5,พี่ชายของพ่อ,
伴,bàn,partner; companion,เพื่อน,1,5,เพื่อน,
位子,wèi zi,place; seat,ที่นั่ง,1,5,ที่นั่ง,
低下,dī xià,low status; lowly,สถานะต่ำ,1,5,ต่ำต้อย,
低价,dī jià,low price,ราคาต่ำ,1,6,ราคาต่ำ,
低估,dī gū,to underestimate; to underrate,ประเมินต่ำเกินไป,1,6,ประเมินต่ำเกินไป,
低温,dī wēn,low temperature,อุณหภูมิต่ำ,1,6,อุณหภูมิต่ำ,
住宅,zhù zhái,residence; dwelling,ที่อยู่อาศัย,1,5,ที่อยู่อาศัย,
住房,zhù fáng,housing,ที่อยู่อาศัย,1,6,ที่อยู่อาศัย,
体操,tǐ cāo,gymnastic; gymnastics,การออกกำลังร่างกาย,1,6,ยิมนาสติก,
体能,tǐ néng,physical capability; stamina,ความสามารถทางกายภาพ,1,6,สมรรถภาพร่างกาย,
体谅,tǐ liàng,to empathize; to allow,เข้าใจและอดทน,1,5,เห็นอกเห็นใจ,
体面,tǐ miàn,dignity; prestige,"มีเกียรติ, หน้า",1,6,มีหน้ามีตา,
何必,hé bì,there is no need; why should,ทำไมต้อง,1,5,ทำไมต้อง,
作文,zuò wén,to write an essay; composition,"เขียนบทความ, การเขียน",1,6,เรียงความ,
作风,zuò fēng,style; style of work,ลักษณะการปฏิบัติ,1,6,แนวทางการทำงาน,
佳节,jiā jié,festive day; holiday,วันพิเศษที่สำคัญ,1,6,เทศกาลรื่นเริง,
使劲,shǐ jìn,to exert all one's strength,ใช้กำลังทั้งหมด,1,6,ออกแรงเต็มที่,
使者,shǐ zhě,emissary; envoy,ทูต,1,5,ทูต,
例外,lì wài,exception; to be an exception,ยกเว้น,1,6,ข้อยกเว้น,
供不应求,gōng bù yìng qiú,supply does not meet demand,อุปทานน้อยกว่าอุปสงค์,1,5,อุปทานน้อยกว่าอุปสงค์,
供求,gōng qiú,supply and demand,อุปสงค์อุปทาน,1,6,อุปสงค์อุปทาน,
供给,gōng jǐ,to furnish; to provide,"จัดหา, ให้",1,6,"จัดหา, ให้",
依依不舍,yī yī bù shě,reluctant to part,"ไม่อยากจากไป, หัวใจตรึงเตือน",1,6,อาลัยอาวรณ์,
依托,yī tuō,to rely on; to depend on,"พึ่งพา, อาศัย",1,6,"พึ่งพา, อาศัย",
依据,yī jù,according to; basis,"ตามที่, พื้นฐาน",1,6,ตามที่; หลักฐานอ้างอิง,
依旧,yī jiù,as before; still,"เช่นเดิม, ยังคง",1,6,"เช่นเดิม, ยังคง",
