hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
获取,huò qǔ,to gain; to get,"ได้มา, ได้รับ",2,5,"ได้มา, ได้รับ",
获奖,huò jiǎng,to win an award,ได้รางวัล,2,5,ได้รางวัล,
营造,yíng zào,to build; to construct,"สร้าง, ก่อสร้าง",2,5,"สร้าง, ก่อสร้าง",
蓝,lán,blue,สีน้ำเงิน,2,3,สีน้ำเงิน,
蓝天,lán tiān,blue sky,ท้องฟ้าสีคราม,2,3,ท้องฟ้าสีคราม,
藏,cáng,to conceal; to hide away,"ซ่อน, ปิดบัง",2,5,"ซ่อน, ปิดบัง",
虚伪,xū wěi,false; hypocritical,"ปลอมแปลง, หลอกลวง",2,6,"เสแสร้ง, ไม่จริงใจ",
虚幻,xū huàn,imaginary; illusory,เกิดจากจินตนาการ,2,6,"ลวงตา, ไม่จริง",
蛋白质,dàn bái zhì,protein,โปรตีน,2,5,โปรตีน,
融化,róng huà,to melt; to thaw,ละลาย,2,6,ละลาย,
行程,xíng chéng,journey; travel route,เส้นทาง,2,5,"การเดินทาง, เส้นทาง",
衡量,héng liáng,to weigh; to examine,"ชั่งนึก, วิเคราะห์",2,6,"ชั่งใจ, ประเมิน",
补救,bǔ jiù,to remedy,"แก้ไข, ช่วยเหลือ",2,6,"แก้ไข, เยียวยา",
衰老,shuāi lǎo,to age; to deteriorate with age,"สูงอายุ, เสื่อมสภาพ",2,6,"แก่ชรา, เสื่อมโทรมตามวัย",
被动,bèi dòng,passive,เชิงรับ,2,6,เชิงรับ,
西北,xī běi,northwest,ทิศตะวันตกเฉียงเหนือ,2,6,ทิศตะวันตกเฉียงเหนือ,
西方,xī fāng,the West; the Occident,ตะวันตก,2,4,ตะวันตก,
西装,xī zhuāng,suit; Western-style clothes,ชุดสูท,2,5,ชุดสูท,
西部,xī bù,western part,ภูมิภาคตะวันตก,2,4,ภูมิภาคตะวันตก,
要点,yào diǎn,main point; essential,"ประเด็นสำคัญ, สิ่งจำเป็น",2,6,"ประเด็นสำคัญ, ใจความหลัก",
见识,jiàn shí,to gain experience; exposure,"ได้รู้, ประสบการณ์",2,6,"เปิดหูเปิดตา, ประสบการณ์",
观测,guān cè,to observe; to survey,"สังเกต, สำรวจ",2,5,"สังเกต, สำรวจ",
观看,guān kàn,to watch; to view,ชมดู,2,4,"รับชม, ดู",
视力,shì lì,eyesight; visual acuity,ความสามารถในการมองเห็น,2,6,"สายตา, การมองเห็น",
视野,shì yě,field of view,"สนามสายตา, ขอบเขตการมอง",2,6,ขอบเขตการมองเห็น; วิสัยทัศน์,
言行,yán xíng,words and actions,คำพูดและการกระทำ,2,6,คำพูดและการกระทำ,
言语,yán yǔ,words; speech,คำพูด,2,5,คำพูด,
警告,jǐng gào,to warn; to admonish,เตือน,2,5,เตือน,
警惕,jǐng tì,to be on the alert; vigilant,"ระมัดระวัง, ตื่นตัวระวังภัย",2,6,"ระมัดระวัง, ตื่นตัวระวังภัย",
计,jì,to calculate; to plan,"คำนวณ, ทำการนับ",2,5,"คำนวณ, วางแผน",ต้นฉบับ 'ทำการนับ' ใช้รูป ทำการ+กริยา ที่ต้องเลี่ยง
计算机,jì suàn jī,computer,คอมพิวเตอร์,2,5,คอมพิวเตอร์,
订单,dìng dān,purchase order,ใบสั่งซื้อ,2,5,ใบสั่งซื้อ,
讲述,jiǎng shù,to talk about,"บรรยาย, เล่าเรื่อง",2,6,"บรรยาย, เล่าเรื่อง",
论证,lùn zhèng,to prove a point; to expound on,"พิสูจน์ข้อมูล, อ้างเหตุผล",2,6,"พิสูจน์ด้วยเหตุผล, ให้เหตุผล",
讽刺,fěng cì,to satirize; to mock,เยาะหยัน,2,5,"เสียดสี, ประชดประชัน",
设想,shè xiǎng,to imagine; to assume,สมมุติ,2,5,"จินตนาการ, สมมุติ",
评,píng,to discuss; to comment,พูดคุยและแสดงความเห็น,2,6,"วิจารณ์, แสดงความเห็น",
评委,píng wěi,evaluation committee; judging panel,คณะลูกขุน,2,5,"คณะกรรมการตัดสิน, กรรมการ",ต้นฉบับ 'คณะลูกขุน' = jury (คดีความ) ไม่ใช่กรรมการตัดสินการประกวด
试图,shì tú,to attempt; to try,"พยายาม, ลอง",2,5,"พยายาม, ลอง",
诚恳,chéng kěn,sincere; honest,จริงใจ,2,5,จริงใจ,
语气,yǔ qì,tone; manner of speaking,บรรยากาศการพูด,2,5,น้ำเสียง,
