hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
只顾,zhǐ gù,to focus solely on,"มุ่งแต่, สนใจอย่างเดียว",1,5,"มุ่งแต่, สนใจอย่างเดียว",
可信,kě xìn,trustworthy,น่าเชื่อถือ,1,6,น่าเชื่อถือ,
可想而知,kě xiǎng ér zhī,idiom goes without saying,"ไม่ต้องบอกก็รู้, คาดได้ไม่ยาก",1,6,"ไม่ต้องบอกก็รู้, คาดได้ไม่ยาก",
可耻,kě chǐ,shameful; disgraceful,"น่าอาย, ทำให้อับอาย",1,6,"น่าอาย, ทำให้อับอาย",
可观,kě guān,worth seeing; considerable,"น่าสนใจ, มีมูลค่า",1,6,น่าชม; มากพอสมควร,
可贵,kě guì,to be treasured; praiseworthy,"น่าค่า, มีค่า",1,6,ล้ำค่า; น่ายกย่อง,
台风,tái fēng,typhoon; stage presence,"บทบาทที่น่าสนใจ, พายุ",1,6,พายุไต้ฝุ่น; การวางตัวบนเวที,
号称,hào chēng,to be known as; to be nicknamed,เรียกว่า,1,5,ได้ชื่อว่า,
叼,diāo,to hold with one's mouth,"กัด, ชก",1,6,คาบ,
吃不上,chī bù shàng,unable to get anything to eat; to miss a meal,"ไม่มีอะไรกิน, พลาดมื้อ",1,6,"ไม่มีอะไรกิน, พลาดมื้อ",
合情合理,hé qíng hé lǐ,idiom reasonable; fair,สมควรและสมเหตุสมผล,1,6,สมควรและสมเหตุสมผล,
合成,hé chéng,to compose; to constitute,"ประกอบ, ประสมขึ้น",1,6,"ประกอบ, ประสมขึ้น",
吉祥,jí xiáng,lucky; auspicious,สิริมงคล,1,5,สิริมงคล,
同步,tóng bù,synchronous; to synchronize,"พร้อมกัน, ประสานเวลา",1,6,"พร้อมกัน, ประสานเวลา",
名人,míng rén,personage; celebrity,บุคคลมีชื่อเสียง,1,3,"คนดัง, ผู้มีชื่อเสียง",
名单,míng dān,list of names,รายชื่อ,1,3,รายชื่อ,
名声,míng shēng,reputation,"ชื่อเสียง, เกียรติยศ",1,6,"ชื่อเสียง, เกียรติยศ",
名气,míng qì,reputation; fame,ชื่อเสียง,1,4,ชื่อเสียง,
后代,hòu dài,descendant; progeny,"ลูกหลาน, ศิษย์",1,6,ลูกหลาน; รุ่นหลัง,
后退,hòu tuì,to recoil,ถอยหลัง,1,5,ถอยหลัง,
后遗症,hòu yí zhèng,medicine sequelae; residual effects,อาการคงค้าง,1,5,"อาการที่หลงเหลือ, ผลข้างเคียงที่ตามมา",
吐,tǔ,to spit; to send out,"คาย, บ่งบอก",1,6,คายออก; ถ่ม,
向前,xiàng qián,forward; onward,ไปข้างหน้า,1,4,ไปข้างหน้า,
向往,xiàng wǎng,to yearn for; to look forward to,"ปรารถนา, อยากจะ",1,6,"ปรารถนา, อยากจะ",
向来,xiàng lái,always,"เสมอมา, ตั้งแต่เดิม",1,6,"เสมอมา, ตั้งแต่เดิม",
向着,xiàng zhe,towards; facing,หันไปยัง,1,4,หันไปยัง,
否决,fǒu jué,to veto; to overrule,"ยับยั้ง, ปฏิเสธ",1,6,"ยับยั้ง, ปฏิเสธ",
否认,fǒu rèn,to declare to be untrue; to deny,ปฏิเสธ,1,5,ปฏิเสธ,
听从,tīng cóng,to listen and obey; to comply with,เชื่อฟังคำสั่ง,1,5,เชื่อฟังคำสั่ง,
听见,tīng jiàn,to hear,ได้ยิน,1,1,ได้ยิน,
启动,qǐ dòng,to start,"เริ่มต้น, สั่งการ",1,6,"เริ่มเดินเครื่อง, เริ่มต้น",
启蒙,qǐ méng,to instruct the young,"สอนเด็ก, ให้ความรู้เบื้องต้น",1,6,"สอนเด็ก, ให้ความรู้เบื้องต้น",
启迪,qǐ dí,to edify; enlightenment,"สอน, ให้แสงสว่าง",1,6,"จุดประกายความคิด, ให้ความกระจ่าง",
吸取,xī qǔ,to absorb; to draw,"ดูดซึม, เรียนรู้",1,6,"ดูดซึม, เรียนรู้",
吸烟,xī yān,to smoke,สูบบุหรี่,1,6,สูบบุหรี่,
吼,hǒu,to roar; to howl,"คำราม, ผ่านโต้",1,6,"คำราม, แผดเสียง",
告知,gào zhī,to inform; to notify,แจ้งให้ทราบ,1,5,แจ้งให้ทราบ,
告示,gào shì,announcement,ประกาศ,1,5,ประกาศ,
周密,zhōu mì,careful; thorough,"ระมัดระวัง, รอบคอบ",1,6,"ระมัดระวัง, รอบคอบ",
周年,zhōu nián,anniversary; annual,"วันครบปี, ประจำปี",1,6,"วันครบปี, ประจำปี",
味儿,wèi ér,taste,รสชาติ,1,4,รสชาติ,
呼吁,hū yù,to call on; to appeal,"เรียกร้อง, ขอให้",1,6,"เรียกร้อง, ขอให้",
呼救,hū jiù,to call for help,ร้องขอความช่วยเหลือ,1,5,ร้องขอความช่วยเหลือ,
和尚,hé shàng,Buddhist monk,"เณร, พระภิกษุ",1,6,"พระภิกษุ, พระ",
咱,zán,I or me; we,ผม/เรา,1,4,เรา,
咳,ké,cough,"เสียงไอ, ห้อม",1,6,ไอ,
咽,yàn,to swallow,กลืน,1,5,กลืน,
品行,pǐn xíng,behavior; moral conduct,"พฤติกรรม, นิสัย",1,6,"ความประพฤติ, นิสัย",
响亮,xiǎng liàng,loud and clear; resounding,ดังกึ่งกระหึ่ม,1,5,"ดังกังวาน, ดังชัดเจน",
响起,xiǎng qǐ,to ring out; to sound,ดังขึ้น,1,4,ดังขึ้น,
哪些,nǎ xiē,which ones?; who?,อะไรบ้าง,1,3,อะไรบ้าง,
唤起,huàn qǐ,to waken; to rouse,ปลุกเร้า,1,5,ปลุกเร้า,
唯,wéi,only; alone,เพียง,1,5,เพียง,
唯独,wéi dú,only; just,เพียงเท่านั้น,1,5,เพียงเท่านั้น,
商讨,shāng tǎo,to discuss; to deliberate,พูดคุยปรึกษา,1,6,ปรึกษาหารือ,
啦,la,(exclamatory particle),คำลงท้ายประโยคแสดงอารมณ์,1,6,ล่ะ (คำลงท้ายแสดงอารมณ์),
善意,shàn yì,goodwill; benevolence,ความจงรักษ์,1,5,"ความหวังดี, เจตนาดี",
喇叭,lǎ bā,horn; loudspeaker,"แตร, ลำโพง",1,6,แตร; ลำโพง,
喜庆,xǐ qìng,jubilation; festive,สนุกสนาน,1,5,"รื่นเริง, เป็นมงคล",
喜怒哀乐,xǐ nù āi lè,the full range of human emotions,อารมณ์ที่หลากหลายของมนุษย์,1,6,อารมณ์ที่หลากหลายของมนุษย์,
嘉宾,jiā bīn,esteemed guest; honored guest,แขกสำคัญ,1,5,แขกผู้มีเกียรติ,
器材,qì cái,equipment; material,"อุปกรณ์, เครื่องมือ",1,6,"อุปกรณ์, เครื่องมือ",
嚷,rǎng,to shout; to bellow,ตะโกน,1,5,ตะโกน,
四处,sì chù,everywhere; all around,ทุกที่,1,5,ทุกที่,
回味,huí wèi,to call to mind and ponder over; aftertaste,สะท้อนครุ่นคิด,1,6,รสที่ค้างอยู่; หวนนึกถึง,
回国,huí guó,to return to one's home country,กลับประเทศ,1,3,กลับประเทศ,
回想,huí xiǎng,to recall; to recollect,"ระลึก, หวนคิดถึง",1,6,"ระลึก, หวนคิดถึง",
回避,huí bì,to shun; to avoid,"หลีกเลี่ยง, พยายามหลบ",1,6,"หลีกเลี่ยง, พยายามหลบ",
回馈,huí kuì,to repay a favor; to give back,"ตอบแทน, ให้ของขวัญ",1,6,"ตอบแทน, คืนกลับ",
因人而异,yīn rén ér yì,varying from person to person,แตกต่างตามบุคคล,1,5,แตกต่างตามบุคคล,
团圆,tuán yuán,to have a reunion,ชุมนุมครอบครัว,1,5,อยู่พร้อมหน้ากัน,
园地,yuán dì,garden area,พื้นที่สวน,1,6,พื้นที่สวน,
困扰,kùn rǎo,to perplex; to disturb,อุปสรรค,1,5,"รบกวนจิตใจ, กวนใจ",
围巾,wéi jīn,scarf; shawl,ผ้าพันคอ,1,5,ผ้าพันคอ,
围绕,wéi rào,to revolve around; to center on,"โคจรรอบ, เหตุมูลความ",1,6,"หมุนรอบ, มุ่งเน้นที่",
固执,gù zhí,obstinate; stubborn,"ดื้อรั้น, ดื้อดึง",1,6,"ดื้อรั้น, ดื้อดึง",
国土,guó tǔ,country's territory; national land,"อาณาเขต, พื้นดิน",1,6,"ดินแดน, อาณาเขต",
国籍,guó jí,nationality,สัญชาติ,1,4,สัญชาติ,
图书,tú shū,books,หนังสือ,1,4,หนังสือ,
图形,tú xíng,picture; figure,"ภาพ, รูปร่าง",1,6,"ภาพ, รูปร่าง",
圆形,yuán xíng,round; circular,รูปวงกลม,1,5,รูปวงกลม,
圆满,yuán mǎn,satisfactory; consummate,"น่าพอใจ, บรรเลง",1,6,"ราบรื่นสมบูรณ์, น่าพอใจ",
圈,quān,circle; ring,"ล้อม, ปิด",1,6,"วง, วงกลม",
圈套,quān tào,trap; snare,กับดัก,1,5,กับดัก,
土地,tǔ dì,land; soil,"ดิน, ที่ดิน",1,6,"ดิน, ที่ดิน",
土豆,tǔ dòu,potato,มันฝรั่ง,1,5,มันฝรั่ง,
在职,zài zhí,to be employed; to be in post,อยู่ในตำแหน่ง,1,5,อยู่ในตำแหน่ง,
地步,dì bù,stage; degree,"ระดับ, ชั้นของสภาพการณ์",1,6,"ขั้น, สภาพการณ์",
地道,dì dào,tunnel; causeway,"อุโมงค์, ทางสาย",1,6,อุโมงค์,EN-GLOSS-BUG: '地道' rarely means causeway; dominant sense 'authentic/genuine' (dìdao) missing
场地,chǎng dì,space; site,พื้นที่,1,4,พื้นที่,
场景,chǎng jǐng,scene; scenario,"ฉาก, สภาพการณ์",1,6,"ฉาก, สภาพการณ์",
坏人,huài rén,bad person; villain,คนร้าย,1,5,คนร้าย,
坐落,zuò luò,to be situated; to be located,"ตั้งอยู่, อยู่บนพื้นที่",1,6,ตั้งอยู่,
坚信,jiān xìn,to believe firmly; without any doubt,เชื่อมั่น,1,5,เชื่อมั่น,
坚决,jiān jué,firm; resolute,"หาญหาญ, เด็ดขาด",1,6,"เด็ดเดี่ยว, แน่วแน่",
坚守,jiān shǒu,to hold fast to; to stick to,ถือมั่น,1,5,ถือมั่น,
坚实,jiān shí,firm and substantial; solid,"มั่นคง, แข็งแรง",1,6,"มั่นคง, แข็งแรง",
坚持不懈,jiān chí bù xiè,idiom to persevere unremittingly,อุตสาหะไม่ท้อ,1,5,อุตสาหะไม่ท้อ,
坛,tán,altar; platform,เวทีสูง,1,5,แท่นบูชา; เวที,
型号,xíng hào,model; type,รุ่นชนิด,1,5,"รุ่น, แบบ",
垫,diàn,pad; cushion,"นวม, หมอน",1,6,"เบาะ, แผ่นรอง",
城里,chéng lǐ,in the city; downtown,ในเมือง,1,6,ในเมือง,
城镇,chéng zhèn,town; cities and towns,เมืองเล็ก,1,5,"เมือง, ชุมชนเมือง",
基地,jī dì,base; home base,ฐานทัพ,1,5,"ฐาน, ฐานที่มั่น",
堪称,kān chēng,can be rated as; can be said to be,อาจกล่าวว่า,1,5,อาจกล่าวว่า,
填充,tián chōng,to fill up; to stuff,"เติม, ยัด",1,6,"เติม, ยัด",
填写,tián xiě,to fill in a form; to write data in a box,กรอกแบบฟอร์ม,1,4,กรอกแบบฟอร์ม,
填空,tián kòng,to fill a job vacancy; to fill in a blank,เติมตำแหน่งว่าง,1,6,เติมคำในช่องว่าง; เติมตำแหน่งที่ว่าง,
