hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
傻,shǎ,foolish,งี่เง่า,1,5,งี่เง่า,
元首,yuán shǒu,head of state,หัวหน้าประเทศ,1,6,ประมุขของรัฐ,
充沛,chōng pèi,abundant; plentiful,"มากมาย, อุดมสมบูรณ์",1,6,"มากมาย, อุดมสมบูรณ์",
先前,xiān qián,before; previously,"ก่อนหน้านี้, เมื่อครั้งก่อน",1,6,"ก่อนหน้านี้, เมื่อครั้งก่อน",
先后,xiān hòu,early or late; first and last,"เรียงลำดับ, ก่อนหลัง",1,6,"เรียงลำดับ, ก่อนหลัง",
光彩,guāng cǎi,luster; splendor,"ความสดใส, ความเจิดจรัส",1,6,"ความสดใส, ความเจิดจรัส",
光明,guāng míng,light; radiance,"แสง, ความสว่าง",1,6,"แสง, ความสว่าง",
光滑,guāng huá,glossy; sleek,เรียบเงา,1,5,เรียบเงา,
光辉,guāng huī,radiance; glory,"ความจ้า, ความเจิดจรัส",1,6,"ความจ้า, ความเจิดจรัส",
克制,kè zhì,to restrain; to control,"ยับยั้ง, ควบคุม",1,6,"ยับยั้ง, ควบคุม",
免不了,miǎn bù liǎo,unavoidable; can't be avoided,หลีกเลี่ยงไม่ได้,1,5,หลีกเลี่ยงไม่ได้,
入侵,rù qīn,to invade,บุกรุก,1,5,"รุกราน, บุกรุก",
入门,rù mén,entrance door; to enter a door,"เข้าประตู, เริ่มต้น",1,6,เริ่มต้นเรียนรู้; พื้นฐานเบื้องต้น,"EN-GLOSS-BUG: ""entrance door/to enter a door"" mis-parses 入门; real sense = get started / learn the basics of a subject"
全体,quán tǐ,all; entire,"ทั้งหมด, ทุกคน",1,6,"ทั้งหมด, ทุกคน",
全力,quán lì,with all one's strength; full strength,"กำลังทั้งหมด, ท่อนพลัง",1,6,"เต็มกำลัง, สุดความสามารถ",
全力以赴,quán lì yǐ fù,to do at all costs; to make an all-out effort,"ลงแรงเต็มที่, สุดความเพียร",1,6,"ลงแรงเต็มที่, สุดความเพียร",
全年,quán nián,the whole year; all year long,ตลอดทั้งปี,1,6,ตลอดทั้งปี,
全心全意,quán xīn quán yì,idiom heart and soul; wholeheartedly,เต็มใจเต็มหัวใจ,1,5,"อย่างสุดหัวใจ, เต็มอกเต็มใจ",
全程,quán chéng,the whole distance; from beginning to end,"ตลอดระยะทาง, จากต้นจนจบ",1,6,"ตลอดระยะทาง, จากต้นจนจบ",
全能,quán néng,omnipotent; all-round,รอบด้าน,1,5,รอบด้าน,
公主,gōng zhǔ,princess,เจ้าหญิง,1,6,เจ้าหญิง,
公交车,gōng jiāo chē,public transport vehicle; town bus,รถประจำทาง,1,5,รถประจำทาง,
公告,gōng gào,post; announcement,"ประกาศ, ข่าวสาร",1,6,"ประกาศ, ข่าวสาร",
公平,gōng píng,fair; impartial,ยุติธรรม,1,5,ยุติธรรม,
公开,gōng kāi,open; overt,เปิดเผย,1,5,เปิดเผย,
公式,gōng shì,formula,"สูตร, กฎเกณฑ์",1,6,"สูตร, กฎเกณฑ์",
公顷,gōng qǐng,hectare,เฮกตาร์,1,6,เฮกตาร์,
共,gòng,common; general,ร่วม,1,4,ร่วม,
共有,gòng yǒu,in total there are ...; to own jointly,มีทั้งสิ้น,1,3,มีทั้งสิ้น; เป็นเจ้าของร่วมกัน,
关上,guān shàng,to close; to turn off,ปิด,1,3,ปิด,
关头,guān tóu,juncture; moment,จังหวะสำคัญ,1,5,จังหวะสำคัญ,
关怀,guān huái,care; solicitude,ห่วงใย,1,5,ห่วงใย,
关掉,guān diào,to switch off; to shut off,"ปิด, ดับ",1,6,"ปิด, ดับ",
关机,guān jī,to turn off; to finish shooting a film,ปิดเครื่อง,1,5,ปิดเครื่อง,
关闭,guān bì,to close; to shut,ปิด,1,5,ปิด,
兴建,xīng jiàn,to build; to construct,"สร้าง, ก่อสร้าง",1,6,"สร้าง, ก่อสร้าง",
兴致,xìng zhì,mood; spirits,สภาวะจิตใจ,1,5,"อารมณ์, ความสนใจ",
兴起,xīng qǐ,to rise; to spring up,เกิดขึ้น,1,5,เกิดขึ้น,
其余,qí yú,the rest; the others,"ที่เหลือ, คนอื่นๆ",1,6,"ที่เหลือ, คนอื่นๆ",
其后,qí hòu,next; later,"หลังจากนั้น, ต่อจากนั้น",1,6,"หลังจากนั้น, ต่อจากนั้น",
兼职,jiān zhí,to hold concurrent posts; concurrent job,งานเสริม,1,5,งานเสริม,
兼顾,jiān gù,to juggle multiple tasks/duties,ดูแลหลายอย่างควบคู่กัน,1,6,ดูแลหลายอย่างควบคู่กัน,
内向,nèi xiàng,reserved; introverted,มีนิสัยขี้อายและเก็บตัว,1,6,"เก็บตัว, ขี้อาย",
内外,nèi wài,inside and outside; domestic and foreign,"ข้างใน และข้างนอก, ในและนอก",1,6,ในและนอก; ในและต่างประเทศ,
内衣,nèi yī,undergarment; underwear,ชุดชั้นใน,1,6,ชุดชั้นใน,
再也,zài yě,not ever again; any longer,ไม่เคยอีก,1,5,"ไม่อีกต่อไป, ไม่อีกเลย","bound adverb, always paired with a negation"
再现,zài xiàn,to recreate; to reconstruct,"สร้างใหม่, แสดงผ่านการสร้าง",1,6,"จำลองขึ้นใหม่, ทำให้ปรากฏอีกครั้ง",
再生,zài shēng,to be reborn; to regenerate,เกิดใหม่,1,5,เกิดใหม่,
军人,jūn rén,serviceman; soldier,"ทหาร, นักรบ",1,6,ทหาร,
农产品,nóng chǎn pǐn,agricultural produce,ผลิตภัณฑ์เกษตร,1,6,ผลิตภัณฑ์เกษตร,
冲突,chōng tū,conflict; to conflict,"ความขัดแย้ง, ปะทะ",1,6,"ความขัดแย้ง, ปะทะ",
决心,jué xīn,determination; resolution,ความมุ่งมั่น,1,5,ความมุ่งมั่น,
决策,jué cè,strategic decision; decision-making,การตัดสินใจที่กำหนดนโยบาย,1,6,การตัดสินใจเชิงนโยบาย,
况且,kuàng qiě,moreover; besides,"นอกจากนั้น, ยิ่งไปกว่านั้น",1,6,"นอกจากนั้น, ยิ่งไปกว่านั้น",
冷气,lěng qì,cold air; air conditioning,"อากาศเย็น, แอร์",1,6,"อากาศเย็น, แอร์",
冷水,lěng shuǐ,cold water; unboiled water,"น้ำเย็น, น้ำไม่ต้ม",1,6,"น้ำเย็น, น้ำไม่ต้ม",
冷淡,lěng dàn,cold; indifferent,"ห่างไกล, เฉยชาสัมพันธ์",1,6,"เย็นชา, เฉยเมย",
冷漠,lěng mò,cold; indifferent,เย็นชา,1,5,เย็นชา,
冷酷,lěng kù,unfeeling; callous,"หนาว, ไร้เมตตา",1,6,"ไร้เมตตา, เยือกเย็น",
冷酷无情,lěng kù wú qíng,cold-hearted; unfeeling,"ไร้เมตตา, โหดร้าย",1,6,"ไร้เมตตา, โหดร้าย",
冻,dòng,to freeze; to feel very cold,แข็ง,1,5,แช่แข็ง; หนาวเหน็บ,
准则,zhǔn zé,norm; standard,"หลักเกณฑ์, บรรทัดฐาน",1,6,"หลักเกณฑ์, บรรทัดฐาน",
减压,jiǎn yā,to reduce pressure; to relax,ลดแรงดัน,1,5,ลดแรงดัน; คลายเครียด,
凝固,níng gù,to freeze; to solidify,"แข็งตัว, เป็นของแข็ง",1,6,"แข็งตัว, เป็นของแข็ง",
