hanzi,pinyin,english,thai_current,freq,level
解开,jiě kāi,to untie; to undo,ปลดออก,1,6
解散,jiě sàn,to dissolve; to disband,แตกแยก,1,6
解读,jiě dú,to decipher; to decode,อ่านแล้วเข้าใจ,1,6
解除,jiě chú,to remove; to sack,"ยกเลิก, จำหน่าย",1,6
触动,chù dòng,to touch; to stir up,"สัมผัส, กระทบใจ",1,6
触目惊心,chù mù jīng xīn,shocking; horrifying,น่ากลัวสำหรับจักษุ,1,6
言辞,yán cí,words; expression,ถ้อยแถลง,1,6
警官,jǐng guān,constable; police officer,ตำรวจ,1,5
譬如,pì rú,for example; for instance,เช่นว่า,1,6
认出,rèn chū,recognition; to recognize,จำได้,1,4
认定,rèn dìng,to maintain; to determine,"ยืนยัน, ชี้ขาดว่า",1,6
认错,rèn cuò,to admit a mistake,ยอมรับผิด,1,4
训,xùn,to teach; to train,สอนการฝึก,1,6
讲话,jiǎng huà,a speech; to speak,การปราศรัย,1,4
许,xǔ,many; to allow,อนุญาต,1,3
设施,shè shī,facilities; installation,สิ่งจัดตั้ง,1,6
设置,shè zhì,to set up; to install,ติดตั้ง,1,5
证件,zhèng jiàn,certificate,เอกสารแสดงตัวตน,1,5
证据,zhèng jù,evidence; proof,หลักฐาน,1,6
评估,píng gū,to evaluate; to assess,ประเมินค่า,1,6
评论,píng lùn,to comment on; to discuss,แสดงความเห็น,1,6
识字,shí zì,to learn to read; able to read,เรียนรู้การอ่านตัวอักษร,1,5
试用,shì yòng,to try something out; to be on probation,ใช้ทดลอง,1,4
诚心诚意,chéng xīn chéng yì,earnestly and sincerely,จากใจจริง,1,5
话筒,huà tǒng,microphone; telephone receiver,ไมโครโฟน,1,5
话语,huà yǔ,words; speech,ถ้อยคำ,1,6
语音,yǔ yīn,speech sounds; pronunciation,เสียงพูด,1,4
误解,wù jiě,to misunderstand; misunderstanding,ความเข้าใจผิด,1,6
说不定,shuō bù dìng,can't say for sure; maybe,บางทีอาจจะ,1,5
说谎,shuō huǎng,to lie; to tell an untruth,โกหก,1,5
请教,qǐng jiào,to ask for guidance; to consult,ขอชี้แนะ,1,5
请求,qǐng qiú,to request; to ask,ร้องขอ,1,5
读音,dú yīn,pronunciation,การออกเสียง,1,3
课题,kè tí,task; problem,เรื่องเรียน,1,5
调研,diào yán,to investigate and research; research,สอบสวนวิจัย,1,6
谈到,tán dào,to refer to; to speak about,พูดถึง,1,6
谈论,tán lùn,to discuss; to talk about,คุยกัน,1,5
谈起,tán qǐ,to mention; to speak of,พูดเล่า,1,6
谋生,móu shēng,to earn a living,หางานเลี้ยงชีพ,1,6
谣言,yáo yán,rumor,ข่าวลือ,1,5
豁达,huò dá,optimistic; sanguine,ใจกว้าง,1,6
豆浆,dòu jiāng,soy milk,นมถั่ว,1,6
豆腐,dòu fǔ,tofu; bean curd,เต้าหู้,1,5
负,fù,to bear; to carry,แบก,1,4
负责人,fù zé rén,person in charge,ผู้รับผิดชอบ,1,4
财力,cái lì,financial resources,ความสามารถทางการเงิน,1,6
责怪,zé guài,to blame; to rebuke,ตำหนิ,1,5
账,zhàng,account; bill,"บัญชี, ค่า",1,5
账户,zhàng hù,"bank, computer etc account",บัญชีธนาคาร,1,5
质地,zhì dì,texture; background,"วัฒนภูมิ, เนื้อแน่น",1,6
贩卖,fàn mài,to sell; to peddle,ขายแพร่,1,6
贫困,pín kùn,impoverished; poverty,"ยากจน, ความยากจน",1,6
贫穷,pín qióng,poor; impoverished,ยากจน,1,5
购,gòu,to buy; to purchase,ซื้อ,1,6
贯通,guàn tōng,to link up; to thread together,เชื่อมให้ยาว,1,6
贴切,tiē qiè,close-fitting; closest,มีความเกี่ยวข้องกับ,1,6
贸易,mào yì,commercial trade,การค้า,1,6
费用,fèi yòng,cost; expenditure,ค่าใช้,1,5
