hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
亮,liàng,bright; light,"สว่าง, สดใส",5,3,"สว่าง, สดใส",
亲自,qīn zì,personally; in person,"ด้วยตัวเอง, โดยตรง",5,5,"ด้วยตัวเอง, ด้วยตนเอง",
人家,rén jiā,household; dwelling,ครัวเรือน; คนอื่น,5,5,ครัวเรือน; คนอื่น,EN-GLOSS-BUG: 人家's most common sense 'other people / one (colloquial pronoun)' is missing from EN 'household; dwelling'; kept คนอื่น to reflect real usage
仅,jǐn,barely; only,"เพียง, แค่",5,4,"เพียง, แค่",
从事,cóng shì,to go for; to engage in,"ประกอบอาชีพ, ทำงานด้าน",5,5,"ประกอบอาชีพ, ทำงานด้าน",
付出,fù chū,to pay; to expend,"ทุ่มเท, เสียสละ(เวลา/แรง)",5,5,"ทุ่มเท, เสียสละ(เวลา/แรง)",
伙伴,huǒ bàn,companion; pal,"พันธมิตร, สหายสนิท",5,5,"เพื่อน, คู่หู",พันธมิตร (ally) is wrong register for companion/pal
伞,sǎn,umbrella; parasol,ร่ม,5,3,ร่ม,
传来,chuán lái,of a sound to come through; to be heard,ได้ยินเสียงมา,5,5,ได้ยินเสียงมา,
佩服,pèi fú,to admire,"นับถือ, ชื่นชม",5,5,"นับถือ, ชื่นชม",
依靠,yī kào,to rely on; to depend on,"พึ่งพา, ไว้วางใจ",5,5,"พึ่งพา, พึ่งพิง",
保健,bǎo jiàn,health protection; health care,การดูแลสุขภาพ,5,6,การดูแลสุขภาพ,
修,xiū,to repair; to fix,"ซ่อม, ซ่อมแซม",5,4,"ซ่อม, ซ่อมแซม",
修改,xiū gǎi,to amend; to alter,"แก้ไข, ปรับปรุง",5,5,"แก้ไข, ปรับปรุง",
做法,zuò fǎ,way of handling something; method for making,"วิธีทำ, วิธีการ",5,4,"วิธีทำ, วิธีการ",
停,tíng,to stop; to halt,"หยุด, จอด",5,4,"หยุด, จอด",
停留,tíng liú,to stay somewhere temporarily; to stop over,"หยุดพัก, ค้าง",5,4,"หยุดพัก, ค้าง",
健身,jiàn shēn,to exercise; to keep fit,ออกกำลังกาย,5,5,ออกกำลังกาย,
偶然,ǒu rán,incidentally; occasional,"บังเอิญ, เป็นครั้งคราว",5,5,บังเอิญ; เป็นครั้งคราว,
兑换,duì huàn,to convert; to exchange,แลกเปลี่ยน,5,6,แลกเปลี่ยน,
入口,rù kǒu,entrance; to import,ทางเข้า,5,4,ทางเข้า,
全国,quán guó,whole nation; nationwide,ทั่วประเทศ,5,4,ทั่วประเทศ,
公斤,gōng jīn,kilogram,กิโลกรัม,5,3,กิโลกรัม,
冒险,mào xiǎn,to take risks; to take chances,"เสี่ยง, ผจญภัย",5,5,เสี่ยง; ผจญภัย,
农作物,nóng zuò wù,farm crops,พืชการเกษตร,5,6,พืชผลทางการเกษตร,
农村,nóng cūn,rural area; village,ชนบท,5,4,ชนบท,
冲动,chōng dòng,to have an urge; to be impetuous,"หุนหันพลันแล่น, วูบวาบ",5,6,หุนหันพลันแล่น,
减轻,jiǎn qīng,to lighten; to ease,"บรรเทา, ทำให้เบาลง",5,4,"บรรเทา, ทำให้เบาลง",
出于,chū yú,due to; to stem from,"เนื่องมาจาก, ออกมาจาก",5,4,"เนื่องมาจาก, ออกมาจาก",
分为,fēn wéi,to divide something into; to subdivide,แบ่งออกเป็น,5,5,แบ่งออกเป็น,
分别,fēn bié,to part; to leave each other,"แตกต่าง, ลาจาก",5,5,"ลาจาก, จากลา",EN-GLOSS-BUG: EN 'to part' omits 分别's common senses 'separately/respectively' and 'to distinguish'
刚刚,gāng gāng,just recently; just a moment ago,"เพิ่งจะ, เมื่อกี้",5,4,"เพิ่งจะ, เมื่อกี้",
制定,zhì dìng,to draw up; to formulate,"กำหนด, ร่าง (แผน/กฎ)",5,5,"กำหนด, ร่าง (แผน/กฎ)",
剑,jiàn,sword,"กระบี่, ดาบ",5,5,"กระบี่, ดาบ",
功效,gōng xiào,efficacy,"ประสิทธิ์, ผลประโยชน์",5,6,"สรรพคุณ, ประสิทธิผล",thai_current ประสิทธิ์ is not a complete Thai word; 功效 = efficacy (esp. of medicine) = สรรพคุณ
加上,jiā shàng,plus; to put in,"บวกกับ, รวมกับ; อีกทั้ง",5,4,"บวกกับ, รวมกับ; อีกทั้ง",
动力,dòng lì,motive power,แรงผลักดัน,5,6,แรงผลักดัน,
动画片,dòng huà piàn,animated film,ภาพยนตร์การ์ตูน,5,6,ภาพยนตร์การ์ตูน,
卧室,wò shì,bedroom,ห้องนอน,5,5,ห้องนอน,
印刷术,yìn shuā shù,printing; printing technology,ศิลปะพิมพ์,5,6,"เทคนิคการพิมพ์, การพิมพ์",
危机,wēi jī,crisis,วิกฤตการณ์,5,5,วิกฤตการณ์,
原,yuán,original; former,"เดิม, ดั้งเดิม",5,4,"เดิม, ดั้งเดิม",
反而,fǎn ér,on the contrary; instead,"ในทางกลับกัน, แต่กลับ",5,5,"ในทางกลับกัน, แต่กลับ",
句,jù,sentence; clause,ประโยค; ลักษณนาม(ประโยค),5,3,ประโยค; ลักษณนาม(ประโยค),
可谓,kě wèi,it could even be said,อาจกล่าวได้ว่า,5,5,อาจกล่าวได้ว่า,
合同,hé tóng,contract; agreement,สัญญา,5,5,สัญญา,
后人,hòu rén,later generation,"คนหลัง, รุ่นลูก",5,6,"คนรุ่นหลัง, ลูกหลาน",
否定,fǒu dìng,to negate; to deny,ปฏิเสธ,5,5,ปฏิเสธ,
吨,dūn,ton,ตัน,5,6,ตัน,
含义,hán yì,meaning; implied meaning,"ความหมาย, นัย",5,6,"ความหมาย, นัย",
听说,tīng shuō,to hear; one hears,"ได้ยินว่า, ได้ข่าวว่า",5,2,"ได้ยินว่า, ได้ข่าวว่า",
命运,mìng yùn,fate; destiny,โชคชะตา,5,5,โชคชะตา,
咱们,zán men,we or us spoken to); dialect I or me,พวกเรา,5,4,พวกเรา,
品尝,pǐn cháng,to have a taste of; to sample,"ลิ้มรส, ชิม",5,5,"ลิ้มรส, ชิม",
品种,pǐn zhǒng,breed; variety,"สายพันธุ์, ชนิด",5,5,"สายพันธุ์, ชนิด",
哥,gē,elder brother,พี่ชาย,5,2,พี่ชาย,
商人,shāng rén,merchant; businessman,"พ่อค้า, นายค้า",5,5,"พ่อค้า, นักธุรกิจ",
回去,huí qù,to return; to go back,กลับไป,5,1,กลับไป,
团队,tuán duì,team,"ทีม, กลุ่มคน",5,5,"ทีม, ทีมงาน",
困境,kùn jìng,predicament; plight,"สถานการณ์ลำบาก, ภาวะคับขัน",5,4,"สถานการณ์ลำบาก, ภาวะคับขัน",
图案,tú àn,design; pattern,"ลวดลาย, แบบ",5,6,"ลวดลาย, แบบ",
地点,dì diǎn,place; site,สถานที่,5,4,สถานที่,
增,zēng,to increase,"เพิ่มขึ้น, ขยาย",5,6,"เพิ่มขึ้น, ขยาย",
壮,zhuàng,strong; robust; sturdy,"แข็งแรง, กำยำ",5,6,"แข็งแรง, กำยำ",
声,shēng,sound; voice,เสียง,5,5,เสียง,
外出,wài chū,to go out; to go away,"ออกนอก, เดินทาง",5,6,"ออกไปข้างนอก, เดินทางออกไป",
多数,duō shù,majority; most,ส่วนใหญ่,5,4,ส่วนใหญ่,
多次,duō cì,many times; repeatedly,หลายครั้ง,5,4,หลายครั้ง,
够,gòu,enough; quite,"พอ, เพียงพอ",5,4,"พอ, เพียงพอ",
大声,dà shēng,loud voice; in a loud voice,"เสียงดัง, พูดดัง",5,5,"เสียงดัง, พูดดัง",
大多数,dà duō shù,great majority,"ส่วนใหญ่, ส่วนมาก",5,4,"ส่วนใหญ่, ส่วนมาก",
大小,dà xiǎo,large and small; size,ขนาด,5,4,ขนาด,
大熊猫,dà xióng māo,giant panda,แพนด้ายักษ์,5,3,แพนด้ายักษ์,
大米,dà mǐ,husked rice,ข้าว,5,2,ข้าวสาร,
天下,tiān xià,land under heaven; the whole world,"โลก, ทั่วไป",5,5,"โลก, แผ่นดิน",
天然,tiān rán,natural,ตามธรรมชาติ,5,6,ตามธรรมชาติ,
头,tóu,head,"หัว, ศีรษะ",5,4,"หัว, ศีรษะ",
头脑,tóu nǎo,brains; mind,"สมอง, หัวคิด",5,4,"สมอง, หัวคิด",
奇妙,qí miào,wonderful,"มหัศจรรย์, น่าอัศจรรย์",5,6,"มหัศจรรย์, น่าอัศจรรย์",
奥秘,ào mì,secret; mystery,"ความลี้ลับ, ความลับ",5,6,"ความลี้ลับ, ความลับ",
女士,nǚ shì,lady; madam,"สุภาพสตรี, คุณหญิง",5,5,"สุภาพสตรี, คุณผู้หญิง",
女孩儿,nǚ hái ér,girl,เด็กผู้หญิง,5,2,เด็กผู้หญิง,
她们,tā men,they; them,พวกเธอ (ผู้หญิง),5,1,พวกเธอ (ผู้หญิง),
好多,hǎo duō,many; quite a lot,มากมาย,5,1,มากมาย,
好奇,hào qí,inquisitive; curious,"อยากรู้อยากเห็น, สงสัย",5,5,"อยากรู้อยากเห็น, สงสัย",
好奇心,hào qí xīn,interest in something; curiosity,ความอยากรู้อยากเห็น,5,5,ความอยากรู้อยากเห็น,
妈,mā,ma; mom,แม่,5,3,แม่,
威胁,wēi xié,to threaten; to menace,"คุกคาม, ข่มขู่",5,5,"คุกคาม, ข่มขู่",
婚礼,hūn lǐ,wedding ceremony; wedding,งานแต่งงาน,5,5,งานแต่งงาน,
字幕,zì mù,subtitles; captions,"คำบรรยาย, ซับไตเติล",5,5,"คำบรรยาย, ซับไตเติล",
完善,wán shàn,perfect; complete; to improve,"สมบูรณ์แบบ, ทำให้สมบูรณ์",5,5,"สมบูรณ์แบบ, ทำให้สมบูรณ์",
定,dìng,to fix; to set,"กำหนด, ตั้ง; แน่นอน",5,4,"กำหนด, ตั้ง; แน่นอน",
实行,shí xíng,to implement; to carry out,"บังคับใช้, ดำเนิน",5,6,"บังคับใช้, ดำเนิน",
实践,shí jiàn,practice; to put into practice,"การปฏิบัติ, ลงมือทำ",5,5,"การปฏิบัติ, ลงมือทำ",
宣传,xuān chuán,to disseminate; to give publicity to,"ประชาสัมพันธ์, โฆษณา",5,5,"ประชาสัมพันธ์, โฆษณา",
家人,jiā rén,family member; old servant,"คนในครอบครัว, สมาชิกครอบครัว",5,4,"คนในครอบครัว, สมาชิกครอบครัว",
富,fù,rich; wealthy,"รวย, มั่งคั่ง; อุดม",5,4,"รวย, มั่งคั่ง; อุดม",
富有,fù yǒu,rich; wealthy,"มั่งมี, เปี่ยมด้วย",5,4,"มั่งมี, เปี่ยมด้วย",
寒冷,hán lěng,cold; frigid,หนาวเย็น,5,4,หนาวเย็น,
小心,xiǎo xīn,to be careful; to take care,ระวัง,5,3,ระวัง,
就算,jiù suàn,even if,"ถึงแม้ว่า, ต่อให้",5,4,"ถึงแม้ว่า, ต่อให้",
层,céng,to pile on top of one another; layer,ชั้น; ลักษณนาม(ชั้น),5,3,ชั้น; ลักษณนาม(ชั้น),
山,shān,mountain,ภูเขา,5,3,ภูเขา,
差异,chā yì,difference; discrepancy,ความแตกต่าง,5,5,ความแตกต่าง,
帽子,mào zi,hat; cap,หมวก,5,3,หมวก,
年纪,nián jì,age,อายุ,5,5,อายุ,
庄稼,zhuāng jià,farm crop,พืชผล (การเกษตร),5,6,พืชผล (การเกษตร),
店,diàn,shop; hotel,"ร้าน, โรงแรม",5,2,ร้าน; โรงแรม,
建设,jiàn shè,to build,"ก่อสร้าง, พัฒนา",5,5,"ก่อสร้าง, พัฒนา",
开发,kāi fā,to exploit; to open up,"พัฒนา, บุกเบิก",5,5,"พัฒนา, บุกเบิก",
开心,kāi xīn,to feel happy; to rejoice,"ดีใจ, มีความสุข",5,4,"ดีใจ, มีความสุข",
弄,nòng,to do; to manage,"ทำ, จัดการ",5,4,"ทำ, จัดการ",
强度,qiáng dù,strength; intensity,"ความเข้ม, ความแข็งแรง",5,5,"ความเข้ม, ความแข็งแรง",
强烈,qiáng liè,strong; intense,"รุนแรง, แรง",5,5,"รุนแรง, แรง",
录取,lù qǔ,to admit (into school/job),รับเข้า (เรียน/ทำงาน),5,5,รับเข้า (เรียน/ทำงาน),
形容,xíng róng,to describe; literary countenance,"พรรณนา, บรรยาย",5,6,"พรรณนา, บรรยาย",
形象,xíng xiàng,image; form,"ภาพลักษณ์, รูปแบบ",5,5,"ภาพลักษณ์, รูปลักษณ์",
心脏,xīn zàng,heart,หัวใจ,5,6,หัวใจ,
忍不住,rěn bú zhù,cannot help; unable to bear,"อดไม่ได้, กลั้นไม่อยู่",5,5,"อดไม่ได้, กลั้นไม่อยู่",
怎么办,zěn me bàn,what's to be done,จะทำอย่างไรดี,5,3,จะทำอย่างไรดี,
思想,sī xiǎng,thought; thinking,"ความคิด, แนวคิด",5,5,"ความคิด, แนวคิด",
