hanzi,pinyin,english,thai_current,freq,level
清洁,qīng jié,clean; to clean,สะอาด,1,6
清洗,qīng xǐ,to wash; to rinse,"ล้าง,ทำความสะอาด",1,6
清醒,qīng xǐng,clear-headed; sober,ตื่นตัว,1,5
渠道,qú dào,channel; avenue,"ช่องทาง,ท่อน้ำ",1,6
渡过,dù guò,to cross over; to pass through,"ข้าม,ผ่านไป",1,6
游人,yóu rén,a tourist,นักท่องเที่ยว,1,5
湖泊,hú pō,lake,ทะเลสาบ,1,6
湿,shī,moist; wet,ชื้น,1,5
滔滔不绝,tāo tāo bù jué,idiom to produce a torrent of words,พูดไม่หยุด,1,6
滚,gǔn,to boil; to roll,กลิ้ง,1,5
滚动,gǔn dòng,to roll; to do something in a loop,ม้วน,1,5
满怀,mǎn huái,to be filled with (emotion),หัวใจเต็มไปด้วย,1,5
滴,dī,to drip; to let drip,หยดน้ำ,1,6
漂,piāo,to float; to drift,ลอย,1,4
演习,yǎn xí,"military, firefighting etc drill","การฝึก,ท่องทำการ",1,6
演绎,yǎn yì,of a story etc to unfold; to play out,"บรรยาย,แสดง",1,6
漫长,màn cháng,very long; endless,ยาวนานเป็นอย่างมาก,1,6
潇洒,xiāo sǎ,confident and at ease; free and easy,"ร่วมรื่น,สบาย",1,6
激活,jī huó,to activate,เปิดใช้งาน,1,6
激起,jī qǐ,to arouse; to evoke,"กระตุ้น,ยุแหล",1,6
瀑布,pù bù,waterfall,น้ำตกใหญ่,1,6
灌溉,guàn gài,to irrigate,ชลประทาน,1,6
火候,huǒ hòu,heat control,ความร้อน,1,5
火焰,huǒ yàn,blaze; flame,"ปะทัด,เปลวไฟ",1,6
火箭,huǒ jiàn,rocket,จรวด,1,6
火辣辣,huǒ là là,scorching hot; stinging,ร้อนทำให้เจ็บ,1,6
灭绝,miè jué,to become extinct; to die out,สูญพันธุ์,1,6
灯笼,dēng lóng,lantern,โคมไฟ,1,6
灵巧,líng qiǎo,deft; nimble,"ชาญฉลาด,ว่องไว",1,6
灾区,zāi qū,disaster area; stricken region,"พื้นที่ประสบภัย, เขตภัยพิบัติ",1,5
灾害,zāi hài,calamity; disaster,ความเสียหาย,1,5
炉子,lú zi,stove; oven,"เตา,เตาอบ",1,6
炒,chǎo,to sauté; to stir-fry,ผัด,1,5
点火,diǎn huǒ,to ignite; to light a fire,จุดไฟ,1,5
点评,diǎn píng,to comment; a point by point commentary,"วิจารณ์,ให้ความเห็น",1,6
炼,liàn,to refine; to smelt,ชำระ,1,5
烂,làn,soft; mushy,"อ่อน,ละลาย",1,6
烟花,yān huā,fireworks; prostitute,"พลุ,ดอกไม้ไฟ",1,6
烤鸭,kǎo yā,roast duck,เป็ดย่าง,1,4
烦,fán,to feel vexed; to bother,"รำคาญ,หน่วยใจ",1,6
烦躁,fán zào,jittery; twitchy,อึดอัด,1,5
烫,tàng,to scald; to burn,ลวก,1,5
热带,rè dài,the tropics; tropical,เขตร้อน,1,5
热水,rè shuǐ,hot water,น้ำอุ่น,1,3
热点,rè diǎn,hot spot; point of special interest,จุดสำคัญ,1,6
焰火,yàn huǒ,fireworks,พลุ,1,6
煤炭,méi tàn,coal,ถ่านหิน,1,5
照料,zhào liào,to tend; to take care of someone,"ดูแล,บริหาร",1,6
照耀,zhào yào,to shine; to illuminate,ส่องแสง,1,6
熊,xióng,bear,หมี,1,6
熏陶,xūn táo,to seep in; to influence,เป็นอิทธิพล,1,6
熟练,shú liàn,practiced; proficient,ชำนาญ,1,5
爆,bào,to explode; to burst,"ระเบิด,ผัดไว",1,6
爆发,bào fā,to break out,ระเบิด,1,5
爪子,zhuǎ zi,animal's claw,เล็บสัตว์,1,6
爱不释手,ài bù shì shǒu,to love dearly; can't put down,รักและไม่ยอมปล่อย,1,6
爱护,ài hù,to cherish; to treasure,รักษา,1,5
爱面子,ài miàn zi,to like to look good in the eyes of others,"รักหน้าตา, ห่วงหน้าตา",1,6
父女,fù nǚ,father and daughter,บิดาและบุตรสาว,1,4
爽快,shuǎng kuài,refreshed; rejuvenated,ผ่อนโล่ง,1,6
牌子,pái zi,sign; trademark,เครื่องหมาย,1,5
牡丹,mǔ dān,tree peony,มู่ตั้น,1,6
牢,láo,firm; secure,"แข็ง,มั่นคง",1,6
牢固,láo gù,firm; secure,"มั่นคง,ทึ่ง",1,6
物品,wù pǐn,articles; goods,ของใช้,1,5
特产,tè chǎn,special local product; regional specialty,พื้นเมืองเฉพาะ,1,6
特地,tè dì,specially; for a special purpose,เป็นพิเศษ,1,6
特定,tè dìng,special; specific,เฉพาะเจาะจง,1,6
特长,tè cháng,special skill; strong point,จุดเด่น,1,6
牺牲,xī shēng,to sacrifice one's life; to sacrifice,เสียสละ,1,6
犯规,fàn guī,to break the rules; an illegality,ฝ่าฝืนกฎ,1,5
状元,zhuàng yuán,top scorer (in an exam),ผู้ที่ทดสอบแรก,1,6
犹豫不决,yóu yù bù jué,hesitancy; indecision,ลังเลใจ,1,5
狂欢,kuáng huān,party; carousal,งานปาร์ตี้บ้าคลั่ง,1,6
独一无二,dú yī wú èr,idiom unique; unmatched,ไม่มีอย่างอื่นเท่ากับ,1,5
独立自主,dú lì zì zhǔ,independent; self-reliant,เป็นอิสระ,1,6
狭隘,xiá ài,narrow; cramped,"แคบ,แคบชิด",1,6
猛,měng,ferocious; fierce,ดุร้าย,1,6
猛烈,měng liè,fierce; violent,รุนแรง,1,6
猛然,měng rán,suddenly; abruptly,ทันใด,1,5
率先,shuài xiān,to take the lead; to show initiative,นำหน้า,1,6
率领,shuài lǐng,to lead; to command,"นำหน้า,บัญชา",1,6
王后,wáng hòu,queen,ราชินี,1,6
王国,wáng guó,kingdom; realm,อาณาจักร,1,6
王子,wáng zǐ,prince; son of a king,เจ้าชาย,1,6
环绕,huán rào,to surround; to circle,วนรอบ,1,6
现状,xiàn zhuàng,current situation,สถานการณ์ปัจจุบัน,1,5
现金,xiàn jīn,cash,เงินสด,1,4
班长,bān zhǎng,class monitor; squad leader,หัวหน้าชั้นเรียน,1,4
