hanzi,pinyin,english,thai_current,freq,level
一无所有,yī wú suǒ yǒu,have nothing at all,ไม่มีอะไรเลย,1,6
一早,yī zǎo,early in the morning; at dawn,เช้าเรือนแรก,1,6
一晃,yī huǎng,in a flash; in an instant,ในพริบตา,1,6
一次性,yí cì xìng,one-off; one-time,ครั้งเดียว,1,4
一目了然,yī mù liǎo rán,obvious at a glance,เห็นได้ชัดเจน,1,6
一路,yī lù,the whole journey; all the way,ตลอดทาง,1,6
一路上,yī lù shàng,along the way; the whole way,ตลอดทาง,1,3
一辈子,yī bèi zi,for a lifetime,ตลอดชีวิต,1,5
一连,yī lián,in a row; in succession,เรียงต่อเนื่อง,1,6
万一,wàn yī,just in case; if by any chance,เผื่อว่า,1,5
三维,sān wéi,three-dimensional; 3D,สามมิติ,1,6
上下,shàng xià,"up and down; about, or so",ขึ้นลง,1,3
上个月,shàng gè yuè,last month,เดือนที่แล้ว,1,3
上岗,shàng gǎng,to take up one's post; to go on duty,มารายงานตัวที่งาน,1,6
上市,shàng shì,to hit the market; to float,ลิสต์ในตลาด,1,5
上当,shàng dàng,taken in; to be fooled,ตกหลุมพราง,1,5
上方,shàng fāng,place above; upper part,ด้านบน,1,6
上楼,shàng lóu,to go upstairs,ขึ้นไปบน,1,3
上游,shàng yóu,upper reaches; upper level,ตอนบน,1,6
上边,shàng biān,the top; above,ด้านบน,1,3
上述,shàng shù,aforementioned; above-mentioned,กล่าวข้างต้น,1,5
下令,xià lìng,to give an order; to issue an order,สั่งการ,1,5
下意识,xià yì shí,subconscious mind,จิตใจสำนึกใต้สำนึก,1,6
下旬,xià xún,last third of the month,ปลายเดือน,1,5
下游,xià yóu,lower reaches; lower level,ตอนล่าง,1,6
下课,xià kè,to finish class; to get out of class,เลิกเรียน,1,2
下调,xià tiáo,to adjust downwards; to lower,ปรับลด,1,5
不一会儿,bù yī huì er,in a little while,ไม่นาน,1,5
不予,bù yǔ,to withhold; to refuse,"ไม่ให้, ปฏิเสธ",1,6
不假思索,bù jiǎ sī suǒ,idiom to act without taking time to think,ไม่คิดไตร่ตรองก่อน,1,5
不免,bù miǎn,inevitably,หลีกเลี่ยงไม่ได้,1,5
不在乎,bù zài hū,not to care,ไม่ใส่ใจ,1,6
不已,bù yǐ,used after a verb endlessly; incessantly,อย่างไม่หยุด,1,5
不得了,bù dé le,desperately serious; disastrous,"น่ากลัว, น่าเป็นห่วง",1,6
不怎么,bù zěn me,not very; not particularly,"ไม่มาก, ไม่เป็นพิเศษ",1,6
不慎,bù shèn,incautious; inattentive,"ประมาท, เลินเล่อ",1,6
不懈,bù xiè,untiring; unremitting,อย่างไม่ยอมแพ้,1,5
不料,bù liào,unexpectedly; to one's surprise,"คาดมิได้, ไม่คาดคิด",1,6
不服,bù fú,to not accept; to disagree,ไม่ยินยอม,1,5
不服气,bù fú qì,unwilling to concede; defiant,ไม่ยอมรับ,1,6
不用说,bú yòng shuō,needless to say; it goes without saying,"ไม่ต้องพูด, เห็นได้ชัด",1,6
