hanzi,pinyin,english,thai_current,freq,level
打倒,dǎ dǎo,to overthrow; to knock down,โค่นล้ม,3,6
抓住,zhuā zhù,to grab hold of; to capture,จับได้,3,5
折,zhé,to break; to fold,หัก,3,4
拔,bá,to pull up; to pull out,ถอน,3,6
拟,nǐ,to draft; to plan,คร่าวๆ,3,6
拨打,bō dǎ,to call; to dial,โทรหา,3,6
指出,zhǐ chū,to indicate; to point out,ชี้ให้เห็น,3,5
指标,zhǐ biāo,production target; quota,"เป้าหมาย, โควตา",3,6
指点,zhǐ diǎn,to point out; to indicate,ชี้แนะ,3,5
指着,zhǐ zhe,pointing at,ชี้ไปที่,3,5
挑,tiāo,to carry on a shoulder pole; to choose,เลือก,3,6
挑剔,tiāo tī,picky; fussy,เคร่งครัด,3,6
损失,sǔn shī,loss; damage,ขาดทุน,3,5
捡,jiǎn,to pick up; to collect,เก็บ,3,5
授予,shòu yǔ,to award; to confer,มอบให้,3,6
掌声,zhǎng shēng,applause,ตบมือ,3,4
排列,pái liè,to arrange in order; math. permutation,จัดเรียง,3,4
探索,tàn suǒ,to explore; to probe,สำรวจ,3,6
探险,tàn xiǎn,to explore; to go on an expedition,ผจญภัย,3,6
接下来,jiē xià lái,next; up next; coming up,ต่อไป,3,3
推动,tuī dòng,to push; to promote,ผลักดัน,3,6
描写,miáo xiě,to describe; to depict,บรรยาย,3,5
提起,tí qǐ,to mention; to bring up,กล่าวถึง,3,6
携带,xié dài,to carry; to support,ถือ,3,5
撞击,zhuàng jī,to strike; to hit,ชน,3,6
撤,chè,to remove; to take away,ถอนออก,3,5
支出,zhī chū,to spend; to pay out,จ่าย,3,6
收,shōu,to receive; to accept,รับ,3,4
收集,shōu jí,to gather; to collect,รวบรวม,3,5
改良,gǎi liáng,to improve; to reform,ปรับปรุง,3,6
放下,fàng xià,to lay down; to put down,วางลง,3,4
效应,xiào yìng,effect,ผลกระทบ,3,5
敌人,dí rén,enemy,ศัตรู,3,5
敏捷,mǐn jié,nimble; quick,ว่องไว,3,6
教学,jiào xué,to teach,การสอน,3,4
教材,jiào cái,teaching material,สื่อการสอน,3,5
敢于,gǎn yú,to dare to (do something),กล้า,3,4
散,sàn,scattered; loose,กระจัด,3,6
散文,sǎn wén,broadly prose,"ร้อยแก้ว, ความเรียง",3,6
敲,qiāo,to hit; to strike,"เคาะ, ตอก",3,4
整,zhěng,whole; orderly,"เรียบร้อย, ถูกต้อง",3,6
整体,zhěng tǐ,whole; entirety,ทั้งหมด,3,5
斤,jīn,catty (500 g),ชั่ง (500 กรัม),3,2
方,fāng,direction; side; method; (medicinal prescription),"ทิศทาง, วิธี",3,5
旁,páng,one side; other,ข้าง,3,6
无疑,wú yí,undoubtedly; without doubt,ไม่ต้องสงสัย,3,6
无限,wú xiàn,unlimited; unbounded,ไม่มีที่สิ้นสุด,3,6
早已,zǎo yǐ,for a long time; long since,นานมาแล้ว,3,5
时机,shí jī,opportunity; opportune moment,เวลาที่เหมาะสม,3,5
明星,míng xīng,star; celebrity,"ดารา, คนดัง",3,6
星期日,xīng qī rì,Sunday,วันอาทิตย์,3,1
晒,shài,to dry in the sun,ตากแดด,3,5
智商,zhì shāng,IQ,ไอคิว,3,5
暑假,shǔ jià,summer vacation,วันหยุดฤดูร้อน,3,4
暗,àn,dark; to turn dark,มืด,3,4
暗示,àn shì,to hint; to suggest,บ่งชี้,3,6
暴雨,bào yǔ,torrential rain; rainstorm,ฝนหนัก,3,6
暴露,bào lù,to expose; to reveal,เปิดเผย,3,6
曾经,céng jīng,once; already,เคยมี,3,4
有事,yǒu shì,to have something to do,มีธุระ,3,3
有利,yǒu lì,advantageous; favorable,มีประโยชน์,3,6
有没有,yǒu méi yǒu,before a noun Do have ...?; Is there a ...?,มีหรือไม่,3,3
有用,yǒu yòng,useful,มีประโยชน์,3,4
机器,jī qì,machine,เครื่องจักร,3,5
机智,jī zhì,quick-witted; resourceful,สติปัญญา,3,6
机遇,jī yù,opportunity,โอกาส,3,6
束缚,shù fù,to bind; to tie up,จำกัด,3,6
来源于,lái yuán yú,to originate in,มาจาก,3,6
杰出,jié chū,outstanding; distinguished,เด่นเทพ,3,6
构造,gòu zào,structure; composition,โครงสร้าง,3,6
果然,guǒ rán,really; sure enough,แน่นอน,3,4
架,jià,to support; frame,กรอบ,3,6
柱子,zhù zi,pillar,เสา,3,6
树叶,shù yè,tree leaves,ใบไม้,3,4
树木,shù mù,tree,ต้นไม้,3,6
树立,shù lì,to set up; to establish,ตั้ง,3,5
核心,hé xīn,core; nucleus,ศูนย์กลาง,3,5
根源,gēn yuán,origin; root,ต้นตอ,3,6
框,kuāng,frame; casing,กรอบ,3,6
桶,tǒng,bucket; trash can,ถัง,3,5
棵,kē,"classifier for trees, plants",ต้น,3,4
楼下,lóu xià,downstairs,ชั้นล่าง,3,3
概念,gài niàn,concept; idea,แนวคิด,3,5
模仿,mó fǎng,to imitate; to copy,เลียนแบบ,3,5
正义,zhèng yì,justice; righteousness,ความยุติธรรม,3,6
此,cǐ,this; these,นี้,3,5
此时,cǐ shí,now; this moment,บัดนี้,3,6
步行,bù xíng,to go on foot; to walk,เดินเท้า,3,4
殿堂,diàn táng,palace; hall,พระราชวัง,3,6
每当,měi dāng,whenever; every time,ทุกครั้งที่,3,4
毕竟,bì jìng,after all; all in all,ท้ายที่สุด,3,5
毛病,máo bìng,fault; defect,ข้อบกพร่อง,3,5
毛笔,máo bǐ,writing brush,แปรงเขียน,3,5
毫无,háo wú,not in the least; to completely lack,ไม่เลย,3,6
水温,shuǐ wēn,water temperature,"อุณหภูมิน้ำ, ความร้อนของน้ำ, อุณหภูมิ",3,5
沉默,chén mò,taciturn; uncommunicative,เงียบสงบ,3,5
没想到,méi xiǎng dào,didn't expect,"ไม่คาดคิด, นึกไม่ถึง",3,3
沾,zhān,to moisten; to be infected by,"ระเสือ, ติดเชื้อ",3,6
沿,yán,along; to follow,ตาม,3,5
沿途,yán tú,along the sides of the road; by the wayside,ตลอดทาง,3,6
泥土,ní tǔ,earth; soil,ดิน,3,6
注,zhù,to pour; to focus (attention),เท,3,4
活儿,huó er,work; lots of things to do,งาน,3,5
流,liú,to flow; to disseminate,ไหล,3,6
流动,liú dòng,to flow,ไหล,3,4
浅,qiǎn,shallow; light,ตื้น,3,6
浏览,liú lǎn,to skim over; to browse,อ่านคร่าว ๆ,3,5
浓,nóng,concentrated; dense,เข้มข้น,3,5
海鲜,hǎi xiān,seafood,อาหารทะเล,3,5
消,xiāo,to diminish; to subside,หายไป,3,5
液体,yè tǐ,liquid,ของเหลว,3,5
淘气,táo qì,naughty; mischievous,"ซน, ซุกซน",3,5
淡,dàn,insipid; diluted,จืด,3,5
深入,shēn rù,to penetrate deeply; thorough,ลึกซึ้ง,3,6
添,tiān,to add; to increase,เพิ่ม,3,5
清晰,qīng xī,clear; distinct,ชัดเจน,3,5
清淡,qīng dàn,light; insipid,"จืด, อ่อน",3,5
渴,kě,thirsty,หิวน้ำ,3,3
渴望,kě wàng,to thirst for; to long for,อยากได้,3,5
湖,hú,lake,ทะเลสาบ,3,5
源于,yuán yú,has its origins in,มาจาก,3,5
演讲,yǎn jiǎng,to give a lecture; to make a speech,บรรยาย,3,5
潜在,qián zài,hidden; potential,ซ่อนเร้น,3,5
潜能,qián néng,potential; hidden capability,ความสามารถซ่อนเร้น,3,5
潮湿,cháo shī,damp; moist,ชื้น,3,5
激情,jī qíng,passion; fervor,"ความหลงใหล, อารมณ์เร่าร้อน",3,6
激烈,jī liè,of competition or fighting intense; fierce,รุนแรง,3,5
火花,huǒ huā,spark; sparkle,ประกายไฟ,3,6
灵魂,líng hún,soul; spirit,วิญญาณ,3,6
炫耀,xuàn yào,dazzling; to show off,โอ่อวด,3,6
点头,diǎn tóu,to nod,พยักหน้า,3,5
点缀,diǎn zhuì,to decorate; to adorn,ประดับ,3,6
热烈,rè liè,enthusiastic; ardent,กระตือรือร้น,3,5
焦躁,jiāo zào,fretful; impatient,"กระวนกระวาย, หงุดหงิด",3,6
煤,méi,coal,ถ่านหิน,3,6
照常,zhào cháng,as usual,ตามปกติ,3,5
熬夜,áo yè,to stay up late or all night,นอนดึก,3,5
爱人,ài rén,spouse; lover,"คนรัก, สามี",3,4
牙齿,yá chǐ,tooth; dental,ฟัน,3,5
物资,wù zī,goods; supplies,สิ่งของ,3,6
特制,tè zhì,specially made; custom-made,พิเศษ,3,6
特有,tè yǒu,specific; characteristic,เป็นเอกลักษณ์,3,5
犯,fàn,to violate; to offend,กระทำ,3,6
狡猾,jiǎo huá,crafty; cunning,"เจ้าเล่ห์, มีเล่ห์เหลี่ยม",3,5
狭窄,xiá zhǎi,narrow,แคบ,3,6
猩猩,xīng xīng,orangutan,ลิงอุรังอุตัง,3,5
玉,yù,jade,หยก,3,6
现有,xiàn yǒu,currently existing; currently available,มีอยู่,3,4
珍珠,zhēn zhū,pearl,ไข่มุก,3,6
理念,lǐ niàn,idea; concept,ความคิด,3,5
理由,lǐ yóu,reason; grounds,เหตุผล,3,5
琴,qín,guqin; musical instrument,"กู่ฉิน, เครื่องดนตรี",3,5
用户,yòng hù,user; consumer,ผู้ใช้,3,5
由此可见,yóu cǐ kě jiàn,"from this, it can be seen that...",เห็นได้จาก,3,6
甲,jiǎ,first (in a series); grade A,ตัวอักษรแรก,3,6
电影院,diàn yǐng yuàn,cinema; movie theater,โรงภาพยนตร์,3,1
电池,diàn chí,battery; electric cell,แบตเตอรี่,3,5
电视剧,diàn shì jù,TV series; TV drama,ละครโทรทัศน์,3,4
画面,huà miàn,scene; tableau,ฉาก,3,4
画龙点睛,huà lóng diǎn jīng,the crucial finishing touch,วาดมังกรลงตา,3,5
疑惑,yí huò,to doubt; to distrust,สงสัย,3,5
疲倦,pí juàn,to tire; tired,เหนื่อยล้า,3,6
登,dēng,to scale; to ascend,ขึ้น,3,5
百,bǎi,hundred,ร้อย,3,2
盆,pén,basin; flower pot,หม้อดอกไม้,3,5
盒子,hé zi,box; case,กล่อง,3,4
盛开,shèng kāi,blooming; in full flower,บานออก,3,6
直观,zhí guān,intuitive; visual,โดยตรง,3,6
相互,xiāng hù,each other; mutual,ซึ่งกันและกัน,3,4
相应,xiāng yìng,to correspond; answering,สอดคล้อง,3,5
相机,xiàng jī,camera; at the opportune moment,กล้องถ่ายรูป,3,3
相等,xiāng děng,equal; equally,เท่ากัน,3,6
相连,xiāng lián,to link; to join,เชื่อมต่อ,3,6
省,shěng,to save; to economize,ประหยัด,3,4
看望,kàn wàng,to pay a visit to; to see,เยี่ยม,3,5
看重,kàn zhòng,to regard as important; to value,เห็นความสำคัญ,3,5
真心,zhēn xīn,wholeheartedness; sincerity,จริงใจ,3,4
真相,zhēn xiàng,the truth about something,ความจริง,3,5
眼光,yǎn guāng,gaze; insight,สายตา,3,6
眼看,yǎn kàn,soon; in a moment,ใกล้จะ,3,5
瞬间,shùn jiān,in an instant; in a flash,ชั่วขณะ,3,6
知名,zhī míng,well-known; famous,มีชื่อเสียง,3,5
短信,duǎn xìn,text message; SMS,ข้อความสั้น,3,4
短暂,duǎn zàn,of short duration; brief,สั้นนาน,3,5
石油,shí yóu,oil; petroleum,น้ำมันดิบ,3,6
砸,zá,to smash; to pound,บดขยี้,3,6
确认,què rèn,to confirm; to verify,ยืนยัน,3,5
祝贺,zhù hè,to congratulate; congratulations,"ยินดี, แสดงความยินดี",3,4
神秘,shén mì,mysterious; mystery,ลึกลับ,3,5
票,piào,ticket; ballot,ตั๋ว,3,2
穷,qióng,poor; destitute,ยากจน,3,4
空儿,kòng ér,spare time; free time,เวลาว่าง,3,5
空虚,kōng xū,hollow; emptiness,ว่างเปล่า,3,6
穿着,chuān zhuó,attire; clothes,เสื้อผ้า,3,3
窗帘,chuāng lián,window curtains,ผ้าม่านหน้าต่าง,3,5
竞赛,jìng sài,to compete; to race,การแข่งขัน,3,5
笼子,lóng zi,cage; basket,กรง,3,6
简直,jiǎn zhí,simply; really,แทบจะ,3,5
类型,lèi xíng,type; kind,ประเภท,3,6
精心,jīng xīn,with utmost care; fine,อย่างระมัดระวัง,3,6
