hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
精益求精,jīng yì qiú jīng,idiom to constantly seek to improve,ต่อเนื่องพัฒนา,3,6,พัฒนาให้ดียิ่งขึ้นเรื่อยๆ,
纠纷,jiū fēn,dispute,ข้อพิพาท,3,6,ข้อพิพาท,
红,hóng,red,สีแดง,3,2,สีแดง,
纤维,xiān wéi,fiber,เส้นใย,3,6,เส้นใย,
纪录,jì lù,record (e.g. world record),สถิติ,3,6,สถิติ,
组,zǔ,group; to organize,หมู่,3,6,กลุ่ม; จัดกลุ่ม,
细胞,xì bāo,cell,เซลล์,3,6,เซลล์,
终点,zhōng diǎn,the end; end point,จุดสิ้นสุด,3,5,จุดสิ้นสุด,
经典,jīng diǎn,the classics; scriptures,คลาสสิก,3,5,คลาสสิก,
经营,jīng yíng,to engage in; to run,ดำเนินการ,3,5,ดำเนินกิจการ,
结,jié,to tie; to conclude,"ผูก, สิ้นสุด",3,4,ผูก; สิ้นสุด,
结构,jié gòu,structure; composition,โครงสร้าง,3,5,โครงสร้าง,
结论,jié lùn,conclusion; verdict,บทสรุป,3,5,บทสรุป,
维修,wéi xiū,maintenance; to protect and maintain,ซ่อมแซม,3,5,ซ่อมแซม,
维持,wéi chí,to keep; to maintain,รักษา,3,6,รักษา,
绽放,zhàn fàng,to blossom,"บาน, เบ่งบาน",3,6,"บาน, เบ่งบาน",
编辑,biān jí,to edit; to compile,แก้ไข,3,5,แก้ไข,
罕见,hǎn jiàn,rare; rarely seen,หายาก,3,5,หายาก,
罚,fá,to punish; to penalize,ลงโทษ,3,5,ลงโทษ,
美女,měi nǚ,beautiful woman,สาวสวย,3,6,สาวสวย,
老百姓,lǎo bǎi xìng,"ordinary people; the ""person in the street""",ประชาชนธรรมดา,3,5,ประชาชนธรรมดา,
考,kǎo,to test; to examine,สอบ,3,2,สอบ,
而已,ér yǐ,that's all; nothing more,เท่านั้น,3,5,เท่านั้น,
耳光,ěr guāng,a slap on the face,การตบหน้า,3,5,การตบหน้า,
肢体,zhī tǐ,limb; limbs and trunk,แขนขา,3,6,แขนขา,
胃,wèi,stomach,กระเพาะอาหาร,3,5,กระเพาะอาหาร,
背着,bēi zhe,carrying on one's back,หว่างบ่า,3,5,แบกไว้บนหลัง,
能干,néng gàn,capable; competent,"ทำได้, เก่ง",3,5,"เก่ง, มีความสามารถ",
脂肪,zhī fáng,fat,ไขมัน,3,5,ไขมัน,
脆,cuì,brittle; fragile,เปราะบาง,3,5,เปราะบาง,
脆弱,cuì ruò,weak; frail,อ่อนแอ,3,6,อ่อนแอ,
脱离,tuō lí,to separate oneself from; to break away from,แยกตัว,3,5,แยกตัว,
自然而然,zì rán ér rán,idiom natural; unforced,โดยธรรมชาติ,3,6,โดยธรรมชาติ,
至于,zhì yú,as for; as to,เกี่ยวกับ,3,5,ส่วน (เกริ่นเรื่องใหม่),
致使,zhì shǐ,to cause; to result in,ทำให้,3,6,ทำให้,
致力于,zhì lì yú,to be dedicated to,อุทิศให้,3,6,อุทิศให้,
舒适,shū shì,cozy; snug,สะดวกสบาย,3,5,สะดวกสบาย,
舞,wǔ,to dance; to wield,เต้นรำ,3,3,เต้นรำ,
艰苦,jiān kǔ,difficult; hard,ยากลำบาก,3,5,ยากลำบาก,
苦恼,kǔ nǎo,vexed; distressed,ทุกข์ใจ,3,6,ทุกข์ใจ,
茶叶,chá yè,tea; tea leaves,ชา,3,4,ใบชา,
营业,yíng yè,to do business; to trade,ประกอบการค้า,3,5,เปิดทำการ,
落,luò,to fall or drop; of the sun to set,สูญหาย,3,4,ตก,
落后,luò hòu,to fall behind; to lag,ล้าหลัง,3,5,ล้าหลัง,
蔓延,màn yán,to extend; to spread,แผ่ขยาย,3,6,แผ่ขยาย,
血管,xuè guǎn,vein; artery,เส้นเลือด,3,6,เส้นเลือด,
行人,xíng rén,pedestrian; traveler on foot,คนเดิน,3,5,คนเดินถนน,
行走,xíng zǒu,to walk,เดิน,3,4,เดิน,
补充,bǔ chōng,to replenish; to supplement,เติมเต็ม,3,5,"เพิ่มเติม, เสริม",
袭击,xí jī,attack; raid,โจมตี,3,6,โจมตี,
装饰,zhuāng shì,to decorate; decoration,ตกแต่ง,3,5,ตกแต่ง,
要是,yào shì,if,ถ้า,3,4,ถ้า,
覆盖,fù gài,to cover,ปกคลุม,3,5,ปกคลุม,
见解,jiàn jiě,opinion; view,ความเห็น,3,6,ความเห็น,
视线,shì xiàn,line of sight,เส้นสายตา,3,6,แนวสายตา,
计算,jì suàn,to calculate; to compute,คำนวณ,3,5,คำนวณ,
计较,jì jiào,to bother about; to haggle,คำนึง,3,5,"ถือสา, คิดเล็กคิดน้อย",
