hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
反馈,fǎn kuì,to send back information; feedback,ข้อมูลตอบกลับ,2,6,ข้อมูลตอบกลับ,
发愁,fā chóu,to worry; to fret,กังวล,2,5,กังวล,
发扬,fā yáng,to develop; to make full use of,เผยแพร่,2,6,ส่งเสริม,
发扬光大,fā yáng guāng dà,to develop and promote; to carry forward,สืบสานให้เจริญ,2,6,สืบสานให้เจริญ,
发觉,fā jué,to become aware; to detect,ค้นพบ,2,6,สังเกตเห็น; รู้ตัว,
取而代之,qǔ ér dài zhī,idiom to replace,แทนที่แล้ว,2,5,เข้าแทนที่,
受益,shòu yì,to benefit from; profit,ได้ประโยชน์,2,6,ได้ประโยชน์,
叙述,xù shù,to relate; to tell or talk about,เล่าเรื่อง,2,5,เล่าเรื่อง,
口味,kǒu wèi,a person's preferences; tastes,รสชาติ,2,5,รสนิยม; รสชาติ,
口哨,kǒu shào,whistle,หวี่,2,6,ผิวปาก,
口语,kǒu yǔ,colloquial speech; spoken language,ภาษาพูด,2,6,ภาษาพูด,
古,gǔ,ancient; old,เก่า,2,6,โบราณ; เก่าแก่,
古人,gǔ rén,people of ancient times; the ancients,บรรพบุรุษ,2,6,คนโบราณ; คนสมัยก่อน,
古今中外,gǔ jīn zhōng wài,at all times and in all places,ทั้งเก่าใหม่ในและนอก,2,6,ทุกยุคสมัยทั้งในและต่างประเทศ,
古典,gǔ diǎn,classical,คลาสสิก,2,6,คลาสสิก,
只见,zhǐ jiàn,"and there, one saw",เพียงแต่เห็น,2,5,เพียงแต่เห็น,
召开,zhào kāi,to convene; to convoke,จัดประชุม,2,5,จัดประชุม,
可见,kě jiàn,it can clearly be seen; it is clear,เห็นได้ชัด,2,4,เห็นได้ชัด,
台球,tái qiú,billiards,บิลเลียร์ด,2,6,บิลเลียด,
台阶,tái jiē,steps; flight of steps,บันได,2,5,ขั้นบันได; บันได,
吃力,chī lì,to entail strenuous effort; to toil at a task,เหนื่อย,2,6,ต้องออกแรงมาก; ลำบาก,
合法,hé fǎ,lawful; legitimate,ถูกกฎหมาย,2,5,ถูกกฎหมาย,
名副其实,míng fù qí shí,true to its name; aptly named,คุณค่าตรงกับชื่อ,2,6,สมชื่อ; สมกับชื่อเสียง,
名片,míng piàn,business card,นามบัตร,2,5,นามบัตร,
后天,hòu tiān,the day after tomorrow; life after birth,มะรืนนี้,2,2,มะรืนนี้; ภายหลังกำเนิด,
后期,hòu qī,late stage; later period,ภาคหลัง,2,5,ระยะหลัง; ช่วงท้าย,
向上,xiàng shàng,upward; up,ขึ้นไป,2,2,ขึ้นไป,
吓,xià,to frighten; to scare,"กลัว, หลอก",2,5,ทำให้ตกใจ; ขู่,current กลัว is intransitive 'be afraid'; 吓 is transitive 'to scare'
吩咐,fēn fù,to tell; to instruct,สั่ง,2,5,สั่ง,
吸,xī,to breathe; to suck in,ดูดเข้า,2,5,สูด; ดูด,
呈现,chéng xiàn,to appear; to emerge,แสดงให้เห็น,2,6,ปรากฏ; แสดงให้เห็น,
告诫,gào jiè,to warn; to admonish,เตือน,2,5,ตักเตือน,
周到,zhōu dào,thoughtful; considerate,"รอบคอบ, เอาใจใส่",2,5,"รอบคอบ, เอาใจใส่",
周期,zhōu qī,period; cycle,ระยะเวลา,2,6,วัฏจักร; รอบ,
和平,hé píng,peace; peaceful,สันติภาพ,2,6,สันติภาพ,
和睦,hé mù,peaceful relations; harmonious,อย่างเป็นมิตร,2,6,กลมเกลียว; ปรองดอง,
和蔼,hé ǎi,kindly; nice,ใจดี,2,6,ใจดี,
响声,xiǎng shēng,noise,เสียง,2,4,เสียง,
哲学,zhé xué,philosophy,ปรัชญา,2,5,ปรัชญา,
喂养,wèi yǎng,to feed; to keep,ให้อาหาร,2,6,ให้อาหาร,
喘,chuǎn,to gasp; to pant,หายใจแรง,2,6,หอบ; หายใจหอบ,
喜出望外,xǐ chū wàng wài,overjoyed; pleasantly surprised,ความยินดีเหลือคาด,2,6,ดีใจเกินคาด,
喜剧,xǐ jù,a comedy,ตลกขบขัน,2,6,ละครตลก; หนังตลก,
喝彩,hè cǎi,to acclaim; to cheer,"ส่งเสียงเชียร์, โห่ร้องยินดี",2,5,"ส่งเสียงเชียร์, โห่ร้องยินดี",
嘛,ma,(indicates the obvious),คำช่วย,2,5,ไง (เน้นสิ่งที่ชัดเจนอยู่แล้ว),
嘱咐,zhǔ fù,to urge; to exhort,บอกกำชับ,2,5,กำชับ,
