hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
江,jiāng,river,แม่น้ำ,2,5,แม่น้ำ,
沉思,chén sī,to contemplate; to ponder,ครุ่นคิด,2,5,ครุ่นคิด,
沉着,chén zhuó,steady; calm and collected,"ใจเย็น, มั่นคง, สงบเสงี่ยม",2,5,"สุขุม, ใจเย็น",
沉重,chén zhòng,heavy; hard,"หนัก, น้ำหนักมาก",2,5,หนัก,
没错,méi cuò,that's right; sure!,ถูกต้องแล้ว,2,4,ถูกต้องแล้ว,
河流,hé liú,river,แม่น้ำ,2,5,แม่น้ำ,
治,zhì,to rule; to govern,"ปกครอง, ปืนปกครอง, ปกครองดูแล",2,5,ปกครอง,
治愈,zhì yù,to cure; to restore to health,"รักษาให้หาย, หายจากการรักษา, ทำให้หาย",2,6,รักษาให้หาย,
注视,zhù shì,to look attentively at,"จ้องมอง, มองอย่างมั่นคง, จ้องมองเขาว่า",2,6,จ้องมอง,
流畅,liú chàng,flowing; fluent,"ไหลลื่น, ราบเรียบ, ไม่ติดขัด",2,6,"ลื่นไหล, คล่อง",
流血,liú xiě,to bleed; to shed blood,"ออกเลือด, เลือดไหลออก, ตกเลือด",2,5,เลือดออก,
流通,liú tōng,to circulate; to distribute,หมุนเวียน,2,5,หมุนเวียน,
浑身,hún shēn,all over; from head to foot,ทั้งตัว,2,5,ทั้งตัว,
浮力,fú lì,buoyancy,"แรงลอยตัว, พลังยกตัว, กำลังลอยตัว",2,6,แรงลอยตัว,
海绵,hǎi mián,zoology sea sponge; esp. dried sea sponge,"ฟองน้ำ, ฟองน้ำสีม่วง, สิ่งที่ซึมซับ",2,6,ฟองน้ำ,
海面,hǎi miàn,the surface of the sea; ocean surface,"ผิวน้ำทะเล, พื้นผิวทะเล, ผิวทะเล",2,6,ผิวน้ำทะเล,
涉及,shè jí,to involve,"เกี่ยวข้อง, ศึกษา, เป็นส่วนหนึ่ง",2,6,เกี่ยวข้อง,
涨,zhǎng,to rise,สูงขึ้น,2,5,สูงขึ้น,
淘汰,táo tài,to wash out,"ล้างออก, คัดออก, ตัดออก",2,5,"คัดออก, ตกรอบ",EN-GLOSS-BUG: 'to wash out' is misleading; real sense is to eliminate/weed out (in competition or selection)
深度,shēn dù,depth; of a speech etc profundity,ความลึก,2,6,ความลึก,
混乱,hùn luàn,confused; chaotic,"ความสับสน, ความยุ่งเหยิง, เนื่องจากความสับสน",2,6,"วุ่นวาย, สับสน",
混淆,hùn xiáo,to obscure; to confuse,สับสนหรือทำให้วุ่นวายกัน,2,6,"ทำให้สับสน, ปะปนกัน",
清理,qīng lǐ,to clear up; to tidy up,ทำความสะอาด,2,5,เก็บกวาด; สะสาง,
清除,qīng chú,to clear away; to eliminate,"ทำความสะอาด, ลบออก, กำจัด",2,6,"กำจัด, ขจัด",
温和,wēn hé,mild; gentle,"อ่อนโยน, อ่อน, ท่าทีอ่อน",2,5,"อ่อนโยน, นุ่มนวล",
温柔,wēn róu,gentle and soft; tender,อ่อนโยนและนุ่มนวล,2,6,"อ่อนโยน, นุ่มนวล",
温泉,wēn quán,hot spring,น้ำพุร้อน,2,6,น้ำพุร้อน,
游玩,yóu wán,to amuse oneself; to have fun,"เล่น, สนุกสนาน, ท่องเที่ยวเพื่อความสุข",2,4,เที่ยวเล่น,
游览,yóu lǎn,to go sightseeing; to tour,ท่องเที่ยว,2,5,ท่องเที่ยว,
渺小,miǎo xiǎo,minute; tiny,เล็กมาก,2,5,เล็กมาก,
湿度,shī dù,humidity level,"ความชื้น, ระดับความชื้น, ปริมาณความชื้น",2,6,ความชื้น,
溶解,róng jiě,to dissolve,"ละลาย, ทำให้ละลาย, ละลายหายไป",2,6,ละลาย,
滑,huá,slippery; to slide,ลื่น,2,5,ลื่น; ไถล,
滑冰,huá bīng,to skate; skating,สเก็ต,2,5,เล่นสเก็ตน้ำแข็ง,
漏,lòu,to leak; to divulge,"รั่ว, รั่วไหล, ออกไป",2,5,รั่ว; เผยความลับ,
演奏,yǎn zòu,to perform on a musical instrument,บรรเลงดนตรี,2,6,บรรเลงดนตรี,
潜力,qián lì,potential; latent capacity,ศักยภาพ,2,5,ศักยภาพ,
潮,cháo,tide; damp,น้ำขึ้น,2,5,น้ำขึ้นน้ำลง; ชื้น,
潮流,cháo liú,tide; current,"กระแสน้ำขึ้นลง, แนวโน้ม, จังหวะเวลา",2,6,กระแสน้ำ; กระแสนิยม,EN-GLOSS-BUG: gloss omits the dominant figurative sense 'trend/fashion'
火灾,huǒ zāi,serious fire,ไฟไหม้อาคาร,2,6,"ไฟไหม้, อัคคีภัย",
灭,miè,to extinguish or put out; to go out,"ดับ, ดับไป, ปิดไฟ",2,6,ดับ,
灭亡,miè wáng,to be destroyed; to destroy,"ล่มสลาย, เสื่อมเทพ, ถูกทำลาย",2,6,"ล่มสลาย, ถูกทำลาย",
灾难,zāi nàn,disaster; catastrophe,ภัยพิบัติ,2,6,ภัยพิบัติ,
炎热,yán rè,blistering hot; sizzling hot,ร้อนแรง,2,5,ร้อนจัด,
炸药,zhà yào,explosive; blasting agent,วัตถุระเบิด,2,6,วัตถุระเบิด,
烟,yān,cigarette or pipe tobacco; smoke,"บุหรี่, หมอก, มูกไฟ",2,6,ควัน; บุหรี่,
热门,rè mén,popular; hot,"เป็นที่นิยม, นิยม, ประเด็นร้อน",2,6,เป็นที่นิยม,
焦点,jiāo diǎn,focal point; focus,"จุดรวมมิติ, จุดมาบรรจบกัน, จุดสนใจ",2,5,จุดสนใจ; จุดโฟกัส,
焦虑,jiāo lǜ,anxious; worried,"วิตกกังวล, เป็นห่วง, ตื่นใจ",2,5,"วิตกกังวล, กระวนกระวาย",
照明,zhào míng,lighting; illumination,การให้แสง,2,6,แสงสว่าง,
熟,shú,ripe; mature,สุก,2,5,สุก,
燃料,rán liào,fuel,เชื้อเพลิง,2,6,เชื้อเพลิง,
爆炸,bào zhà,explosion; to explode,ระเบิด,2,6,ระเบิด,
爱心,ài xīn,compassion; kindness,"เมตตา, ความเห็นใจ",2,5,"ความเมตตา, น้ำใจ",
爱惜,ài xī,to cherish; to treasure,ดูแลรักษา,2,5,"ทะนุถนอม, หวงแหน",
片面,piàn miàn,unilateral; one-sided,ด้านเดียว,2,5,ด้านเดียว,
牙刷,yá shuā,toothbrush,แปรงสีฟัน,2,4,แปรงสีฟัน,
牛仔裤,niú zǎi kù,jeans,กางเกงยีนส์,2,5,กางเกงยีนส์,
牧场,mù chǎng,pasture; grazing land,"ทุ่งหญ้าเลี้ยงสัตว์, สนามเลี้ยงสัตว์",2,6,ทุ่งหญ้าเลี้ยงสัตว์,
牵,qiān,to lead along; to pull,"นำเข้า, ลากไป, ลัดลวง",2,6,จูง; ดึง,
特征,tè zhēng,characteristic; diagnostic property,"ลักษณะเฉพาะ, สมบัติเฉพาะ, ลักษณ์จำเพาะ",2,6,ลักษณะเฉพาะ,
特性,tè xìng,property; characteristic,"คุณลักษณะ, ลักษณะ, ลักษณะเฉพาะ",2,6,"คุณสมบัติ, ลักษณะเฉพาะ",
独自,dú zì,alone,คนเดียว,2,5,คนเดียว,
狭小,xiá xiǎo,narrow,"แคบ, แคบเล็ก, อับแคบ",2,6,คับแคบ,
猎人,liè rén,hunter,นักล่า,2,5,นักล่า,
率,lǜ,rate; ratio,"อัตรา, ความถี่",2,6,อัตรา; สัดส่วน,
现场,xiàn chǎng,the scene; on the spot,สถานที่เกิดเหตุ,2,5,"ที่เกิดเหตุ, หน้างาน",
玻璃,bō lí,glass,กระจก,2,5,กระจก,
球员,qiú yuán,ball sports player; team member,นักกีฬา,2,4,"นักกีฬา, ผู้เล่น",
理性,lǐ xìng,reason; rationality,"เหตุผล, สติปัญญา",2,6,"เหตุผล, ความมีเหตุผล",
理智,lǐ zhì,reason; intellect,"เหตุผล, สติ",2,5,"เหตุผล, สติ",
生动,shēng dòng,"of descriptions, writing etc vivid; lively","ชีวชีวะ, มีชีวิตชีวา",2,5,มีชีวิตชีวา,
用心,yòng xīn,diligent; attentive; with concentration,ตั้งใจ; เอาใจใส่,2,4,ตั้งใจ; เอาใจใส่,
电台,diàn tái,transmitter-receiver; broadcasting station,สถานีวิทยุ,2,5,สถานีวิทยุ,
电视机,diàn shì jī,television set,โทรทัศน์,2,5,โทรทัศน์,
男士,nán shì,man; gentleman,ชายผู้ใหญ่,2,6,สุภาพบุรุษ,
畅销,chàng xiāo,to sell well; bestselling,"ขายดี, เป็นสินค้าขายดี",2,6,ขายดี,
留学生,liú xué shēng,student studying abroad,นักเรียนแลกเปลี่ยน,2,3,นักเรียนที่ไปเรียนต่างประเทศ,
留言,liú yán,to leave a message; message,"ปล่อยข้อความ, แสดงความคิดเห็น",2,5,ฝากข้อความ,
番茄,fān qié,tomato,มะเขือเทศ,2,6,มะเขือเทศ,
疲惫,pí bèi,beaten; exhausted,"เหนื่อยล้า, อ่อนเพลีย",2,6,"เหนื่อยล้า, อ่อนเพลีย",
痕迹,hén jì,vestige; mark,"ร่องรอย, เครื่องหมาย",2,5,ร่องรอย,
痛,tòng,ache; pain,ปวด,2,6,ปวด,
登机,dēng jī,to board a plane,ขึ้นเครื่องบิน,2,4,ขึ้นเครื่องบิน,
登记,dēng jì,to register,ลงทะเบียน,2,5,ลงทะเบียน,
皆,jiē,all; each and every,"ทั้งหมด, ทุกคน",2,6,"ทั้งหมด, ล้วน",
皇宫,huáng gōng,imperial palace,พระราชวัง,2,6,พระราชวัง,
皮鞋,pí xié,leather shoes,รองเท้าหนัง,2,3,รองเท้าหนัง,
盛,shèng,flourishing; abundant; grand,"เจริญรุ่งเรือง, อุดมสมบูรณ์",2,5,เจริญรุ่งเรือง; อุดมสมบูรณ์,
盲目,máng mù,unthinking,"บอด, โดยไม่คิด",2,6,หลับหูหลับตา,
直至,zhí zhì,lasting until; up till,"จนกระทั่ง, ถึง",2,6,จนกระทั่ง,
相声,xiàng shēng,comic dialogue; sketch,การแสดงตลกคู่ (เซียงเซิง),2,5,การแสดงตลกคู่ (เซียงเซิง),
相差,xiāng chà,to differ,แตกต่างจากกัน,2,6,"ต่างกัน, ห่างกัน",
相当,xiāng dāng,equivalent to; appropriate,เทียบเท่า,2,5,เทียบเท่า; ค่อนข้าง,EN-GLOSS-BUG: gloss omits the dominant adverbial sense 'quite/fairly/considerably'
看似,kàn shì,to look as if; to seem,ดูเหมือน,2,5,ดูเหมือน,
看出,kàn chū,to make out; to see,มองเห็น,2,4,"ดูออก, มองออก",
眼界,yǎn jiè,field of vision; outlook; horizon,"แนวมองของตา, ความเข้าใจ",2,6,"วิสัยทัศน์, มุมมอง",
矮小,ǎi xiǎo,short and small; low and small,"เตี้ย, เล็กน้อย",2,6,เตี้ยเล็ก,
砍,kǎn,to chop; to cut down,"ฟัน, สับ",2,5,"สับ, ฟัน",
研发,yán fā,research and development; to develop,วิจัยและพัฒนา,2,5,วิจัยและพัฒนา,
破产,pò chǎn,to go bankrupt; to become impoverished,ล้มละลาย,2,5,ล้มละลาย,
破裂,pò liè,to burst; to rupture,ฉีกขาด,2,6,แตกร้าว,
碰到,pèng dào,to come across; to run into,เจอ,2,5,เจอ,
碳,tàn,carbon,คาร์บอน,2,6,คาร์บอน,
磨难,mó nàn,a torment; a trial,"ความยากลำบาก, การทดสอบ",2,6,ความยากลำบาก; การทดสอบ,
示意,shì yì,to hint; to indicate,เบาะแส,2,5,"ส่งสัญญาณ, บอกใบ้",
