hanzi,pinyin,english,thai_current,freq,level
无知,wú zhī,ignorant; ignorance,ความไม่รู้,1,6
无私,wú sī,selfless; unselfish,เสียสละ,1,5
无穷,wú qióng,endless; boundless,ไร้สิ้นสุด,1,6
无线,wú xiàn,wireless,ไร้สาย,1,6
无能,wú néng,incompetence; inability,ไม่มีความสามารถ,1,5
无足轻重,wú zú qīng zhòng,insignificant,ไม่สำคัญ,1,5
日后,rì hòu,sometime; someday,ครั้งต่อไป,1,4
日夜,rì yè,day and night; around the clock,วันและคืน,1,6
日益,rì yì,day by day; more and more,มากขึ้นเรื่อย ๆ,1,6
日程,rì chéng,schedule; itinerary,ตารางการ,1,5
旨在,zhǐ zài,to have as its purpose; to be intended to,มีวัตถุประสงค์,1,6
早日,zǎo rì,soon; at an early date,ไม่นานนี้,1,5
早饭,zǎo fàn,breakfast,อาหารเช้า,1,4
时时,shí shí,often; constantly,บ่อยครั้ง,1,6
时段,shí duàn,time interval; work shift,ช่วงเวลา,1,4
时节,shí jié,season; time,ฤดู,1,5
时装,shí zhuāng,fashion; fashionable clothes,แฟชั่น,1,5
明日,míng rì,tomorrow,พรุ่งนี้,1,6
明智,míng zhì,sensible; wise,ฉลาด,1,5
春季,chūn jì,springtime,ฤดูใบไม้ผลิ,1,3
是非,shì fēi,right and wrong; quarrel,ถูกและผิด,1,6
昼夜,zhòu yè,day and night; period of 24 hours,วันและคืน,1,6
显出,xiǎn chū,to express; to exhibit,แสดงออก,1,5
显眼,xiǎn yǎn,conspicuous; eye-catching,เด่นชัด,1,5
晕,yūn,confused; dizzy,วิงเวียน,1,6
晕倒,yūn dǎo,to faint; to swoon,ลมหายใจ,1,5
晚期,wǎn qī,later period; end stage,ช่วงท้าย,1,6
普及,pǔ jí,to spread extensively; to generalize,แพร่หลาย,1,6
普通人,pǔ tōng rén,ordinary person; private citizen,คนธรรมดา,1,4
景区,jǐng qū,scenic area,บริเวณท่องเที่ยว,1,6
景点,jǐng diǎn,tourist attraction; scenic spot,สถานที่น่าสนใจ,1,6
晶莹,jīng yíng,sparkling and translucent,ส่องสว่างและใส,1,6
智能,zhì néng,intelligent; able,ฉลาด,1,5
暂,zàn,temporary,ชั่วคราว,1,6
暂停,zàn tíng,to suspend; time-out,หยุดชั่วคราว,1,6
暑期,shǔ qī,summer vacation time,ช่วงปิดเทอมฤดูร้อน,1,5
暖,nuǎn,warm; to warm,อบอุ่น,1,6
暴风雨,bào fēng yǔ,rainstorm; storm,พายุฝนหนัก,1,5
曲折,qū zhé,winding,บิดเบี้ยว,1,6
更新,gēng xīn,to replace the old with new; to renew,ปรับปรุง,1,5
替代,tì dài,to substitute for; to replace,แทนที่,1,5
月份,yuè fèn,month,เดือน,1,4
月初,yuè chū,start of month; early in the month,ต้นเดือน,1,5
月球,yuè qiú,the moon,ดวงจันทร์,1,4
有望,yǒu wàng,hopeful; promising,มีแนวโน้มดี,1,6
有的是,yǒu de shì,have plenty of; there's no lack of,มีมากมาย,1,6
服饰,fú shì,apparel; clothing and personal adornment,เสื้อผ้า,1,5
朝代,cháo dài,dynasty; reign,พระราชวงศ์,1,6
期限,qī xiàn,time limit; deadline,กำหนดเวลา,1,5
木匠,mù jiàng,carpenter,ช่างไม้,1,6
木材,mù cái,wood,ไม้,1,6
木板,mù bǎn,slab; board,กระดาน,1,6
本事,běn shì,ability; skill,วัสดุต้นฉบับ,1,6
本人,běn rén,I; me,ตัวตนเองของฉัน,1,6
朴实,pǔ shí,plain; simple,ธรรมชาติง่าย,1,6
机灵,jī líng,clever; quick-witted,"ฉลาด, ไหวพริบดี",1,6
杀,shā,to kill; to slay,ฆ่า,1,5
杀手,shā shǒu,killer; murderer,ฆาตรกร,1,5
权威,quán wēi,authority; authoritative,ผู้เชี่ยวชาญ,1,6
杆,gān,pole,ไม้เท้า,1,6
村,cūn,village,หมู่บ้าน,1,5
村庄,cūn zhuāng,village; hamlet,หมู่บ้าน,1,5
杜绝,dù jué,to put an end to,ยุติลง,1,6
来信,lái xìn,incoming letter; to send us a letter,จดหมายเข้า,1,5
极为,jí wéi,extremely; exceedingly,อย่างยิ่ง,1,5
极力,jí lì,to make a supreme effort; at all costs,"อย่างสุดความสามารถ, สุดกำลัง",1,6
极度,jí dù,extremely,ขั้นสูงสุด,1,6
极端,jí duān,extreme,ขั้นสุดขั้ว,1,6
极限,jí xiàn,limit; extreme boundary,ขีดจำกัด,1,5
构思,gòu sī,to design; to plot,วางแผน,1,6
构想,gòu xiǎng,to conceive; concept,ความคิด,1,5
果断,guǒ duàn,firm; decisive,"เด็ดขาด, กล้าตัดสินใจ",1,5
柜台,guì tái,sales counter; front desk,เคาน์เตอร์,1,5
柜子,guì zi,cupboard; cabinet,ตู้,1,5
查找,chá zhǎo,to search for; to look up,ค้นหา,1,5
查明,chá míng,to investigate and find out; to ascertain,ตรวจสอบให้ชัดเจน,1,6
标,biāo,mark; sign,เครื่องหมาย,1,4
栏目,lán mù,regular column or segment; program,คอลัมน์ประจำ,1,6
株,zhū,tree trunk; stump,ลำต้น,1,6
核对,hé duì,to check; to verify,ตรวจสอบ,1,5
根基,gēn jī,foundation,รากฐาน,1,5
栽培,zāi péi,to grow; to cultivate,ปลูกฝัง,1,5
桩,zhuāng,stump; stake,เสา,1,6
梯子,tī zi,ladder; stepladder,บันได,1,5
梳,shū,to comb; a comb,หวี,1,5
检讨,jiǎn tǎo,to examine or inspect; self-criticism,ประเมินตนเอง,1,6
棍,gùn,stick; rod,ไม้เท้า,1,5
棒,bàng,great; awesome,"เยี่ยม, สุดยอด",1,4
楼房,lóu fáng,a building of two or more stories,อาคาร,1,5
概括,gài kuò,to summarize; to generalize,สรุป,1,6
概率,gài lǜ,probability,ความน่าจะเป็น,1,6
榨,zhà,to press; to extract,บีบ,1,6
模式,mó shì,mode; pattern,รูปแบบ,1,6
模样,mú yàng,look; style,ลักษณะ,1,6
横,héng,horizontal; across,แนวนอน,1,6
橘子,jú zi,tangerine,ส้มเขียวหวาน,1,5
欠,qiàn,to owe; to lack,ขาด,1,5
欢乐,huān lè,gaiety; gladness,ความสุข,1,5
欣慰,xīn wèi,to be gratified,พอใจ,1,6
欣欣向荣,xīn xīn xiàng róng,idiom flourishing; thriving,เจริญรุ่งเรือง,1,6
款式,kuǎn shì,pattern; style,แบบลาย,1,6
歇,xiē,to rest; to take a break,พัก,1,5
歌唱,gē chàng,to sing,ร้องเพลง,1,5
歌声,gē shēng,singing voice,เสียงร้อง,1,4
歌手,gē shǒu,singer,นักร้อง,1,6
歌颂,gē sòng,to sing the praises of; to extol,สรรเสริญ,1,6
止,zhǐ,to stop; to prohibit,หยุด,1,6
止步,zhǐ bù,to halt; to stop,หยุดเท้า,1,5
正宗,zhèng zōng,orthodox school,แท้ๆ,1,5
正当,zhèng dāng,timely; just,เหมาะสม,1,6
正规,zhèng guī,regular; according to standards,ตามหลักเกณฑ์,1,6
正视,zhèng shì,to face squarely,หันหน้าเข้าหา,1,6
正面,zhèng miàn,front; obverse side,ด้านหน้า,1,6
此前,cǐ qián,before this; before then,ก่อนหน้านี้,1,6
此后,cǐ hòu,after this; afterwards,หลังจากนั้น,1,5
此处,cǐ chù,this place; here,ที่นี่,1,5
步,bù,step; pace,ก้าว,1,3
武器,wǔ qì,weapon; arms,อาวุธ,1,5
歪曲,wāi qū,to distort; to misrepresent,บิดเบือน,1,6
歼灭,jiān miè,to wipe out; to crush,ทำให้สิ้นซากลง,1,5
殷勤,yīn qín,politely; solicitously,"สุภาพ, เอาใจใส่",1,6
毅力,yì lì,perseverance; willpower,ความอดทน,1,6
毅然,yì rán,firmly; resolutely,อย่างกำหนด,1,6
母子,mǔ zi,mother and child; parent and subsidiary,แม่และลูก,1,4
毒,dú,poison; to poison,พิษ,1,6
比不上,bǐ bù shàng,can't compare with,ไม่เทียบได้,1,6
比分,bǐ fēn,score,คะแนน,1,4
比比皆是,bǐ bǐ jiē shì,can be found everywhere,มีทั่วไป,1,6
比起,bǐ qǐ,compared with,เมื่อเทียบกับ,1,6
毕业生,bì yè shēng,graduate,ผู้สำเร็จการศึกษา,1,6
毛,máo,hair; fur; wool,ขน,1,4
毛衣,máo yī,wool sweater,เสื้อไหมพรม,1,4
毫不,háo bù,hardly; not in the least,ไม่มีเลย,1,6
气势,qì shì,imposing manner; loftiness,ท่าทางมีศักดิ์,1,6
气愤,qì fèn,indignant; furious,โกรธ,1,5
气馁,qì něi,to be discouraged,ท้อแท้,1,6
氛围,fēn wéi,ambience; atmosphere,บรรยากาศ,1,6
水域,shuǐ yù,waters; body of water,แหล่งน้ำ,1,6
永久,yǒng jiǔ,everlasting; perpetual,ชั่วนิรันดร,1,6
求婚,qiú hūn,to propose marriage,ขอแต่งงาน,1,4
求救,qiú jiù,to seek help,เรียกขอความช่วยเหลือ,1,5
汇合,huì hé,confluence; to converge,บรรจบกัน,1,6
汗,hàn,perspiration; sweat,เหงื่อ,1,4
汗水,hàn shuǐ,sweat; perspiration,เหงื่อ,1,4
汹涌,xiōng yǒng,to surge up violently; turbulent,"เชี่ยวกราก, ปั่นป่วน",1,6
汽油,qì yóu,gasoline,น้ำมันเชื้อเพลิง,1,5
沉甸甸,chén diàn diàn,heavy,หนักเขิน,1,6
沉闷,chén mèn,oppressive; heavy,"อึดอัด, หนักอึ้ง",1,6
沙滩,shā tān,beach; sandy shore,หาดทราย,1,6
沟,gōu,ditch; gutter,ท่อน้ำ,1,6
没意思,méi yì si,boring; of no interest,เบื่อ,1,4
没收,mò shōu,to confiscate; to seize,ยึดเพื่อชาติ,1,5
没用,méi yòng,useless,ไร้ประโยชน์,1,5
沮丧,jǔ sàng,dispirited; dejected,ท้อแท้,1,6
沸腾,fèi téng,to boil; to boil over,เดือด,1,5
治理,zhì lǐ,to govern; to administer,ปกครอง,1,6
泉,quán,spring; mouth of a spring,น้ำพุ,1,6
法规,fǎ guī,legislation; statute,กฎหมาย,1,6
法院,fǎ yuàn,court of law; court,ศาลกฎหมาย,1,5
泡,pào,bubble; to soak; to steep,พองฟู,1,5
泡沫,pào mò,foam; soap bubble,ฟองน้ำ,1,6
波澜,bō lán,billows; great waves,"คลื่นลูกใหญ่, ระลอกคลื่น",1,6
泥,ní,mud; clay,โคลน,1,6
注册,zhù cè,to register; to enroll,ลงทะเบียน,1,5
注定,zhù dìng,to foreordain; to be bound to,"ถูกกำหนดไว้แล้ว, ลิขิต",1,6
泪,lèi,tears,น้ำตา,1,6
泻,xiè,to flow out swiftly; to flood,ไหลออก,1,6
泼,pō,to splash; to spill,"ฉีด,หล่น",1,6
津津有味,jīn jīn yǒu wèi,with keen interest; with great pleasure,"ได้ใจ,สนใจเป็นอย่างมาก",1,6
活跃,huó yuè,active; lively,กระตือรือร้น,1,5
派出,pài chū,to send; to dispatch,"ส่ง,ส่งไป",1,6
流向,liú xiàng,direction of a current; direction of flow,ไหลไปยัง,1,4
流域,liú yù,river basin; valley,"อ่างน้ำ,หุบเขา",1,6
流失,liú shī,of soil etc to wash away; to be eroded,"ถูกกัดเซาะ,สึกหรอ",1,6
流水,liú shuǐ,running water; business turnover,"น้ำไหล,การหมุนเวียน",1,6
流泪,liú lèi,to shed tears,ไหลน้ำตา,1,4
流程,liú chéng,course; stream,กระบวนการ,1,6
测定,cè dìng,to determine,"วัด,ตรวจสอบ",1,6
测试,cè shì,to test; a test,ทดสอบ,1,6
测量,cè liáng,survey; to measure,วัด,1,6
浓缩,nóng suō,to concentrate; to condense,"กระชับ,เข้มข้น",1,6
浓郁,nóng yù,rich; strong,"เข้มข้น,หอม",1,6
浪,làng,wave; breaker,คลื่น,1,6
海关,hǎi guān,customs,ศุลกากร,1,5
海拔,hǎi bá,height above sea level; elevation,ความสูงจากระดับน้ำทะเล,1,6
海浪,hǎi làng,sea wave,คลื่นทะเล,1,6
涂,tú,to apply; to smear,ทา,1,5
消灭,xiāo miè,to put an end to; to annihilate,ทำให้สูญหาย,1,5
消防,xiāo fáng,firefighting; fire control,"ดับเพลิง,ป้องกันเพลิง",1,6
涌,yǒng,to bubble up; to rush forth,พ่วง,1,6
淘,táo,to wash; to dredge,"ล้าง,คัดสรร",1,6
深入人心,shēn rù rén xīn,to win people's hearts,ลึกลงในใจ,1,6
深厚,shēn hòu,deep; profound,ลึกซึ้ง,1,4
深夜,shēn yè,very late at night,ดึกมึง,1,6
深思,shēn sī,to ponder; to consider,คิดลึก,1,6
深远,shēn yuǎn,far-reaching; profound and long-lasting,"ไกล,ลึกซึ้ง",1,6
