hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
无知,wú zhī,ignorant; ignorance,ความไม่รู้,1,6,ความไม่รู้,
无私,wú sī,selfless; unselfish,เสียสละ,1,5,ไม่เห็นแก่ตัว,
无穷,wú qióng,endless; boundless,ไร้สิ้นสุด,1,6,ไม่มีที่สิ้นสุด,
无线,wú xiàn,wireless,ไร้สาย,1,6,ไร้สาย,
无能,wú néng,incompetence; inability,ไม่มีความสามารถ,1,5,ไม่มีความสามารถ,
无足轻重,wú zú qīng zhòng,insignificant,ไม่สำคัญ,1,5,ไม่สำคัญ,
日后,rì hòu,sometime; someday,ครั้งต่อไป,1,4,วันข้างหน้า,
日夜,rì yè,day and night; around the clock,วันและคืน,1,6,ทั้งวันทั้งคืน,
日益,rì yì,day by day; more and more,มากขึ้นเรื่อย ๆ,1,6,มากขึ้นเรื่อย ๆ,
日程,rì chéng,schedule; itinerary,ตารางการ,1,5,กำหนดการ,
旨在,zhǐ zài,to have as its purpose; to be intended to,มีวัตถุประสงค์,1,6,มีวัตถุประสงค์,
早日,zǎo rì,soon; at an early date,ไม่นานนี้,1,5,โดยเร็ว,
早饭,zǎo fàn,breakfast,อาหารเช้า,1,4,อาหารเช้า,
时时,shí shí,often; constantly,บ่อยครั้ง,1,6,บ่อยครั้ง,
时段,shí duàn,time interval; work shift,ช่วงเวลา,1,4,ช่วงเวลา,
时节,shí jié,season; time,ฤดู,1,5,ฤดู,
时装,shí zhuāng,fashion; fashionable clothes,แฟชั่น,1,5,แฟชั่น,
明日,míng rì,tomorrow,พรุ่งนี้,1,6,พรุ่งนี้,
明智,míng zhì,sensible; wise,ฉลาด,1,5,ฉลาด,
春季,chūn jì,springtime,ฤดูใบไม้ผลิ,1,3,ฤดูใบไม้ผลิ,
是非,shì fēi,right and wrong; quarrel,ถูกและผิด,1,6,ถูกผิด; การทะเลาะ,
昼夜,zhòu yè,day and night; period of 24 hours,วันและคืน,1,6,ทั้งวันทั้งคืน,
显出,xiǎn chū,to express; to exhibit,แสดงออก,1,5,แสดงออก,
显眼,xiǎn yǎn,conspicuous; eye-catching,เด่นชัด,1,5,สะดุดตา,
晕,yūn,confused; dizzy,วิงเวียน,1,6,วิงเวียน,
晕倒,yūn dǎo,to faint; to swoon,ลมหายใจ,1,5,"เป็นลม, หมดสติ",
晚期,wǎn qī,later period; end stage,ช่วงท้าย,1,6,ช่วงท้าย,
普及,pǔ jí,to spread extensively; to generalize,แพร่หลาย,1,6,แพร่หลาย,
普通人,pǔ tōng rén,ordinary person; private citizen,คนธรรมดา,1,4,คนธรรมดา,
景区,jǐng qū,scenic area,บริเวณท่องเที่ยว,1,6,บริเวณท่องเที่ยว,
景点,jǐng diǎn,tourist attraction; scenic spot,สถานที่น่าสนใจ,1,6,สถานที่ท่องเที่ยว,
