hanzi,pinyin,english,thai_current,freq,level
套,tào,to cover; a set,"ครอบ, สวม; ชุด",4,6
女朋友,nǚ péng yǒu,girlfriend,แฟนสาว,4,2
好好,hǎo hǎo,well; carefully,"ให้ดีๆ, อย่างเต็มที่",4,2
好看,hǎo kàn,good-looking; nice-looking,"ดูดี, สวยงาม, น่าดู",4,2
姓名,xìng míng,full name,ชื่อและนามสกุล,4,4
媒体,méi tǐ,"media, esp. news media",สื่อมวลชน,4,5
字典,zì diǎn,dictionary,พจนานุกรม,4,3
安装,ān zhuāng,to install; to erect,ติดตั้ง,4,5
定价,dìng jià,to set a price; to fix a price,กำหนดราคา,4,6
审美,shěn měi,esthetics; appreciating the arts,ศิลปบัญชา,4,6
客户,kè hù,client; customer,ลูกค้า,4,5
宽容,kuān róng,lenient; tolerant,ใจกว้าง,4,5
寂寞,jì mò,lonely; lonesome,โดดเดี่ยว,4,5
寄,jì,to mail; to send; to post,ส่งไปรษณีย์,4,4
密切,mì qiè,close; intimate,ใกล้ชิด,4,5
寺,sì,Buddhist temple; mosque,วัด,4,5
寺庙,sì miào,temple; monastery,วัด,4,6
导演,dǎo yǎn,to direct; director,"ผู้กำกับ, กำกับ",4,5
少数,shǎo shù,small number; few,"ส่วนน้อย, จำนวนน้อย",4,5
尽,jǐn,to the utmost; the very (extreme),ให้มากที่สุด,4,5
尽快,jǐn kuài,as quickly as possible,ให้เร็วที่สุด,4,5
尽量,jǐn liàng,as much as possible; to the greatest extent,"ให้มากที่สุด, เท่าที่จะทำได้",4,5
尾巴,wěi ba,tail; colloquial pr.,หาง,4,5
层面,céng miàn,aspect; facet,ด้าน,4,6
居住,jū zhù,to reside; to dwell,"พำนัก, อาศัยอยู่",4,5
工厂,gōng chǎng,factory,โรงงาน,4,5
工程师,gōng chéng shī,engineer,วิศวกร,4,5
巨大,jù dà,huge; immense,ใหญ่โตมหาศาล,4,5
干脆,gān cuì,candid; direct and to the point,"เด็ดขาด, ตรงไปตรงมา",4,5
平衡,píng héng,balance; equilibrium,ความสมดุล,4,5
幻想,huàn xiǎng,to fantasize; to imagine,จินตนาการเพ้อฝัน,4,5
延续,yán xù,to continue; to go on,ต่อเนื่อง,4,6
建造,jiàn zào,to construct; to build,สร้าง,4,6
开幕式,kāi mù shì,opening ceremony,พิธีเปิด,4,5
引导,yǐn dǎo,to guide; to lead,คำแนะนำ,4,6
弱,ruò,weak; feeble,อ่อนแอ,4,5
强大,qiáng dà,big and strong; formidable,"แข็งแกร่ง, ทรงพลัง",4,5
彩虹,cǎi hóng,rainbow,สายรุ้ง,4,5
得天独厚,dé tiān dú hòu,having inherent advantages,ได้เปรียบโดยธรรมชาติ,4,6
微型,wēi xíng,miniature; micro-,ขนาดเล็ก,4,6
必定,bì dìng,to be bound to; to be sure to,ต้อง,4,6
忽略,hū lüè,to neglect; to overlook,"ละเลย, มองข้าม",4,6
总之,zǒng zhī,in a word; in short,กล่าวโดยสรุป,4,5
恨,hèn,to hate; to regret,เกลียด,4,5
恰到好处,qià dào hǎo chù,it's just perfect; it's just right,พอดี,4,5
悬崖,xuán yá,precipice; overhanging cliff,หน้าผาสูง,4,6
悲伤,bēi shāng,sad; sorrowful,สเศร้า,4,5
情景,qíng jǐng,scene; spectacle,"ฉาก, สถานการณ์",4,5
意味着,yì wèi zhe,to signify; to mean,หมายถึง,4,5
感兴趣,gǎn xìng qù,to be interested,สนใจ,4,3
愿,yuàn,to wish; willing,"ปรารถนา, เต็มใจ",4,5
慌张,huāng zhāng,flustered; agitated,"ตื่นตระหนก, ลนลาน",4,5
成员,chéng yuán,member,สมาชิก,4,6
戒指,jiè zhǐ,finger ring,แหวน,4,5
房东,fáng dōng,landlord,เจ้าของบ้านเช่า,4,4
手脚,shǒu jiǎo,hand and foot; movement of limbs,มือเท้า,4,4
打败,dǎ bài,to defeat; to overpower,"เอาชนะ, ตีแตก",4,5
扛,káng,to carry; to take on,ยกขึ้น,4,6
承受,chéng shòu,to bear; to support,"แบกรับ, ทนรับ",4,5
技能,jì néng,technical ability; skill,ทักษะ,4,6
把握,bǎ wò,to grasp; to seize,ทำความเข้าใจ,4,5
报酬,bào chóu,reward; remuneration,ค่าตอบแทน,4,6
抱,bào,to hold; to carry,"โอบกอด, เอา",4,4
担,dān,to undertake; to carry,รับผิดชอบ,4,6
担任,dān rèn,to hold (a position); to serve as,"ดำรงตำแหน่ง, รับหน้าที่",4,5
拉,lā,to pull; to play,ดึง,4,4
拥挤,yōng jǐ,crowded; to throng,"แออัด, เบียดเสียด",4,5
拨,bō,to push aside; to dial,ผลัก,4,6
拼命,pīn mìng,to do one's utmost,ทำให้ได้ดีที่สุด,4,5
指令,zhǐ lìng,to order; to command,คำสั่ง,4,6
挣,zhēng,to earn (money); to struggle,พยายามหา,4,5
挣扎,zhēng zhá,to struggle,ดิ้นรน,4,6
排队,pái duì,to line up,"ต่อแถว, เข้าคิว",4,4
接到,jiē dào,to receive,ได้รับ,4,3
推,tuī,to push; to cut,ผลัก,4,4
提升,tí shēng,to promote; to lift,ยกระดับ,4,5
搬家,bān jiā,to move house; to relocate,ย้ายบ้าน,4,3
操作,cāo zuò,to work; to operate,"ปฏิบัติการ, ใช้งาน",4,6
支配,zhī pèi,to control; to dominate,"ควบคุม, ครอบงำ",4,6
改进,gǎi jìn,to improve; to make better,ปรับปรุง,4,5
故意,gù yì,deliberately; on purpose,"โดยตั้งใจ, เจตนา",4,4
敏感,mǐn gǎn,sensitive; susceptible,"อ่อนไหว, ไว (ต่อสิ่งเร้า)",4,5
教师,jiào shī,teacher,"ครู, อาจารย์",4,4
敢,gǎn,to dare; daring,กล้า,4,3
整个,zhěng gè,whole; entire,ทั้งหมด,4,5
整整,zhěng zhěng,whole; full,"เต็มๆ, ทั้ง...",4,5
文学,wén xué,literature,วรรณกรรม,4,4
料,liào,material; stuff,วัตถุดิบ,4,5
