hanzi,pinyin,english,thai_current,freq,level
玩儿,wán ér,to play; to have fun,"เล่น, เที่ยวเล่น",17,2
生长,shēng zhǎng,to grow; to grow up,เจริญเติบโต,17,5
眼睛,yǎn jīng,eye,"ดวงตา, ตา",17,2
礼貌,lǐ mào,courtesy; politeness,"มารยาท, ความสุภาพ",17,4
穿,chuān,to wear; to put on,"สวม, ใส่(เสื้อผ้า)",17,2
粗心,cū xīn,careless; thoughtless,"สะเพร่า, ไม่รอบคอบ",17,4
经理,jīng lǐ,manager; director,ผู้จัดการ,17,3
表演,biǎo yǎn,play; show,การแสดง; แสดง,17,3
讨厌,tǎo yàn,to dislike; to loathe,"น่ารำคาญ, เกลียด",17,4
跳舞,tiào wǔ,to dance,เต้นรำ,17,2
轻松,qīng sōng,light; gentle,"สบายๆ, ผ่อนคลาย",17,4
道歉,dào qiàn,to apologize,"ขอโทษ, ขออภัย",17,4
邻居,lín jū,neighbor,เพื่อนบ้าน,17,3
钱包,qián bāo,purse; wallet,กระเป๋าเงิน,17,3
不过,bù guò,only; merely,แต่; เพียงแต่,16,4
世纪,shì jì,century,ศตวรรษ,16,4
之一,zhī yī,one of; one out of a multitude,หนึ่งใน,16,4
之后,zhī hòu,after; behind,"หลังจาก, ภายหลัง",16,4
信心,xìn xīn,confidence; faith,"ความมั่นใจ, ความเชื่อมั่น",16,4
值,zhí,value; to be worth,มูลค่า; คุ้มค่า,16,4
几乎,jī hū,almost; nearly,เกือบจะ,16,3
勇敢,yǒng gǎn,brave; courageous,กล้าหาญ,16,4
卖,mài,to sell; to betray,ขาย,16,2
友好,yǒu hǎo,friendly; amicable,เป็นมิตร,16,4
发,fā,to send out; to show,ส่ง; ออก; ปล่อย(อารมณ์),16,3
发明,fā míng,to invent; an invention,ประดิษฐ์; สิ่งประดิษฐ์,16,5
古代,gǔ dài,ancient times,สมัยโบราณ,16,5
司机,sī jī,chauffeur; driver,คนขับรถ,16,3
各,gè,each; every,"แต่ละ, ต่างๆ",16,4
后来,hòu lái,afterwards; later,"ต่อมา, หลังจากนั้น",16,3
坏,huài,bad; spoiled,"เสีย, ไม่ดี, แย่",16,3
块,kuài,lump; chunk,ลักษณนาม(ก้อน/ชิ้น); หยวน(เงิน),16,1
学,xué,to learn; to study,"เรียน, ศึกษา",16,1
害怕,hài pà,to be afraid; to be scared,กลัว,16,3
对方,duì fāng,the other person,"อีกฝ่าย, คู่กรณี",16,5
岁,suì,years old,ปี (อายุ),16,1
市场,shì chǎng,marketplace; market,ตลาด,16,4
感觉,gǎn jué,feeling; impression,รู้สึก; ความรู้สึก,16,4
成绩,chéng jì,achievement; performance records,"ผลงาน, ผลการเรียน, คะแนน",16,3
接触,jiē chù,to touch; to contact,"สัมผัส, ติดต่อ, เข้าถึง",16,5
提供,tí gōng,to offer; to supply,"จัดหา, มอบให้, ให้",16,4
提前,tí qián,ahead of schedule; to move up,"เลื่อนให้เร็วขึ้น, ล่วงหน้า",16,4
旅游,lǚ yóu,trip; journey,ท่องเที่ยว,16,2
晚上,wǎn shàng,evening; night,"ตอนกลางคืน, ตอนเย็น",16,2
曾,céng,once; already,เคย; ครั้งหนึ่ง,16,5
杂志,zá zhì,magazine,นิตยสาร,16,4
标题,biāo tí,title; heading,"หัวข้อ, ชื่อเรื่อง",16,5
民族,mín zú,nationality; ethnic group,"ชนชาติ, กลุ่มชาติพันธุ์",16,4
永远,yǒng yuǎn,forever; eternal,"ตลอดไป, ชั่วนิรันดร์",16,4
沙发,shā fā,sofa,โซฟา,16,4
海洋,hǎi yáng,ocean,มหาสมุทร,16,4
游泳,yóu yǒng,swimming; to swim,ว่ายน้ำ,16,2
热情,rè qíng,cordial; enthusiastic,"กระตือรือร้น, อบอุ่น; ความกระตือรือร้น",16,3
热闹,rè nào,bustling with noise and excitement; lively,"คึกคัก, ครึกครื้น",16,4
狗,gǒu,dog,"สุนัข, หมา",16,1
理解,lǐ jiě,to comprehend; to understand,เข้าใจ,16,4
的话,de huà,if,ถ้า...(ลงท้ายประโยคเงื่อนไข),16,3
睡眠,shuì mián,sleep; to sleep,การนอนหลับ,16,5
石头,shí tou,stone,ก้อนหิน,16,5
答案,dá àn,answer; solution,"คำตอบ, เฉลย",16,4
精彩,jīng cǎi,wonderful; marvelous,"ยอดเยี่ยม, น่าตื่นตาตื่นใจ",16,4
表明,biǎo míng,to make clear; to make known,"แสดงให้เห็น, บ่งบอก",16,5
见,jiàn,to see; to meet,"เห็น, พบ",16,1
规定,guī dìng,to stipulate; regulations,"กฎ, ข้อกำหนด; กำหนด",16,4
讨论,tǎo lùn,to discuss; to talk over,"อภิปราย, ถกเถียง",16,4
记,jì,to remember; to record,จำ; บันทึก,16,3
路,lù,road; way,"ถนน, ทาง",16,2
踢,tī,to kick,เตะ,16,2
达到,dá dào,to reach; to achieve,"บรรลุ, ไปถึง",16,5
过去,guò qù,in the past; former,อดีต; ผ่านไป,16,3
造成,zào chéng,to bring about; to create,"ก่อให้เกิด, ทำให้เกิด",16,5
高兴,gāo xìng,happy; glad,"ดีใจ, มีความสุข",16,1
中文,zhōng wén,Chinese language,ภาษาจีน,15,3
以上,yǐ shàng,that level or higher; that amount or more,"ขึ้นไป, มากกว่านี้; ข้างต้น",15,4
以后,yǐ hòu,after; later,"ภายหลัง, ต่อไป, หลังจากนี้",15,3
作家,zuò jiā,author,นักเขียน,15,4
作者,zuò zhě,author; writer,"ผู้เขียน, ผู้แต่ง",15,4
保护,bǎo hù,to protect; to defend,"ปกป้อง, คุ้มครอง",15,4
保持,bǎo chí,to keep; to maintain,"รักษาไว้, คงไว้",15,5
公共汽车,gōng gòng qì chē,bus,"รถเมล์, รถประจำทาง",15,2
关键,guān jiàn,crucial point; crux,"จุดสำคัญ, กุญแจสำคัญ",15,4
准确,zhǔn què,accurate; exact,"แม่นยำ, ถูกต้องแน่นอน",15,4
创造,chuàng zào,to create; to bring about,"สร้างสรรค์, สร้าง",15,5
加班,jiā bān,to work overtime,"ทำงานล่วงเวลา, โอที",15,4
及,jí,and; to reach,"และ; ถึง, ทัน",15,4
反对,fǎn duì,to oppose; to be against,"คัดค้าน, ต่อต้าน",15,4
咖啡,kā fēi,loanword coffee,กาแฟ,15,2
咸,xián,salty,เค็ม,15,4
哭泣,kū qì,to weep,"ร้องไห้, สะอื้น",15,6
困难,kùn nán,difficult; challenging,ยากลำบาก; ความยากลำบาก,15,4
培养,péi yǎng,to cultivate; to breed,"บ่มเพาะ, ฝึกฝน, เพาะเลี้ยง",15,5
声音,shēng yīn,sound; voice,เสียง,15,3
奖金,jiǎng jīn,premium; award money,"เงินรางวัล, โบนัส",15,4
好吃,hǎo chī,tasty; delicious,อร่อย,15,2
婚姻,hūn yīn,marriage; matrimony,"การแต่งงาน, ชีวิตสมรส",15,5
学校,xué xiào,school,โรงเรียน,15,1
宠物,chǒng wù,house pet,สัตว์เลี้ยง,15,5
家庭,jiā tíng,family; household,ครอบครัว,15,5
座位,zuò wèi,seat,ที่นั่ง,15,4
得意,dé yì,proud of oneself; pleased with oneself,"ภาคภูมิใจ, ลำพองใจ",15,4
必须,bì xū,to have to; must,"ต้อง, จำเป็นต้อง",15,3
想法,xiǎng fǎ,way of thinking; opinion,"ความคิด, มุมมอง",15,4
感动,gǎn dòng,to move; to touch,"ซาบซึ้ง, ประทับใจ",15,4
抽烟,chōu yān,to smoke,สูบบุหรี่,15,4
掌握,zhǎng wò,to grasp; to control,"เชี่ยวชาญ, ควบคุม, จับใจความ",15,5
接受,jiē shòu,to accept; to acquiesce,"ยอมรับ, รับ",15,4
提醒,tí xǐng,to remind; to call attention to,"เตือน, เตือนให้นึกถึง",15,4
效果,xiào guǒ,result; effect,"ผล, ประสิทธิผล",15,4
方面,fāng miàn,respect; aspect,"ด้าน, แง่มุม",15,4
既,jì,already; since; (既…又 both…and),ทั้ง...; ในเมื่อ,15,4
时尚,shí shàng,fashion; fad,"แฟชั่น, ทันสมัย",15,5
最近,zuì jìn,recently; soon,"เร็วๆ นี้, เมื่อเร็วๆ นี้",15,3
沟通,gōu tōng,to communicate; to link up,"สื่อสาร, ทำความเข้าใจกัน",15,5
清楚,qīng chǔ,clear; distinct,ชัดเจน,15,3
爸爸,bà bà,father; dad,พ่อ,15,1
相信,xiāng xìn,to believe,"เชื่อ, เชื่อมั่น",15,3
看病,kàn bìng,to visit a doctor; to see a patient,ไปหาหมอ; ตรวจรักษา(คนไข้),15,4
看见,kàn jiàn,to see; to catch sight of,"เห็น, มองเห็น",15,1
积累,jī lěi,to accumulate; accumulation,สะสม; การสะสม,15,4
空气,kōng qì,air; atmosphere,อากาศ,15,4
突然,tū rán,sudden; abrupt,"ทันใดนั้น, กะทันหัน",15,3
篮球,lán qiú,basketball,บาสเกตบอล,15,2
约会,yuē huì,appointment; engagement,"นัดหมาย, เดต",15,4
结婚,jié hūn,to marry; to get married,แต่งงาน,15,3
考虑,kǎo lǜ,to think over; to consider,"พิจารณา, คิดทบทวน",15,4
职业,zhí yè,occupation; profession,อาชีพ,15,4
联系,lián xì,connection; contact,ติดต่อ; การติดต่อ,15,4
航班,háng bān,scheduled flight; sailing,เที่ยวบิน,15,4
葡萄,pú táo,grape,องุ่น,15,3
记者,jì zhě,reporter; journalist,นักข่าว,15,4
足球,zú qiú,soccer; football,ฟุตบอล,15,2
送给,sòng gěi,to send; to give as a present,"มอบให้, ส่งให้",15,3
钥匙,yào shi,key,กุญแจ,15,4
青年,qīng nián,youth; youthful years,"คนหนุ่มสาว, เยาวชน",15,5
马上,mǎ shàng,at once; right away,"ทันที, เดี๋ยวนี้",15,3
丈夫,zhàng fū,husband,สามี,14,2
不再,bù zài,no more; no longer,ไม่...อีกต่อไป,14,4
不够,bù gòu,not enough; insufficient,"ไม่พอ, ไม่เพียงพอ",14,4
专业,zhuān yè,specialty; specialized field,สาขาวิชา; เชี่ยวชาญเฉพาะทาง,14,4
两,liǎng,two; both,สอง,14,2
书店,shū diàn,bookstore,ร้านหนังสือ,14,1
些,xiē,some; a few,"บ้าง, จำนวนหนึ่ง",14,1
免费,miǎn fèi,free,"ฟรี, ไม่คิดเงิน",14,4
兴奋,xīng fèn,excited; excitement,"ตื่นเต้น, เร้าใจ",14,4
