hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
玩儿,wán ér,to play; to have fun,"เล่น, เที่ยวเล่น",17,2,"เล่น, เที่ยวเล่น",
生长,shēng zhǎng,to grow; to grow up,เจริญเติบโต,17,5,เจริญเติบโต,
眼睛,yǎn jīng,eye,"ดวงตา, ตา",17,2,"ดวงตา, ตา",
礼貌,lǐ mào,courtesy; politeness,"มารยาท, ความสุภาพ",17,4,"มารยาท, ความสุภาพ",
穿,chuān,to wear; to put on,"สวม, ใส่(เสื้อผ้า)",17,2,"สวม, ใส่(เสื้อผ้า)",
粗心,cū xīn,careless; thoughtless,"สะเพร่า, ไม่รอบคอบ",17,4,"สะเพร่า, ไม่รอบคอบ",
经理,jīng lǐ,manager; director,ผู้จัดการ,17,3,ผู้จัดการ,
表演,biǎo yǎn,play; show,การแสดง; แสดง,17,3,การแสดง; แสดง,
讨厌,tǎo yàn,to dislike; to loathe,"น่ารำคาญ, เกลียด",17,4,"น่ารำคาญ, เกลียด",EN-GLOSS-BUG: verb-only gloss misses common adjectival sense 'annoying/disgusting'; Thai leads น่ารำคาญ
跳舞,tiào wǔ,to dance,เต้นรำ,17,2,เต้นรำ,
轻松,qīng sōng,light; gentle,"สบายๆ, ผ่อนคลาย",17,4,"สบายๆ, ผ่อนคลาย",EN-GLOSS-BUG: 'light; gentle' misses real sense 'relaxed/easygoing/effortless'; kept correct Thai
道歉,dào qiàn,to apologize,"ขอโทษ, ขออภัย",17,4,"ขอโทษ, ขออภัย",
邻居,lín jū,neighbor,เพื่อนบ้าน,17,3,เพื่อนบ้าน,
钱包,qián bāo,purse; wallet,กระเป๋าเงิน,17,3,กระเป๋าเงิน,
不过,bù guò,only; merely,แต่; เพียงแต่,16,4,แต่; เพียงแต่,EN-GLOSS-BUG: 'only; merely' misses primary sense 'but; however'; Thai keeps แต่
世纪,shì jì,century,ศตวรรษ,16,4,ศตวรรษ,
之一,zhī yī,one of; one out of a multitude,หนึ่งใน,16,4,หนึ่งใน,
之后,zhī hòu,after; behind,"หลังจาก, ภายหลัง",16,4,"หลังจาก, ภายหลัง",
信心,xìn xīn,confidence; faith,"ความมั่นใจ, ความเชื่อมั่น",16,4,"ความมั่นใจ, ความเชื่อมั่น",
值,zhí,value; to be worth,มูลค่า; คุ้มค่า,16,4,มูลค่า; คุ้มค่า,
几乎,jī hū,almost; nearly,เกือบจะ,16,3,เกือบจะ,
勇敢,yǒng gǎn,brave; courageous,กล้าหาญ,16,4,กล้าหาญ,
卖,mài,to sell; to betray,ขาย,16,2,ขาย,
友好,yǒu hǎo,friendly; amicable,เป็นมิตร,16,4,เป็นมิตร,
发,fā,to send out; to show,ส่ง; ออก; ปล่อย(อารมณ์),16,3,ส่ง; ปล่อย,
发明,fā míng,to invent; an invention,ประดิษฐ์; สิ่งประดิษฐ์,16,5,ประดิษฐ์; สิ่งประดิษฐ์,
古代,gǔ dài,ancient times,สมัยโบราณ,16,5,สมัยโบราณ,
司机,sī jī,chauffeur; driver,คนขับรถ,16,3,คนขับรถ,
各,gè,each; every,"แต่ละ, ต่างๆ",16,4,"แต่ละ, ต่างๆ",
后来,hòu lái,afterwards; later,"ต่อมา, หลังจากนั้น",16,3,"ต่อมา, หลังจากนั้น",
坏,huài,bad; spoiled,"เสีย, ไม่ดี, แย่",16,3,"ไม่ดี, แย่; เสีย",
块,kuài,lump; chunk,ลักษณนาม(ก้อน/ชิ้น); หยวน(เงิน),16,1,ลักษณนาม(ก้อน/ชิ้น); หยวน(เงิน),
学,xué,to learn; to study,"เรียน, ศึกษา",16,1,"เรียน, ศึกษา",
害怕,hài pà,to be afraid; to be scared,กลัว,16,3,กลัว,
对方,duì fāng,the other person,"อีกฝ่าย, คู่กรณี",16,5,"อีกฝ่าย, คู่กรณี",
岁,suì,years old,ปี (อายุ),16,1,ปี (อายุ),
市场,shì chǎng,marketplace; market,ตลาด,16,4,ตลาด,
感觉,gǎn jué,feeling; impression,รู้สึก; ความรู้สึก,16,4,รู้สึก; ความรู้สึก,
成绩,chéng jì,achievement; performance records,"ผลงาน, ผลการเรียน, คะแนน",16,3,ผลงาน; ผลการเรียน,
接触,jiē chù,to touch; to contact,"สัมผัส, ติดต่อ, เข้าถึง",16,5,สัมผัส; ติดต่อ,
提供,tí gōng,to offer; to supply,"จัดหา, มอบให้, ให้",16,4,"จัดหา, มอบให้",
提前,tí qián,ahead of schedule; to move up,"เลื่อนให้เร็วขึ้น, ล่วงหน้า",16,4,"เลื่อนให้เร็วขึ้น, ล่วงหน้า",
旅游,lǚ yóu,trip; journey,ท่องเที่ยว,16,2,ท่องเที่ยว,
晚上,wǎn shàng,evening; night,"ตอนกลางคืน, ตอนเย็น",16,2,"ตอนกลางคืน, ตอนเย็น",
曾,céng,once; already,เคย; ครั้งหนึ่ง,16,5,เคย; ครั้งหนึ่ง,
杂志,zá zhì,magazine,นิตยสาร,16,4,นิตยสาร,
标题,biāo tí,title; heading,"หัวข้อ, ชื่อเรื่อง",16,5,"หัวข้อ, ชื่อเรื่อง",
民族,mín zú,nationality; ethnic group,"ชนชาติ, กลุ่มชาติพันธุ์",16,4,"ชนชาติ, กลุ่มชาติพันธุ์",
永远,yǒng yuǎn,forever; eternal,"ตลอดไป, ชั่วนิรันดร์",16,4,"ตลอดไป, ชั่วนิรันดร์",
沙发,shā fā,sofa,โซฟา,16,4,โซฟา,
海洋,hǎi yáng,ocean,มหาสมุทร,16,4,มหาสมุทร,
游泳,yóu yǒng,swimming; to swim,ว่ายน้ำ,16,2,ว่ายน้ำ,
热情,rè qíng,cordial; enthusiastic,"กระตือรือร้น, อบอุ่น; ความกระตือรือร้น",16,3,"กระตือรือร้น, อบอุ่น; ความกระตือรือร้น",
热闹,rè nào,bustling with noise and excitement; lively,"คึกคัก, ครึกครื้น",16,4,"คึกคัก, ครึกครื้น",
狗,gǒu,dog,"สุนัข, หมา",16,1,"สุนัข, หมา",
理解,lǐ jiě,to comprehend; to understand,เข้าใจ,16,4,เข้าใจ,
的话,de huà,if,ถ้า...(ลงท้ายประโยคเงื่อนไข),16,3,ถ้า...(ลงท้ายประโยคเงื่อนไข),
睡眠,shuì mián,sleep; to sleep,การนอนหลับ,16,5,การนอนหลับ,
石头,shí tou,stone,ก้อนหิน,16,5,ก้อนหิน,
答案,dá àn,answer; solution,"คำตอบ, เฉลย",16,4,"คำตอบ, เฉลย",
精彩,jīng cǎi,wonderful; marvelous,"ยอดเยี่ยม, น่าตื่นตาตื่นใจ",16,4,"ยอดเยี่ยม, น่าตื่นตาตื่นใจ",
表明,biǎo míng,to make clear; to make known,"แสดงให้เห็น, บ่งบอก",16,5,"แสดงให้เห็น, บ่งบอก",
见,jiàn,to see; to meet,"เห็น, พบ",16,1,"เห็น, พบ",
规定,guī dìng,to stipulate; regulations,"กฎ, ข้อกำหนด; กำหนด",16,4,"กฎ, ข้อกำหนด; กำหนด",
讨论,tǎo lùn,to discuss; to talk over,"อภิปราย, ถกเถียง",16,4,"อภิปราย, ถกเถียง",
记,jì,to remember; to record,จำ; บันทึก,16,3,จำ; บันทึก,
路,lù,road; way,"ถนน, ทาง",16,2,"ถนน, ทาง",
踢,tī,to kick,เตะ,16,2,เตะ,
达到,dá dào,to reach; to achieve,"บรรลุ, ไปถึง",16,5,"บรรลุ, ไปถึง",
过去,guò qù,in the past; former,อดีต; ผ่านไป,16,3,อดีต; ผ่านไป,
造成,zào chéng,to bring about; to create,"ก่อให้เกิด, ทำให้เกิด",16,5,"ก่อให้เกิด, ทำให้เกิด",
高兴,gāo xìng,happy; glad,"ดีใจ, มีความสุข",16,1,"ดีใจ, มีความสุข",
中文,zhōng wén,Chinese language,ภาษาจีน,15,3,ภาษาจีน,
以上,yǐ shàng,that level or higher; that amount or more,"ขึ้นไป, มากกว่านี้; ข้างต้น",15,4,"ขึ้นไป, มากกว่านี้; ข้างต้น",
以后,yǐ hòu,after; later,"ภายหลัง, ต่อไป, หลังจากนี้",15,3,"หลังจากนี้, ภายหลัง",
作家,zuò jiā,author,นักเขียน,15,4,นักเขียน,
作者,zuò zhě,author; writer,"ผู้เขียน, ผู้แต่ง",15,4,"ผู้เขียน, ผู้แต่ง",
保护,bǎo hù,to protect; to defend,"ปกป้อง, คุ้มครอง",15,4,"ปกป้อง, คุ้มครอง",
保持,bǎo chí,to keep; to maintain,"รักษาไว้, คงไว้",15,5,"รักษาไว้, คงไว้",
公共汽车,gōng gòng qì chē,bus,"รถเมล์, รถประจำทาง",15,2,"รถเมล์, รถประจำทาง",
关键,guān jiàn,crucial point; crux,"จุดสำคัญ, กุญแจสำคัญ",15,4,"จุดสำคัญ, กุญแจสำคัญ",
准确,zhǔn què,accurate; exact,"แม่นยำ, ถูกต้องแน่นอน",15,4,"แม่นยำ, ถูกต้องแน่นอน",
创造,chuàng zào,to create; to bring about,"สร้างสรรค์, สร้าง",15,5,"สร้างสรรค์, สร้าง",
加班,jiā bān,to work overtime,"ทำงานล่วงเวลา, โอที",15,4,"ทำงานล่วงเวลา, โอที",
及,jí,and; to reach,"และ; ถึง, ทัน",15,4,"และ; ถึง, ทัน",
反对,fǎn duì,to oppose; to be against,"คัดค้าน, ต่อต้าน",15,4,"คัดค้าน, ต่อต้าน",
咖啡,kā fēi,loanword coffee,กาแฟ,15,2,กาแฟ,
咸,xián,salty,เค็ม,15,4,เค็ม,
哭泣,kū qì,to weep,"ร้องไห้, สะอื้น",15,6,"ร้องไห้, สะอื้น",
困难,kùn nán,difficult; challenging,ยากลำบาก; ความยากลำบาก,15,4,ยากลำบาก; ความยากลำบาก,
培养,péi yǎng,to cultivate; to breed,"บ่มเพาะ, ฝึกฝน, เพาะเลี้ยง",15,5,บ่มเพาะ; เพาะเลี้ยง,
声音,shēng yīn,sound; voice,เสียง,15,3,เสียง,
奖金,jiǎng jīn,premium; award money,"เงินรางวัล, โบนัส",15,4,"เงินรางวัล, โบนัส",
好吃,hǎo chī,tasty; delicious,อร่อย,15,2,อร่อย,
婚姻,hūn yīn,marriage; matrimony,"การแต่งงาน, ชีวิตสมรส",15,5,"การแต่งงาน, ชีวิตสมรส",
学校,xué xiào,school,โรงเรียน,15,1,โรงเรียน,
