hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
交通,jiāo tōng,to be connected; traffic,การจราจร; การคมนาคม,13,4,การจราจร; การคมนาคม,EN-GLOSS-BUG: lead 'to be connected' is rare/archaic; primary sense is traffic/transport. Thai kept.
从而,cóng ér,thus; thereby,"ดังนั้น, จึง",13,5,"ดังนั้น, จึง",
仔细,zǐ xì,careful; attentive,"ละเอียด, รอบคอบ",13,4,"ละเอียด, รอบคอบ",
他人,tā rén,another person; someone else,"คนอื่น, ผู้อื่น",13,4,"คนอื่น, ผู้อื่น",
任务,rèn wù,mission; assignment,"ภารกิจ, งานที่ได้รับมอบหมาย",13,4,"ภารกิจ, งานที่ได้รับมอบหมาย",
优点,yōu diǎn,merit; benefit,"ข้อดี, จุดเด่น",13,4,"ข้อดี, จุดเด่น",
伤心,shāng xīn,to grieve; to be broken-hearted,"เสียใจ, ช้ำใจ",13,4,"เสียใจ, ช้ำใจ",
促进,cù jìn,to promote; to advance,"ส่งเสริม, ผลักดัน",13,5,"ส่งเสริม, ผลักดัน",
保,bǎo,to protect; to guarantee,"ปกป้อง, รับประกัน, รักษาไว้",13,5,ปกป้อง; รับประกัน,Fixed comma->'; ' (protect vs guarantee are distinct senses); trimmed 3->2.
先生,xiān shēng,teacher; gentleman,"คุณ(ผู้ชาย), นาย; สามี",13,1,"คุณ(ผู้ชาย), นาย; สามี",
关,guān,to close; to turn off; pass,ด่าน; ปิด; ปิด(เครื่อง),13,3,ปิด; ด่าน,"Trimmed 3->2 per 'never three'; ปิด covers close/turn-off, kept ด่าน=pass."
关系,guān xì,relation; relationship,ความสัมพันธ์,13,1,ความสัมพันธ์,
其他,qí tā,other; something or someone else,อื่นๆ,13,3,อื่นๆ,
冷静,lěng jìng,calm; cool-headed,"ใจเย็น, สงบ",13,4,"ใจเย็น, สงบ",
凉快,liáng kuài,pleasantly cool; to cool oneself,เย็นสบาย,13,4,เย็นสบาย,
制作,zhì zuò,to make; to manufacture,"ผลิต, จัดทำ",13,5,"ผลิต, จัดทำ",
力,lì,strength; power,"พลัง, แรง",13,4,"พลัง, แรง",
匹,pǐ,classifier for horses; to match,ลักษณนาม(ม้า/ผ้าเป็นพับ),13,6,ลักษณนาม(ม้า/ผ้าเป็นพับ),
及时,jí shí,timely; at the right time,"ทันเวลา, ทันท่วงที",13,4,"ทันเวลา, ทันท่วงที",
反映,fǎn yìng,to mirror; to reflect,สะท้อน; รายงาน(สะท้อน),13,4,สะท้อน; รายงาน(สะท้อน),
