hanzi,sentence,en
精通,她精通三门外语。,She is proficient in three foreign languages.
绝望,他对未来感到绝望。,He feels despair about the future.
自动,这扇门会自动打开。,This door opens automatically.
规范,大家应该遵守规范。,Everyone should follow the standards.
较为,这个问题较为复杂。,This problem is comparatively complex.
运用,他善于运用知识。,He is good at applying knowledge.
两件,我买了两件衣服。,I bought two pieces of clothing.
医术,这位医生医术高明。,This doctor's medical skill is superb.
千里马,这匹千里马跑得快。,This fine steed runs very fast.
史,他爱读史书。,He loves reading history books.
吸引力,这个城市很有吸引力。,This city is very attractive.
型,这是新型手机。,This is a new model of phone.
夜间,夜间行车要小心。,Be careful driving at night.
女子,这位女子很漂亮。,This woman is very beautiful.
存活,这种植物很难存活。,This kind of plant is hard to keep alive.
度过,我们度过了愉快的假期。,We spent a pleasant vacation.
心理学,她在大学学心理学。,She studies psychology at university.
成分,这种药有多种成分。,This medicine has many components.
最佳,他获得了最佳演员奖。,He won the Best Actor award.
正是,这正是我想要的。,This is exactly what I wanted.
治病,医生的职责是治病。,A doctor's duty is to treat illness.
激发,老师激发了学生兴趣。,The teacher aroused the students' interest.
独,他喜欢独自旅行。,He likes traveling alone.
生理,这是正常的生理现象。,This is a normal physiological phenomenon.
用力,他用力推开了门。,He pushed the door open with force.
疼痛,他的膝盖感到疼痛。,His knee feels painful.
立,他从小立志学医。,Since childhood he resolved to study medicine.
策略,他们制定了新策略。,They formulated a new strategy.
脸上,她脸上带着微笑。,She has a smile on her face.
观点,我同意你的观点。,I agree with your point of view.
说法,高僧在庙里为信众说法。,The eminent monk preaches Buddhist teachings to the believers in the temple.
道德,我们应该遵守道德。,We should abide by morality.
冬,北方的冬天很冷。,Winters in the north are very cold.
分餐制,这家餐厅实行分餐制。,This restaurant practices individual-portion dining.
厘,这张纸厚一厘米。,This paper is one centimeter thick.
四川人,他是四川人，很能吃辣。,He is Sichuanese and can handle very spicy food.
地上,书掉在地上了。,The book fell onto the floor.
墨,他用墨写字。,He writes characters with ink.
扩散,消息很快扩散开了。,The news spread quickly.
晶体,这是一块晶体。,This is a piece of crystal.
机构,这是一个慈善机构。,This is a charitable organization.
浇,她每天浇花。,She waters the flowers every day.
消费者,消费者喜欢便宜的商品。,Consumers like cheap goods.
温,这杯水很温。,This cup of water is warm.
漫画,他喜欢看漫画书。,He likes reading comic books.
灭火,消防员正在灭火。,Firefighters are putting out the fire.
燃烧,木头正在燃烧。,The wood is burning.
胡床,古人坐胡床休息。,Ancient people sat on folding stools to rest.
花卉,公园里种满花卉。,The park is full of flowers and plants.
茶楼,我们在茶楼喝茶。,We drink tea at the teahouse.
蚂蚁,蚂蚁在搬运食物。,The ants are carrying food.
血液,血液在血管里流动。,Blood flows through the blood vessels.
足迹,雪地上留下足迹。,Footprints were left on the snow.
丁,成绩分为甲乙丙丁四等。,"Grades are divided into four levels: A, B, C, D."
人世间,他厌倦了人世间的纷扰。,He is tired of the troubles of the human world.
县官,县官为百姓办事。,The county magistrate handles affairs for the people.
墨汁,他打翻了墨汁。,He spilled the ink.
换算,请把英里换算成公里。,Please convert miles into kilometers.
景,这里的景很美。,The scenery here is very beautiful.
每秒,光速是每秒三十万公里。,The speed of light is three hundred thousand kilometers per second.
烛,风吹灭了烛火。,The wind blew out the candle flame.
纤,她的手指纤细。,Her fingers are slender.
花香,微风送来阵阵花香。,The breeze carries wafts of flower fragrance.
萝卜,妈妈买了很多萝卜。,Mom bought a lot of radishes.
蚀,海水侵蚀着海岸。,Seawater erodes the coast.
运河,船在运河上行驶。,The boat sails on the canal.
项目经理,他是项目经理。,He is the project manager.
鳔,鱼鳔可以调节浮力。,The fish swim bladder can adjust buoyancy.
个人,这是我个人的看法。,This is my personal opinion.
保健,老人很注重保健。,Elderly people place great importance on health care.
可谓,这可谓是个奇迹。,This could be called a miracle.
含义,这个词含义很深。,This word has a deep meaning.
多数,多数人同意这个计划。,The majority of people agree with this plan.
多次,他多次提醒我。,He reminded me many times.
头,他的头很疼。,His head hurts a lot.
奇妙,这是一次奇妙的旅行。,This was a wonderful trip.
好奇心,孩子对世界充满好奇心。,Children are full of curiosity about the world.
完善,我们需要完善这个计划。,We need to improve this plan.
影,我们拍了一张合影。,We took a group photo together.
情节,这部电影情节很精彩。,This movie's plot is wonderful.
效率,他工作效率很高。,His work efficiency is very high.
源泉,知识是力量的源泉。,Knowledge is the wellspring of strength.
现实,我们要面对现实。,We must face reality.
突破,他终于突破了纪录。,He finally broke through the record.
紫外线,紫外线对皮肤有害。,Ultraviolet rays are harmful to the skin.
细致,她的工作非常细致。,Her work is extremely meticulous.
肯,他肯帮助我们。,He is willing to help us.
阶段,这是项目的关键阶段。,This is the critical stage of the project.
领域,他在医学领域很有名。,He is well-known in the medical field.
不宜,空腹不宜喝咖啡。,It is not advisable to drink coffee on an empty stomach.
不论,不论多难都要坚持。,"No matter how hard it is, we must persevere."
专,这是专门为你设计的。,This was specially designed for you.
两片,我吃了两片面包。,I ate two slices of bread.
之外,除了他之外都来了。,Everyone came except for him.
充分利用,我们要充分利用时间。,We should make full use of time.
冲动,别冲动，冷静一点。,"Don't be impulsive, calm down a bit."
出于,他这样做出于好意。,He did this out of good intentions.
创造力,孩子们充满创造力。,Children are full of creativity.
加上,三加上二等于五。,Three plus two equals five.
品种,这里有很多苹果品种。,There are many apple varieties here.
困境,他陷入了困境。,He fell into a predicament.
增,公司利润逐年增长。,The company's profit increases year by year.
壮,这头牛长得很壮。,This cow has grown very sturdy.
大多数,大多数学生都同意。,The great majority of students agree.
天然,这是天然矿泉水。,This is natural mineral water.
奥秘,科学家探索宇宙奥秘。,Scientists explore the mysteries of the universe.
实践,理论要结合实践。,Theory must be combined with practice.
富有,他家非常富有。,His family is very wealthy.
工作者,他是一名医务工作者。,He is a medical worker.
庄稼,农民正在收庄稼。,The farmers are harvesting crops.
建设,政府大力建设道路。,The government vigorously builds roads.
异,两者之间存在差异。,There is a difference between the two.
形容,我无法形容这种感觉。,I cannot describe this feeling.
思想,他的思想很开放。,His thinking is very open-minded.
总面积,这块地总面积很大。,The total area of this land is large.
愉悦,音乐让人感到愉悦。,Music makes people feel joyful.
手段,谈判是解决问题的手段。,Negotiation is a means of solving problems.
扩展,公司计划扩展业务。,The company plans to expand its business.
损害,吸烟损害身体健康。,Smoking harms physical health.
措施,政府采取了新措施。,The government adopted new measures.
收益,这笔投资收益不错。,This investment's returns are good.
智力,阅读有助于智力发展。,Reading helps develop intelligence.
最初,最初我并不同意。,At first I did not agree.
期间,假期期间他去了很多地方。,During the vacation period he went to many places.
机制,这个机制保证公平竞争。,This mechanism ensures fair competition.
机械,工厂里有很多机械设备。,The factory has lots of machinery equipment.
某,某人给我打了电话。,A certain person called me.
沉,船慢慢沉入水中。,The boat slowly sank into the water.
深深,他深深地爱着这个国家。,He deeply loves this country.
温室,农民在温室里种蔬菜。,Farmers grow vegetables in the greenhouse.
由此,由此可见他很努力。,From this we can see he works very hard.
盯,他盯着电脑屏幕看。,He stared at the computer screen.
社交,她不喜欢社交活动。,She doesn't like social activities.
神经系统,运动有益于神经系统。,Exercise is good for the nervous system.
种类,水果的种类很多。,There are many kinds of fruit.
竟,他竟忘了带钱包。,He unexpectedly forgot to bring his wallet.
繁多,商品种类繁多。,The goods come in many varieties.
覆盖率,这个地区网络覆盖率很高。,The network coverage in this area is very high.
认可,老板认可了他的方案。,The boss approved his plan.
证实,警方证实了这个消息。,The police confirmed this news.
财富,健康比财富更重要。,Health is more important than wealth.
辉煌,他取得了辉煌的成就。,He achieved glorious success.
运,卡车把货物运到城里。,The truck transported the goods into the city.
这项,这项政策很受欢迎。,This policy is very popular.
透明,这个杯子是透明的。,This cup is transparent.
随意,你可以随意选择座位。,You can choose a seat as you wish.
障碍,语言是交流的障碍。,Language is a barrier to communication.
靠近,请不要靠近火源。,Please do not approach the fire source.
三天,我打算请假三天。,I plan to take three days off.
二氧化碳,植物吸收二氧化碳。,Plants absorb carbon dioxide.
交际,他交际能力很强。,He has strong social skills.
亲自,校长亲自参加了会议。,The principal personally attended the meeting.
停留,我们在北京停留两天。,We stayed in Beijing for two days.
剪纸,奶奶擅长剪纸艺术。,Grandma is skilled at the art of papercutting.
功效,这种药功效显著。,This medicine has notable efficacy.
动画片,孩子们喜欢看动画片。,Children like watching animated films.
危机,公司遇到了财务危机。,The company ran into a financial crisis.
反而,他不但没生气反而笑了。,Not only did he not get angry he laughed instead.
后人,这段历史值得后人铭记。,This history is worth remembering for later generations.
吨,这艘船能装一万吨货物。,This ship can carry ten thousand tons of cargo.
图案,这件衣服图案很漂亮。,This piece of clothing has a beautiful pattern.
外出,爸爸外出办事去了。,Dad went out to run errands.
展,他把地图展开来看。,He unfolded the map to look at it.
强烈,大家强烈反对这个计划。,Everyone strongly opposed this plan.
恐惧,黑暗让孩子感到恐惧。,Darkness makes children feel afraid.
情形,这种情形从未发生过。,This kind of situation has never happened before.
感知,婴儿能感知父母的情绪。,Babies can sense their parents' emotions.
成立,这家公司成立于去年。,This company was established last year.
打发,老板打发他出去办事。,The boss sent him off to run an errand.
抑制,他努力抑制自己的愤怒。,He tried hard to suppress his anger.
文明,人类文明不断发展。,Human civilization keeps developing.
朝着,他朝着终点跑去。,He ran towards the finish line.
期,这个项目分三期进行。,This project is carried out in three phases.
水源,这条河是重要水源。,This river is an important water source.
湿地,湿地是许多鸟类的家园。,Wetlands are home to many kinds of birds.
灿烂,今天阳光很灿烂。,Today the sunshine is brilliant.
生存,动物需要水才能生存。,Animals need water in order to survive.
相关,这个问题与天气相关。,This issue is related to the weather.
硬,这块面包很硬。,This piece of bread is very hard.
脑,多用脑对身体好。,Using your brain more is good for your health.
自觉,他学习一直很自觉。,He has always studied on his own initiative.
负担,学费成了家庭负担。,Tuition became a burden on the family.
车上,他把包忘在车上了。,He forgot his bag in the car.
预报,天气预报说明天下雨。,The weather forecast says it will rain tomorrow.
饮,医生建议他少饮酒。,The doctor advised him to drink less alcohol.
馆,这家馆子很有名。,This restaurant is very famous.
魔术,他会表演魔术。,He can perform magic tricks.
上天,上天会保佑好人。,Heaven will bless good people.
下属,经理很关心他的下属。,The manager cares a lot about his subordinates.
乐于,他乐于帮助别人。,He is happy to help others.
乙,他是乙方的代表。,He is the representative of Party B.
书法,爷爷擅长书法。,Grandpa is skilled at calligraphy.
仅,这次仅用了三天。,This time it only took three days.
依靠,孩子依靠父母生活。,Children depend on their parents to live.
农作物,干旱损害了农作物。,The drought damaged the crops.
动力,兴趣是学习的动力。,Interest is the driving force behind learning.
品尝,游客品尝了当地美食。,Tourists tasted the local food.
实行,公司决定实行新制度。,The company decided to implement a new system.
小病,"他得了小病,请假一天。",He had a minor illness and took a day off.
心脏,他的心脏跳得很快。,His heart is beating very fast.
